"","empedu_p","empfoo_p","empgov_p","empind_p","empmed_p","empofc_p","empoth_p","empret_p","emprsc_p","empsvc_p","emptot_p","hh_p","stugrd_p","stuhgh_p","stuuni_p","aparks"
"1",0.251304,0.071314,0.172363,0.08329,0.140577,1,0,0,0,0.303324,0,0,0,0,0,0
