"","empedu_p","empfoo_p","empgov_p","empind_p","empmed_p","empofc_p","empoth_p","empret_p","emprsc_p","empsvc_p","emptot_p","hh_p","stugrd_p","stuhgh_p","stuuni_p","logaparks"
"1",0.806184,0.704621,0,0.059358,0.352549,0.647833,0.024208,0.281643,0,1,0,0,0,0,0,0.026897
