"","empedu_p","empfoo_p","empgov_p","empind_p","empmed_p","empofc_p","empoth_p","empret_p","emprsc_p","empsvc_p","emptot_p","hh_p","stugrd_p","stuhgh_p","stuuni_p","logaparks"
"1",0.57187,0.270971,0,0.053287,0.287283,0.645968,0.054359,0.168521,0,1,0,0,0,0,0,0
