"","empedu_p","empfoo_p","empgov_p","empind_p","empmed_p","empofc_p","empoth_p","empret_p","emprsc_p","empsvc_p","emptot_p","hh_p","stugrd_p","stuhgh_p","stuuni_p","aparks"
"1",0.469342,0,0.277885,0.115132,0.234687,1,0.009009,0.094684,0,0.914979,0,0,0,0,0,0
