"","empedu_p","empfoo_p","empgov_p","empind_p","empmed_p","empofc_p","empoth_p","empret_p","emprsc_p","empsvc_p","emptot_p","hh_p","stugrd_p","stuhgh_p","stuuni_p","logaparks"
"1",0.200979,0.011303,0,0.053806,0.166748,1,0,0,0,0.227088,0,0,0,0,0,0
