"","empedu_p","empfoo_p","empgov_p","empind_p","empmed_p","empofc_p","empoth_p","empret_p","emprsc_p","empsvc_p","emptot_p","hh_p","stugrd_p","stuhgh_p","stuuni_p","aparks"
"1",0.544495,0.621897,0,0,0.202208,0.392716,0.141199,0.137849,0,1,0,0,0,0,0,0
