"","empedu_p","empfoo_p","empgov_p","empind_p","empmed_p","empofc_p","empoth_p","empret_p","emprsc_p","empsvc_p","emptot_p","hh_p","stugrd_p","stuhgh_p","stuuni_p","logaparks"
"1",0,0.861781,0,0,0,0,0.179567,0.076607,0,1,0,0.169076,0,0,0,0.24033
