"","empedu_p","empfoo_p","empgov_p","empind_p","empmed_p","empofc_p","empoth_p","empret_p","emprsc_p","empsvc_p","emptot_p","hh_p","stugrd_p","stuhgh_p","stuuni_p","aparks"
"1",0.661341,0.46089,0.155411,0.059211,0.285559,0.687817,0,0.188522,0,1,0,0,0,0,0,0
