"","empedu_p","empfoo_p","empgov_p","empind_p","empmed_p","empofc_p","empoth_p","empret_p","emprsc_p","empsvc_p","emptot_p","hh_p","stugrd_p","stuhgh_p","stuuni_p","logaparks"
"1",0,0,0.142898,0,0,0.109524,0,0.646602,0,1,0,0.042317,0,0,0,0
