trip_id,person_id,household_id,tour_id,outbound,purpose,destination,origin,depart,trip_mode
6595.0,3453,17130611,824.0,True,eatout,17048,9505,15.0,DRIVEALONEFREE
6597.0,3453,17130611,824.0,False,Home,28782,17048,18.0,DRIVEALONEFREE
6601.0,3454,17130622,825.0,True,work,57019,11307,7.0,DRIVEALONEFREE
6605.0,3454,17130622,825.0,False,shopping,60639,57019,19.0,DRIVEALONEFREE
6606.0,3454,17130622,825.0,False,Home,11307,60639,19.0,DRIVEALONEFREE
6609.0,3462,17130698,826.0,True,social,4158,7953,6.0,WALK_LOC
6613.0,3462,17130698,826.0,False,eatout,5154,3367,17.0,SHARED3FREE
6614.0,3462,17130698,826.0,False,Home,18348,2901,19.0,WALK
6617.0,3463,17130698,827.0,True,work,15448,7953,9.0,WALK_LOC
6621.0,3463,17130698,827.0,False,eatout,5154,15448,17.0,WALK_LOC
6622.0,3463,17130698,827.0,False,Home,7953,3417,19.0,SHARED2FREE
6649.0,3467,17130729,831.0,True,work,14762,27208,13.0,WALK_LOC
6653.0,3467,17130729,831.0,False,Home,4136,14762,18.0,SHARED2FREE
6657.0,3471,17130743,832.0,True,school,17735,20614,7.0,WALK_LOC
6661.0,3471,17130743,832.0,False,Home,20614,17735,17.0,WALK
6665.0,3472,17130743,833.0,True,shopping,18862,20614,10.0,WALK
6669.0,3472,17130743,833.0,False,Home,34341,18862,10.0,WALK
6681.0,3476,17130873,835.0,True,work,3190,11546,8.0,SHARED2FREE
6685.0,3476,17130873,835.0,False,Home,11546,3190,17.0,WALK_LOC
6697.0,3477,17130873,837.0,True,work,18581,11546,8.0,SHARED2FREE
6701.0,3477,17130873,837.0,False,social,24308,18581,18.0,DRIVEALONEFREE
6702.0,3477,17130873,837.0,False,Home,22144,24308,20.0,DRIVEALONEFREE
6705.0,3477,17130873,838.0,True,escort,9497,22144,23.0,SHARED3FREE
6709.0,3477,17130873,838.0,False,Home,11546,9497,23.0,SHARED3FREE
6713.0,3478,17130893,839.0,True,work,24933,24371,4.0,DRIVEALONEFREE
6717.0,3478,17130893,839.0,False,Home,24371,24933,13.0,DRIVEALONEFREE
6721.0,3484,17130930,840.0,True,work,23258,14668,8.0,WALK
6725.0,3484,17130930,840.0,False,Home,14668,23258,16.0,WALK
6729.0,3484,17130930,841.0,True,shopping,27146,14668,19.0,SHARED2FREE
6733.0,3484,17130930,841.0,False,Home,14668,27146,20.0,SHARED2FREE
6737.0,3485,17130930,842.0,True,work,7147,14668,6.0,DRIVEALONEFREE
6741.0,3485,17130930,842.0,False,Home,14668,7147,12.0,DRIVEALONEFREE
6745.0,3488,17130980,843.0,True,social,33831,15700,9.0,DRIVEALONEFREE
6749.0,3488,17130980,843.0,False,eatout,389,33831,11.0,WALK
6750.0,3488,17130980,843.0,False,Home,15700,33831,13.0,DRIVEALONEFREE
6753.0,3488,17130980,844.0,True,othmaint,8422,15700,14.0,DRIVEALONEFREE
6754.0,3488,17130980,844.0,True,othmaint,17048,8422,14.0,DRIVEALONEFREE
6755.0,3488,17130980,844.0,True,eatout,15707,17048,14.0,SHARED2FREE
6757.0,3488,17130980,844.0,False,Home,15700,15707,15.0,DRIVEALONEFREE
