trip_id,survey_trip_id,person_id,household_id,survey_tour_id,outbound,purpose,destination,origin,depart,trip_mode,tour_id,trip_num
49517,3250.0,150,17101086,400.0,False,Home,34349,14424,17.0,DRIVEALONEFREE,6189,1
49777,3370.0,151,17101086,420.0,True,school,4158,34349,8.0,WALK_LOC,6222,1
49781,3410.0,151,17101086,420.0,False,Home,34349,4159,17.0,WALK_LOC,6222,1
50561,3450.0,154,17101130,430.0,True,eatout,21467,31711,8.0,DRIVEALONEFREE,6320,1
50565,3490.0,154,17101130,430.0,False,Home,31710,21467,10.0,DRIVEALONEFREE,6320,1
50569,3530.0,154,17101130,440.0,True,eatout,12097,31710,12.0,WALK,6321,1
50573,3570.0,154,17101130,440.0,False,Home,31711,12097,13.0,WALK,6321,1
50801,3610.0,154,17101130,450.0,True,social,14391,31711,16.0,WALK,6350,1
50805,3650.0,154,17101130,450.0,False,Home,31711,14391,17.0,WALK,6350,1
52465,3690.0,159,17101223,460.0,True,work,29987,9778,5.0,DRIVEALONEFREE,6558,1
52469,3730.0,159,17101223,460.0,False,escort,12386,29987,14.0,DRIVEALONEFREE,6558,1
52470,3740.0,159,17101223,460.0,False,Home,9778,12386,15.0,SHARED3FREE,6558,2
52225,3770.0,159,17101223,470.0,True,escort,17225,9778,17.0,SHARED2FREE,6528,1
52229,3810.0,159,17101223,470.0,False,Home,9778,17225,17.0,DRIVEALONEFREE,6528,1
52233,3850.0,159,17101223,480.0,True,escort,17225,9778,18.0,DRIVEALONEFREE,6529,1
52237,3890.0,159,17101223,480.0,False,Home,9778,17225,18.0,SHARED2FREE,6529,1
52553,3930.0,160,17101223,490.0,True,escort,844,9778,7.0,SHARED2FREE,6569,1
52557,3970.0,160,17101223,490.0,False,Home,9778,844,7.0,DRIVEALONEFREE,6569,1
52793,4010.0,160,17101223,500.0,True,escort,431,9778,8.0,SHARED3FREE,6599,1
52794,4020.0,160,17101223,500.0,True,othmaint,32761,431,8.0,DRIVEALONEFREE,6599,2
52795,4030.0,160,17101223,500.0,True,work,12926,32761,8.0,DRIVEALONEFREE,6599,3
52797,4050.0,160,17101223,500.0,False,work,7622,12926,20.0,WALK,6599,1
52798,4060.0,160,17101223,500.0,False,Home,9778,7622,20.0,DRIVEALONEFREE,6599,2
53057,4090.0,161,17101223,510.0,True,school,7726,9778,7.0,DRIVEALONEFREE,6632,1
53061,4130.0,161,17101223,510.0,False,eatout,16191,7726,11.0,WALK,6632,1
53062,4140.0,161,17101223,510.0,False,Home,9778,16191,12.0,WALK_LOC,6632,2
53385,4170.0,162,17101223,520.0,True,school,432,9778,8.0,SHARED3FREE,6673,1
53389,4210.0,162,17101223,520.0,False,Home,9778,12386,15.0,SHARED3FREE,6673,1
53425,4250.0,162,17101223,530.0,True,social,17225,9778,17.0,SHARED2FREE,6678,1
53429,4290.0,162,17101223,530.0,False,Home,9778,17225,18.0,SHARED2FREE,6678,1
53713,4330.0,163,17101223,540.0,True,school,12386,9778,8.0,SHARED3FREE,6714,1
53717,4370.0,163,17101223,540.0,False,Home,9778,12386,15.0,SHARED3FREE,6714,1
55745,4410.0,169,17101263,550.0,True,work,12152,10056,12.0,WALK,6968,1
55749,4450.0,169,17101263,550.0,False,Home,9526,12152,17.0,WALK,6968,1
55753,4490.0,169,17101263,560.0,True,work,12152,9526,17.0,WALK,6969,1
55757,4530.0,169,17101263,560.0,False,Home,9526,12152,22.0,WALK,6969,1
57033,4570.0,173,17101325,570.0,True,shopping,1057,12055,14.0,SHARED2FREE,7129,1
57034,4580.0,173,17101325,570.0,True,social,9652,1057,14.0,SHARED2FREE,7129,2
57037,4610.0,173,17101325,570.0,False,shopping,4499,9652,18.0,SHARED2FREE,7129,1
57038,4620.0,173,17101325,570.0,False,social,34959,4499,18.0,SHARED2FREE,7129,2
57039,4630.0,173,17101325,570.0,False,Home,12055,34959,18.0,SHARED2FREE,7129,3
57361,4650.0,174,17101325,580.0,True,shopping,1057,12055,14.0,SHARED2FREE,7170,1
57362,4660.0,174,17101325,580.0,True,social,9652,1057,15.0,SHARED2FREE,7170,2
57365,4690.0,174,17101325,580.0,False,othmaint,4499,9652,18.0,SHARED2FREE,7170,1
57366,4700.0,174,17101325,580.0,False,social,34959,4499,19.0,SHARED2FREE,7170,2
57367,4710.0,174,17101325,580.0,False,Home,12055,34959,19.0,SHARED2FREE,7170,3
59025,4730.0,179,17101375,590.0,True,work,18662,20955,6.0,DRIVEALONEFREE,7378,1
59029,4770.0,179,17101375,590.0,False,Home,28309,18662,18.0,DRIVEALONEFREE,7378,1
59289,4810.0,180,17101375,600.0,True,othmaint,8741,20955,6.0,SHARED3FREE,7411,1
59290,4820.0,180,17101375,600.0,True,school,19508,8741,7.0,SHARED3FREE,7411,2
59291,4830.0,180,17101375,600.0,True,othmaint,404,19508,9.0,School_Bus,7411,3
59292,4840.0,180,17101375,600.0,True,school,24504,404,13.0,School_Bus,7411,4
59293,4850.0,180,17101375,600.0,False,Home,20955,24503,17.0,SHARED3FREE,7411,1
59593,4890.0,181,17101375,610.0,True,othmaint,8741,20955,6.0,SHARED3FREE,7449,1
59597,4930.0,181,17101375,610.0,False,escort,19508,8741,7.0,SHARED3FREE,7449,1
59598,4940.0,181,17101375,610.0,False,Home,20955,19508,7.0,SHARED3FREE,7449,2
59601,4970.0,181,17101375,620.0,True,othmaint,8741,20955,13.0,SHARED3FREE,7450,1
59605,5010.0,181,17101375,620.0,False,escort,24503,8741,17.0,SHARED2FREE,7450,1
59606,5020.0,181,17101375,620.0,False,Home,20955,24503,17.0,SHARED3FREE,7450,2
70265,5210.0,214,17101626,650.0,True,escort,21009,29642,8.0,SHARED2FREE,8783,1
70269,5250.0,214,17101626,650.0,False,Home,29642,21009,9.0,DRIVEALONEFREE,8783,1
70481,5290.0,214,17101626,660.0,True,social,11613,29642,15.0,SHARED2FREE,8810,1
70482,5300.0,214,17101626,660.0,True,social,965,11613,15.0,SHARED2FREE,8810,2
70485,5330.0,214,17101626,660.0,False,Home,29642,965,16.0,SHARED2FREE,8810,1
70833,5370.0,215,17101626,670.0,True,work,21009,29642,8.0,SHARED2FREE,8854,1
70837,5410.0,215,17101626,670.0,False,social,965,21009,15.0,SHARED2FREE,8854,1
70838,5420.0,215,17101626,670.0,False,Home,29642,965,16.0,SHARED2FREE,8854,2
84937,5450.0,258,17101886,680.0,True,work,16322,18086,6.0,DRIVEALONEFREE,10617,1
84941,5490.0,258,17101886,680.0,False,othmaint,30323,16322,17.0,DRIVEALONEFREE,10617,1
84942,5500.0,258,17101886,680.0,False,Home,28850,30323,17.0,DRIVEALONEFREE,10617,2
84889,5530.0,258,17101886,690.0,True,shopping,19112,28850,18.0,WALK,10611,1
84893,5570.0,258,17101886,690.0,False,Home,28850,19112,18.0,WALK,10611,1
88873,5610.0,270,17101947,700.0,True,work,2148,34184,6.0,DRIVEALONEFREE,11109,1
88874,5620.0,270,17101947,700.0,True,eatout,8128,2148,10.0,DRIVEALONEFREE,11109,2
88875,5630.0,270,17101947,700.0,True,work,26837,8128,10.0,DRIVEALONEFREE,11109,3
88877,5650.0,270,17101947,700.0,False,Home,34184,26837,15.0,DRIVEALONEFREE,11109,1
88785,5690.0,270,17101947,710.0,True,othmaint,5280,34184,18.0,DRIVEALONEFREE,11098,1
88786,5700.0,270,17101947,710.0,True,othmaint,4251,5280,18.0,DRIVEALONEFREE,11098,2
88789,5730.0,270,17101947,710.0,False,Home,34184,4251,19.0,DRIVEALONEFREE,11098,1
89529,5770.0,272,17101949,720.0,True,work,9131,28834,6.0,DRIVEALONEFREE,11191,1
89533,5810.0,272,17101949,720.0,False,work,12022,9131,11.0,WALK,11191,1
89534,5820.0,272,17101949,720.0,False,work,9131,12022,13.0,WALK,11191,2
89535,5830.0,272,17101949,720.0,False,Home,28834,9131,16.0,DRIVEALONEFREE,11191,3
89265,5850.0,272,17101949,730.0,True,escort,18864,28834,17.0,DRIVEALONEFREE,11158,1
89266,5860.0,272,17101949,730.0,True,eatout,5245,18864,17.0,SHARED2FREE,11158,2
89269,5890.0,272,17101949,730.0,False,othmaint,13622,5245,18.0,SHARED2FREE,11158,1
89270,5900.0,272,17101949,730.0,False,eatout,11354,13622,19.0,SHARED2FREE,11158,2
89271,5910.0,272,17101949,730.0,False,escort,18632,11354,19.0,SHARED2FREE,11158,3
89272,5920.0,272,17101949,730.0,False,Home,28834,18632,20.0,DRIVEALONEFREE,11158,4
101665,6090.0,309,17102398,760.0,True,work,12427,601,9.0,BIKE,12708,1
101669,6130.0,309,17102398,760.0,False,social,12427,15965,12.0,WALK,12708,1
101670,6140.0,309,17102398,760.0,False,work,18581,2878,15.0,WALK,12708,2
101671,6150.0,309,17102398,760.0,False,social,24217,18581,16.0,WALK_LR,12708,3
101672,6160.0,309,17102398,760.0,False,Home,601,24217,20.0,BIKE,12708,4
101993,6170.0,310,17102408,770.0,True,work,4406,13091,7.0,SHARED2FREE,12749,1
101997,6210.0,310,17102408,770.0,False,Home,22933,4406,17.0,Other,12749,1
101729,6250.0,310,17102408,780.0,True,eatout,26706,22933,19.0,SHARED2FREE,12716,1
101733,6290.0,310,17102408,780.0,False,Home,22933,26706,19.0,SHARED2FREE,12716,1
102321,6330.0,311,17102408,790.0,True,work,33620,22933,7.0,SHARED2FREE,12790,1
102322,6340.0,311,17102408,790.0,True,work,4621,33620,7.0,SHARED2FREE,12790,2
102325,6370.0,311,17102408,790.0,False,Home,22933,4621,13.0,DRIVEALONEFREE,12790,1
102329,6410.0,311,17102408,800.0,True,work,10590,22933,13.0,DRIVEALONEFREE,12791,1
102330,6420.0,311,17102408,800.0,True,work,4621,10590,15.0,DRIVEALONEFREE,12791,2
102333,6450.0,311,17102408,800.0,False,shopping,19361,4621,17.0,DRIVEALONEFREE,12791,1
102334,6460.0,311,17102408,800.0,False,Home,22933,19361,17.0,DRIVEALONEFREE,12791,2
102057,6490.0,311,17102408,810.0,True,eatout,26706,22933,19.0,SHARED2FREE,12757,1
102061,6530.0,311,17102408,810.0,False,Home,22933,26706,19.0,SHARED2FREE,12757,1
105601,6570.0,321,17102502,820.0,True,work,54413,44591,6.0,DRIVEALONEFREE,13200,1
105605,6610.0,321,17102502,820.0,False,Home,44591,42196,15.0,DRIVEALONEFREE,13200,1
105337,6650.0,321,17102502,830.0,True,eatout,40430,44591,16.0,DRIVEALONEFREE,13167,1
105341,6690.0,321,17102502,830.0,False,Home,44591,40430,18.0,DRIVEALONEFREE,13167,1
105929,6730.0,322,17102549,840.0,True,work,21669,19887,7.0,WALK_LOC,13241,1
105933,6770.0,322,17102549,840.0,False,Home,8239,21669,9.0,WALK_LOC,13241,1
106257,6810.0,323,17102549,850.0,True,work,21002,8239,8.0,WALK_LOC,13282,1
106261,6850.0,323,17102549,850.0,False,Home,8239,21002,18.0,WALK_LOC,13282,1
107521,6890.0,327,17102577,860.0,True,othmaint,35028,1629,10.0,DRIVEALONEFREE,13440,1
107522,6900.0,327,17102577,860.0,True,shopping,21693,35028,10.0,DRIVEALONEFREE,13440,2
107525,6930.0,327,17102577,860.0,False,othmaint,16316,21693,12.0,DRIVEALONEFREE,13440,1
107526,6940.0,327,17102577,860.0,False,Home,1629,6781,14.0,DRIVEALONEFREE,13440,2
107329,6970.0,327,17102577,870.0,True,escort,5056,1629,14.0,SHARED3FREE,13416,1
107330,6980.0,327,17102577,870.0,True,escort,1127,11321,14.0,SHARED2FREE,13416,2
107333,7010.0,327,17102577,870.0,False,Home,1629,1127,15.0,SHARED2FREE,13416,1
107305,7050.0,327,17102577,880.0,True,escort,13893,1629,17.0,SHARED2FREE,13413,1
107306,7060.0,327,17102577,880.0,True,eatout,468,13893,18.0,SHARED2FREE,13413,2
107307,7070.0,327,17102577,880.0,True,eatout,13893,468,18.0,SHARED2FREE,13413,3
107308,7080.0,327,17102577,880.0,True,eatout,23074,13893,18.0,SHARED3FREE,13413,4
107309,7090.0,327,17102577,880.0,False,Home,1629,23074,20.0,SHARED3FREE,13413,1
107833,7130.0,328,17102577,890.0,True,school,5056,1629,14.0,SHARED3FREE,13479,1
107837,7170.0,328,17102577,890.0,False,Home,1629,20050,15.0,SHARED3FREE,13479,1
109537,7210.0,333,17102618,900.0,True,work,20072,19437,6.0,WALK,13692,1
109541,7250.0,333,17102618,900.0,False,Home,19437,20072,17.0,WALK,13692,1
109601,7290.0,334,17102630,910.0,True,eatout,9671,19367,14.0,DRIVEALONEFREE,13700,1
109605,7330.0,334,17102630,910.0,False,Home,19367,9671,18.0,DRIVEALONEFREE,13700,1
118065,7370.0,359,17102787,920.0,True,work,26927,4691,9.0,BIKE,14758,1
118066,7380.0,359,17102787,920.0,True,eatout,12630,26927,10.0,WALK,14758,2
118067,7390.0,359,17102787,920.0,True,work,26927,12630,10.0,WALK,14758,3
118069,7410.0,359,17102787,920.0,False,othmaint,24287,26927,18.0,BIKE,14758,1
118070,7420.0,359,17102787,920.0,False,shopping,29355,24287,19.0,BIKE,14758,2
118071,7430.0,359,17102787,920.0,False,othmaint,24287,29355,20.0,BIKE,14758,3
118072,7440.0,359,17102787,920.0,False,Home,4691,24287,20.0,BIKE,14758,4
118673,7450.0,361,17102804,930.0,True,shopping,2579,27101,12.0,WALK_LOC,14834,1
118677,7490.0,361,17102804,930.0,False,shopping,2104,2579,14.0,WALK_LOC,14834,1
118678,7500.0,361,17102804,930.0,False,Home,27101,2104,15.0,WALK_LOC,14834,2
118785,7530.0,362,17102819,940.0,True,eatout,9935,12055,12.0,DRIVEALONEFREE,14848,1
118789,7570.0,362,17102819,940.0,False,Home,12055,9935,13.0,DRIVEALONEFREE,14848,1
118809,7610.0,362,17102819,950.0,True,escort,10185,12055,14.0,DRIVEALONEFREE,14851,1
118813,7650.0,362,17102819,950.0,False,Home,12055,10185,15.0,SHARED3FREE,14851,1
118961,7690.0,362,17102819,960.0,True,social,18493,12055,15.0,SHARED2FREE,14870,1
118962,7700.0,362,17102819,960.0,True,eatout,4273,18493,17.0,SHARED2FREE,14870,2
118963,7710.0,362,17102819,960.0,True,othmaint,1759,4273,17.0,DRIVEALONEFREE,14870,3
118965,7730.0,362,17102819,960.0,False,Home,12055,1759,19.0,DRIVEALONEFREE,14870,1
124209,8010.0,378,17102966,1000.0,True,othmaint,61196,64560,7.0,SHARED2FREE,15526,1
124213,8050.0,378,17102966,1000.0,False,Home,64560,61196,10.0,DRIVEALONEFREE,15526,1
124217,8090.0,378,17102966,1010.0,True,othmaint,61283,64560,11.0,DRIVEALONEFREE,15527,1
124221,8130.0,378,17102966,1010.0,False,Home,65843,61283,14.0,DRIVEALONEFREE,15527,1
124537,8170.0,379,17102966,1020.0,True,othmaint,61196,64560,7.0,SHARED2FREE,15567,1
124541,8210.0,379,17102966,1020.0,False,Home,64560,61196,10.0,SHARED2FREE,15567,1
124577,8250.0,379,17102966,1030.0,True,shopping,65283,64560,12.0,DRIVEALONEFREE,15572,1
124578,8260.0,379,17102966,1030.0,True,shopping,60635,65283,13.0,DRIVEALONEFREE,15572,2
124579,8270.0,379,17102966,1030.0,True,shopping,60639,60635,14.0,DRIVEALONEFREE,15572,3
124581,8290.0,379,17102966,1030.0,False,Home,65843,60639,15.0,DRIVEALONEFREE,15572,1
128233,8330.0,390,17103050,1040.0,True,escort,26528,34887,7.0,SHARED3FREE,16029,1
128234,8340.0,390,17103050,1040.0,True,escort,26528,26528,8.0,WALK,16029,2
128235,8350.0,390,17103050,1040.0,True,work,34223,26528,8.0,DRIVEALONEFREE,16029,3
128185,8410.0,390,17103050,1050.0,True,othmaint,9652,34223,11.0,DRIVEALONEFREE,16023,1
128186,8420.0,390,17103050,1050.0,True,shopping,12265,9652,11.0,DRIVEALONEFREE,16023,2
128189,8450.0,390,17103050,1050.0,False,work,34223,16343,12.0,DRIVEALONEFREE,16023,1
128237,8370.0,390,17103050,1040.0,False,social,35507,34223,18.0,DRIVEALONEFREE,16029,1
128238,8380.0,390,17103050,1040.0,False,Home,34887,35507,20.0,DRIVEALONEFREE,16029,2
132409,8490.0,403,17103211,1060.0,True,othmaint,35579,11499,11.0,DRIVEALONEFREE,16551,1
132413,8530.0,403,17103211,1060.0,False,shopping,11730,35579,11.0,DRIVEALONEFREE,16551,1
132414,8540.0,403,17103211,1060.0,False,Home,11499,11730,12.0,DRIVEALONEFREE,16551,2
134137,8570.0,408,17103302,1070.0,True,work,59970,24474,6.0,DRIVEALONEFREE,16767,1
134141,8610.0,408,17103302,1070.0,False,social,11352,59970,18.0,DRIVEALONEFREE,16767,1
134142,8620.0,408,17103302,1070.0,False,Home,24474,11352,20.0,DRIVEALONEFREE,16767,2
134465,8650.0,409,17103415,1080.0,True,work,15447,19243,6.0,DRIVEALONEFREE,16808,1
134473,8730.0,409,17103415,1090.0,True,work,34635,15447,11.0,WALK,16809,1
134474,8740.0,409,17103415,1090.0,True,work,32532,34635,13.0,WALK,16809,2
134477,8770.0,409,17103415,1090.0,False,work,15447,30988,16.0,WALK,16809,1
134469,8690.0,409,17103415,1080.0,False,Home,19243,15447,18.0,DRIVEALONEFREE,16808,1
134705,8810.0,410,17103415,1100.0,True,othmaint,14526,19243,8.0,DRIVEALONEFREE,16838,1
134709,8850.0,410,17103415,1100.0,False,Home,19243,14526,8.0,WALK,16838,1
134769,8890.0,410,17103415,1110.0,True,social,14526,19243,9.0,WALK,16846,1
134773,8930.0,410,17103415,1110.0,False,Home,19243,14526,10.0,WALK,16846,1
134713,8970.0,410,17103415,1120.0,True,othmaint,14526,19243,15.0,WALK,16839,1
134717,9010.0,410,17103415,1120.0,False,Home,19243,14526,16.0,DRIVEALONEFREE,16839,1
136385,9050.0,415,17103456,1130.0,True,shopping,8719,25894,12.0,DRIVEALONEFREE,17048,1
136389,9090.0,415,17103456,1130.0,False,shopping,24514,8719,13.0,DRIVEALONEFREE,17048,1
136390,9100.0,415,17103456,1130.0,False,Home,7940,24514,13.0,DRIVEALONEFREE,17048,2
136369,9130.0,415,17103456,1140.0,True,school,29310,25894,16.0,WALK_LOC,17046,1
136373,9170.0,415,17103456,1140.0,False,Home,25894,3414,20.0,WALK_LOC,17046,1
140105,9210.0,427,17103587,1150.0,True,eatout,8072,16857,8.0,DRIVEALONEFREE,17513,1
140109,9250.0,427,17103587,1150.0,False,Home,16857,8072,8.0,DRIVEALONEFREE,17513,1
140281,9290.0,427,17103587,1160.0,True,othmaint,30006,16857,10.0,SHARED2FREE,17535,1
140285,9330.0,427,17103587,1160.0,False,Home,16857,30006,13.0,SHARED2FREE,17535,1
140289,9370.0,427,17103587,1170.0,True,othmaint,1759,16857,13.0,DRIVEALONEFREE,17536,1
140293,9410.0,427,17103587,1170.0,False,eatout,9653,1759,15.0,DRIVEALONEFREE,17536,1
140294,9420.0,427,17103587,1170.0,False,Home,16857,9653,15.0,DRIVEALONEFREE,17536,2
140297,9450.0,427,17103587,1180.0,True,othmaint,1759,16857,15.0,DRIVEALONEFREE,17537,1
140301,9490.0,427,17103587,1180.0,False,Home,16857,1759,17.0,DRIVEALONEFREE,17537,1
141289,9530.0,430,17103614,1190.0,True,school,14176,18807,9.0,DRIVEALONEFREE,17661,1
141293,9570.0,430,17103614,1190.0,False,Home,18807,14176,12.0,DRIVEALONEFREE,17661,1
141265,9610.0,430,17103614,1200.0,True,othmaint,27157,18807,16.0,DRIVEALONEFREE,17658,1
141269,9650.0,430,17103614,1200.0,False,Home,18807,27157,16.0,DRIVEALONEFREE,17658,1
141329,9690.0,430,17103614,1210.0,True,social,39,18807,16.0,DRIVEALONEFREE,17666,1
141333,9730.0,430,17103614,1210.0,False,Home,18807,16407,17.0,DRIVEALONEFREE,17666,1
