person_id,household_id,age,PNUM,sex,pemploy,pstudent,ptype,school_zone_id,workplace_zone_id,free_parking_at_work,cdap_activity,mandatory_tour_frequency,_escort,_shopping,_othmaint,_othdiscr,_eatout,_social,non_mandatory_tour_frequency
29,17100208,50,2,1,2,3,2,,23209.0,0,H,,0,0,0,0,0,0,0
30,17100208,14,3,2,3,1,7,5860.0,-1.0,0,H,,0,0,0,0,0,0,0
31,17100221,40,1,1,3,3,4,,-1.0,0,H,,0,0,0,0,0,0,0
32,17100231,70,1,1,3,3,5,,-1.0,0,H,,0,0,0,0,0,0,0
33,17100231,70,2,2,3,3,5,,-1.0,0,H,,0,0,0,0,0,0,0
34,17100233,70,1,1,3,3,5,,-1.0,0,H,,0,0,0,0,0,0,0
35,17100233,60,2,2,1,3,1,,21190.0,0,H,,0,0,0,0,0,0,0
36,17100238,80,1,1,3,3,5,,-1.0,0,H,,0,0,0,0,0,0,0
37,17100238,70,2,2,3,3,5,,-1.0,0,H,,0,0,0,0,0,0,0
38,17100248,40,1,1,1,3,1,,9807.0,0,M,work1,0,0,0,0,0,1,2
39,17100255,30,1,2,1,3,1,,14073.0,0,H,,0,0,0,0,0,0,0
40,17100280,40,1,2,3,3,4,,-1.0,0,H,,0,0,0,0,0,0,0
41,17100291,50,1,2,1,3,1,,51325.0,0,H,,0,0,0,0,0,0,0
42,17100291,21,2,2,3,3,4,,-1.0,0,H,,0,0,0,0,0,0,0
43,17100303,30,1,2,1,3,1,,4101.0,0,M,work1,0,1,0,0,0,0,16
44,17100303,30,2,1,2,2,3,15990.0,29172.0,0,M,work1,0,0,0,0,0,0,0
45,17100326,30,1,2,1,3,1,,12130.0,0,H,,0,0,0,0,0,0,0
46,17100326,30,2,1,3,3,4,,-1.0,0,H,,0,0,0,0,0,0,0
47,17100342,30,1,2,1,3,1,,21615.0,0,M,work1,0,0,0,0,0,0,0
48,17100342,30,2,2,1,3,1,,3387.0,0,M,work1,0,0,0,0,0,0,0
49,17100372,40,1,2,1,3,1,,3367.0,0,H,,0,0,0,0,0,0,0
50,17100372,40,2,1,3,3,4,,-1.0,0,H,,0,0,0,0,0,0,0
51,17100410,40,1,2,1,3,1,,33878.0,0,M,work1,0,0,0,0,0,0,0
52,17100411,30,1,1,2,2,3,30981.0,22577.0,0,H,,0,0,0,0,0,0,0
53,17100414,40,1,2,1,3,1,,20797.0,1,H,,0,0,0,0,0,0,0
54,17100414,40,2,1,1,3,1,,321.0,0,H,,0,0,0,0,0,0,0
55,17100414,2,3,2,3,3,8,,-1.0,0,H,,0,0,0,0,0,0,0
56,17100418,40,1,1,1,3,1,,32712.0,0,H,,0,0,0,0,0,0,0
57,17100418,40,2,2,3,3,4,,-1.0,0,H,,0,0,0,0,0,0,0
58,17100433,30,1,2,3,3,4,,-1.0,0,H,,0,0,0,0,0,0,0
59,17100433,30,2,1,1,3,1,,11618.0,0,H,,0,0,0,0,0,0,0
60,17100441,60,1,2,1,3,1,,30989.0,0,H,,0,0,0,0,0,0,0
61,17100441,70,2,1,3,3,5,,-1.0,0,H,,0,0,0,0,0,0,0
62,17100458,50,1,1,2,3,2,,9679.0,0,H,,0,0,0,0,0,0,0
63,17100477,40,1,9,1,3,1,,34457.0,0,H,,0,0,0,0,0,0,0
64,17100477,30,2,9,3,3,4,,-1.0,0,H,,0,0,0,0,0,0,0
65,17100477,2,3,9,3,3,8,,-1.0,0,H,,0,0,0,0,0,0,0
66,17100477,2,4,9,3,3,8,,-1.0,0,H,,0,0,0,0,0,0,0
67,17100482,60,1,2,1,3,1,,18358.0,0,H,,0,0,0,0,0,0,0
68,17100492,70,1,2,3,3,5,,-1.0,0,H,,0,0,0,0,0,0,0
69,17100501,30,1,2,1,3,1,,18218.0,0,M,work1,0,0,0,0,0,0,0
70,17100563,40,1,1,1,3,1,,2076.0,0,H,,0,0,0,0,0,0,0
71,17100569,30,1,1,1,3,1,,35592.0,0,H,,0,0,0,0,0,0,0
72,17100590,21,1,2,1,3,1,,21009.0,0,H,,0,0,0,0,0,0,0
73,17100627,40,1,2,1,3,1,,27204.0,0,H,,0,0,0,0,0,0,0
74,17100652,30,1,1,1,3,1,,23859.0,0,M,work2,0,0,0,0,0,0,0
76,17100652,2,2,2,3,1,8,2090.0,-1.0,0,N,,0,0,0,0,0,0,0
75,17100652,21,3,2,3,3,4,,-1.0,0,N,,0,0,0,0,0,1,2
77,17100654,50,1,2,3,3,4,,-1.0,0,N,,1,1,0,0,0,0,48
78,17100654,50,2,1,1,3,1,,26814.0,0,H,,0,0,0,0,0,0,0
79,17100654,14,3,2,3,1,7,2090.0,-1.0,0,H,,0,0,0,0,0,0,0
80,17100663,30,1,1,1,3,1,,12254.0,0,H,,0,0,0,0,0,0,0
81,17100673,30,1,1,1,3,1,,8078.0,0,H,,0,0,0,0,0,0,0
82,17100673,30,2,2,1,3,1,,3728.0,0,H,,0,0,0,0,0,0,0
83,17100675,50,1,2,1,3,1,,59901.0,0,N,,0,0,0,0,0,1,2
84,17100681,30,1,1,1,3,1,,3190.0,0,H,,0,0,0,0,0,0,0
85,17100681,30,2,2,1,3,1,,19501.0,0,H,,0,0,0,0,0,0,0
86,17100717,60,1,1,3,3,4,,-1.0,0,H,,0,0,0,0,0,0,0
87,17100739,50,1,2,3,3,4,,-1.0,0,H,,0,0,0,0,0,0,0
88,17100739,21,2,2,3,2,3,44696.0,-1.0,0,H,,0,0,0,0,0,0,0
89,17100739,85,3,2,3,3,5,,-1.0,0,H,,0,0,0,0,0,0,0
90,17100760,50,1,1,2,3,2,,36645.0,0,H,,0,0,0,0,0,0,0
91,17100760,50,2,2,1,3,1,,20401.0,0,H,,0,0,0,0,0,0,0
92,17100760,17,3,2,3,1,6,5582.0,-1.0,0,H,,0,0,0,0,0,0,0
93,17100760,21,4,1,3,2,3,35047.0,-1.0,0,H,,0,0,0,0,0,0,0
94,17100761,40,1,1,3,3,4,,-1.0,0,H,,0,0,0,0,0,0,0
95,17100761,8,2,2,3,1,7,12733.0,-1.0,0,H,,0,0,0,0,0,0,0
96,17100761,8,3,1,3,1,7,23356.0,-1.0,0,H,,0,0,0,0,0,0,0
97,17100789,40,1,1,1,3,1,,6836.0,0,H,,0,0,0,0,0,0,0
98,17100789,40,2,2,3,3,4,,-1.0,0,H,,0,0,0,0,0,0,0
99,17100789,14,3,1,3,1,7,30594.0,-1.0,0,H,,0,0,0,0,0,0,0
100,17100794,40,1,2,3,3,4,,-1.0,0,H,,0,0,0,0,0,0,0
101,17100794,40,2,1,3,3,4,,-1.0,0,H,,0,0,0,0,0,0,0
102,17100794,40,3,1,3,3,4,,-1.0,0,H,,0,0,0,0,0,0,0
103,17100800,60,1,1,1,3,1,,35782.0,0,H,,0,0,0,0,0,0,0
104,17100807,60,1,1,3,3,4,,-1.0,0,H,,0,0,0,0,0,0,0
105,17100818,60,1,1,1,3,1,,15372.0,0,M,work1,0,0,0,0,0,0,0
106,17100822,60,1,1,1,3,1,,34643.0,0,H,,0,0,0,0,0,0,0
107,17100822,60,2,2,3,2,3,31230.0,-1.0,0,H,,0,0,0,0,0,0,0
108,17100834,21,1,2,3,2,3,15990.0,-1.0,0,M,school1,0,0,0,0,0,0,0
109,17100834,21,2,1,2,2,3,15990.0,31219.0,0,N,,0,0,0,0,0,1,2
110,17100836,50,1,1,1,3,1,,61076.0,0,H,,0,0,0,0,0,0,0
111,17100836,50,2,2,1,3,1,,24982.0,0,H,,0,0,0,0,0,0,0
112,17100836,8,3,2,3,1,7,6387.0,-1.0,0,H,,0,0,0,0,0,0,0
113,17100837,40,1,2,1,3,1,,3415.0,0,H,,0,0,0,0,0,0,0
114,17100859,30,1,1,1,3,1,,17961.0,0,H,,0,0,0,0,0,0,0
115,17100859,30,2,2,1,3,1,,4159.0,0,H,,0,0,0,0,0,0,0
116,17100868,50,1,2,1,3,1,,32067.0,0,M,work1,0,0,0,0,0,0,0
117,17100868,50,2,1,1,3,1,,21009.0,0,H,,0,0,0,0,0,0,0
118,17100889,30,1,2,1,3,1,,16608.0,0,H,,0,0,0,0,0,0,0
119,17100892,30,1,1,1,3,1,,18760.0,0,H,,0,0,0,0,0,0,0
120,17100892,30,2,2,3,2,3,1110.0,-1.0,0,H,,0,0,0,0,0,0,0
121,17100907,40,1,9,1,3,1,,25634.0,0,H,,0,0,0,0,0,0,0
122,17100908,50,1,1,1,3,1,,15689.0,0,H,,0,0,0,0,0,0,0
123,17100924,70,1,2,3,3,5,,-1.0,0,H,,0,0,0,0,0,0,0
124,17100924,40,2,1,3,3,4,,-1.0,0,H,,0,0,0,0,0,0,0
125,17100924,30,3,2,1,3,1,,4144.0,0,H,,0,0,0,0,0,0,0
126,17100939,40,1,1,3,3,4,,-1.0,0,H,,0,0,0,0,0,0,0
127,17100939,40,2,2,1,3,1,,740.0,1,H,,0,0,0,0,0,0,0
128,17100939,2,3,1,3,3,8,,-1.0,0,H,,0,0,0,0,0,0,0
129,17100939,2,4,1,3,3,8,,-1.0,0,H,,0,0,0,0,0,0,0
130,17100942,40,1,2,1,3,1,,32318.0,0,M,work1,0,0,0,0,0,1,2
131,17100952,40,1,1,3,3,4,,-1.0,0,H,,0,0,0,0,0,0,0
132,17100952,21,2,2,3,3,4,,-1.0,0,H,,0,0,0,0,0,0,0
133,17100957,40,1,1,2,2,3,23535.0,23656.0,0,H,,0,0,0,0,0,0,0
134,17100957,40,2,1,2,3,2,,7925.0,0,H,,0,0,0,0,0,0,0
135,17100964,30,1,1,1,3,1,,9683.0,0,M,work1,0,0,1,0,0,0,8
136,17100964,30,2,2,1,3,1,,3532.0,0,M,work1,0,0,0,0,0,0,0
137,17100982,85,1,2,3,3,5,,-1.0,0,H,,0,0,0,0,0,0,0
138,17100984,50,1,2,1,3,1,,3389.0,0,H,,0,0,0,0,0,0,0
139,17100984,50,2,1,2,3,2,,5266.0,0,H,,0,0,0,0,0,0,0
140,17100984,21,3,1,2,2,3,30695.0,13117.0,0,H,,0,0,0,0,0,0,0
141,17100986,30,1,2,2,2,3,33049.0,1454.0,0,N,,0,1,0,0,0,0,16
142,17100992,40,1,1,1,3,1,,16608.0,0,H,,0,0,0,0,0,0,0
143,17101013,30,1,2,3,3,4,,-1.0,0,H,,0,0,0,0,0,0,0
144,17101031,30,1,1,1,3,1,,34958.0,0,H,,0,0,0,0,0,0,0
145,17101031,30,2,2,3,3,4,,-1.0,0,H,,0,0,0,0,0,0,0
146,17101042,50,1,1,3,3,4,,-1.0,0,N,,0,0,0,0,0,1,2
147,17101064,60,1,2,3,3,4,,-1.0,0,H,,0,0,0,0,0,0,0
148,17101079,21,1,2,1,3,1,,43628.0,0,H,,0,0,0,0,0,0,0
149,17101086,30,1,2,1,3,1,,21189.0,0,M,work1,0,0,0,0,0,0,0
150,17101086,30,2,1,1,3,1,,14424.0,0,M,work1,0,0,0,0,0,0,0
151,17101086,2,3,1,3,1,8,15993.0,-1.0,0,M,school1,0,0,0,0,0,0,0
152,17101128,60,1,1,1,3,1,,33092.0,0,H,,0,0,0,0,0,0,0
153,17101128,60,2,1,1,3,1,,6680.0,0,H,,0,0,0,0,0,0,0
154,17101130,40,1,2,2,3,2,,3189.0,0,N,,0,0,0,0,2,1,6
155,17101179,30,1,2,3,2,3,12926.0,-1.0,0,H,,0,0,0,0,0,0,0
156,17101179,30,2,1,2,3,2,,29378.0,0,H,,0,0,0,0,0,0,0
157,17101213,30,1,2,2,3,2,,7826.0,0,H,,0,0,0,0,0,0,0
158,17101213,30,2,1,1,3,1,,24046.0,0,H,,0,0,0,0,0,0,0
159,17101223,50,1,1,1,3,1,,29987.0,0,M,work1,2,0,0,0,0,0,64
160,17101223,50,2,2,1,3,1,,12926.0,0,M,work1,1,0,0,0,0,0,32
161,17101223,14,3,2,3,1,7,25914.0,-1.0,0,M,school1,0,0,0,0,0,0,0
162,17101223,14,4,2,3,1,7,33553.0,-1.0,0,M,school1,0,0,0,0,0,1,2
163,17101223,8,5,2,3,1,7,33553.0,-1.0,0,M,school1,0,0,0,0,0,0,0
164,17101236,70,1,1,3,3,5,,-1.0,0,H,,0,0,0,0,0,0,0
165,17101240,70,1,1,3,3,5,,-1.0,0,H,,0,0,0,0,0,0,0
166,17101240,70,2,2,3,3,5,,-1.0,0,H,,0,0,0,0,0,0,0
167,17101250,30,1,2,1,3,1,,3632.0,0,H,,0,0,0,0,0,0,0
168,17101250,30,2,1,1,3,1,,44692.0,0,H,,0,0,0,0,0,0,0
169,17101263,30,1,1,1,3,1,,12152.0,0,M,work2,0,0,0,0,0,0,0
170,17101275,60,1,2,3,3,4,,-1.0,0,H,,0,0,0,0,0,0,0
171,17101291,50,1,1,1,3,1,,26814.0,0,H,,0,0,0,0,0,0,0
172,17101319,30,1,1,1,3,1,,3190.0,0,H,,0,0,0,0,0,0,0
173,17101325,30,1,1,1,3,1,,24716.0,0,N,,0,0,0,0,0,1,2
174,17101325,30,2,2,1,3,1,,1633.0,0,N,,0,0,0,0,0,1,2
175,17101335,30,1,1,1,3,1,,11479.0,0,H,,0,0,0,0,0,0,0
176,17101344,70,1,2,3,3,5,,-1.0,0,H,,0,0,0,0,0,0,0
177,17101344,70,2,1,3,3,5,,-1.0,0,H,,0,0,0,0,0,0,0
178,17101344,14,3,1,3,1,7,27657.0,-1.0,0,H,,0,0,0,0,0,0,0
179,17101375,40,1,2,1,3,1,,5159.0,0,M,work1,0,0,0,0,0,0,0
180,17101375,8,2,1,3,1,7,24504.0,-1.0,0,M,school1,0,0,0,0,0,0,0
181,17101375,2,3,2,3,3,8,,-1.0,0,N,,0,0,2,0,0,0,8
182,17101379,40,1,1,1,3,1,,34504.0,0,H,,0,0,0,0,0,0,0
183,17101379,40,2,2,1,3,1,,33705.0,0,H,,0,0,0,0,0,0,0
184,17101379,14,3,1,3,1,7,2090.0,-1.0,0,H,,0,0,0,0,0,0,0
185,17101379,8,4,1,3,1,7,28974.0,-1.0,0,H,,0,0,0,0,0,0,0
186,17101385,50,1,1,2,3,2,,19094.0,0,H,,0,0,0,0,0,0,0
187,17101391,50,1,2,1,3,1,,34077.0,0,H,,0,0,0,0,0,0,0
188,17101391,70,2,1,3,3,5,,-1.0,0,H,,0,0,0,0,0,0,0
189,17101436,70,1,1,3,3,5,,-1.0,0,H,,0,0,0,0,0,0,0
190,17101436,70,2,1,3,3,5,,-1.0,0,H,,0,0,0,0,0,0,0
191,17101448,80,1,2,3,3,5,,-1.0,0,H,,0,0,0,0,0,0,0
192,17101448,80,2,1,3,3,5,,-1.0,0,H,,0,0,0,0,0,0,0
193,17101469,40,1,1,2,2,3,34672.0,26058.0,0,H,,0,0,0,0,0,0,0
194,17101469,30,2,2,3,2,3,59777.0,-1.0,0,H,,0,0,0,0,0,0,0
195,17101469,14,3,1,3,1,7,62114.0,-1.0,0,H,,0,0,0,0,0,0,0
196,17101489,40,1,1,1,3,1,,61036.0,0,H,,0,0,0,0,0,0,0
197,17101489,40,2,2,2,3,2,,8422.0,0,H,,0,0,0,0,0,0,0
198,17101504,40,1,1,1,3,1,,9526.0,1,H,,0,0,0,0,0,0,0
199,17101504,40,2,2,1,3,1,,32532.0,1,H,,0,0,0,0,0,0,0
200,17101504,8,3,2,3,1,7,21021.0,-1.0,0,H,,0,0,0,0,0,0,0
201,17101504,2,4,2,3,1,8,11613.0,-1.0,0,H,,0,0,0,0,0,0,0
202,17101517,30,1,2,1,3,1,,1325.0,0,H,,0,0,0,0,0,0,0
203,17101517,21,2,1,1,3,1,,54392.0,0,H,,0,0,0,0,0,0,0
204,17101545,50,1,2,3,3,4,,-1.0,0,H,,0,0,0,0,0,0,0
205,17101545,17,2,2,3,1,6,6499.0,-1.0,0,H,,0,0,0,0,0,0,0
206,17101592,30,1,2,1,3,1,,34079.0,1,H,,0,0,0,0,0,0,0
207,17101592,30,2,1,3,3,4,,-1.0,0,H,,0,0,0,0,0,0,0
208,17101592,8,3,1,3,1,7,58473.0,-1.0,0,H,,0,0,0,0,0,0,0
209,17101592,2,4,1,3,3,8,,-1.0,0,H,,0,0,0,0,0,0,0
210,17101606,40,1,2,1,3,1,,7340.0,0,H,,0,0,0,0,0,0,0
211,17101606,50,2,2,1,3,1,,6500.0,0,H,,0,0,0,0,0,0,0
212,17101617,21,1,9,1,3,1,,2836.0,0,H,,0,0,0,0,0,0,0
213,17101619,30,1,1,1,3,1,,13556.0,0,H,,0,0,0,0,0,0,0
214,17101626,30,1,1,3,3,4,,-1.0,0,N,,1,0,0,0,0,1,34
215,17101626,30,2,2,1,3,1,,21009.0,0,M,work1,0,0,0,0,0,0,0
216,17101635,70,1,1,1,3,1,,23258.0,0,H,,0,0,0,0,0,0,0
217,17101657,80,1,1,3,3,5,,-1.0,0,H,,0,0,0,0,0,0,0
218,17101667,60,1,1,2,3,2,,29379.0,0,H,,0,0,0,0,0,0,0
219,17101667,60,2,2,1,3,1,,30746.0,0,H,,0,0,0,0,0,0,0
220,17101667,30,3,1,1,3,1,,5156.0,0,H,,0,0,0,0,0,0,0
221,17101667,21,4,1,2,2,3,1110.0,1790.0,0,H,,0,0,0,0,0,0,0
222,17101681,40,1,1,1,3,1,,10538.0,0,H,,0,0,0,0,0,0,0
223,17101681,40,2,2,1,3,1,,30977.0,0,H,,0,0,0,0,0,0,0
224,17101681,8,3,2,3,1,7,25912.0,-1.0,0,H,,0,0,0,0,0,0,0
225,17101681,8,4,1,3,1,7,29891.0,-1.0,0,H,,0,0,0,0,0,0,0
226,17101681,8,5,1,3,1,7,29891.0,-1.0,0,H,,0,0,0,0,0,0,0
227,17101692,30,1,2,1,3,1,,146.0,0,H,,0,0,0,0,0,0,0
228,17101692,30,2,1,1,3,1,,60073.0,0,H,,0,0,0,0,0,0,0
229,17101697,30,1,2,3,3,4,,-1.0,0,H,,0,0,0,0,0,0,0
230,17101697,30,2,1,1,3,1,,22354.0,0,H,,0,0,0,0,0,0,0
231,17101697,2,3,1,3,1,8,3844.0,-1.0,0,H,,0,0,0,0,0,0,0
232,17101697,8,4,2,3,1,7,14402.0,-1.0,0,H,,0,0,0,0,0,0,0
233,17101698,40,1,2,2,3,2,,12656.0,0,H,,0,0,0,0,0,0,0
234,17101698,40,2,9,3,3,4,,-1.0,0,H,,0,0,0,0,0,0,0
235,17101704,40,1,1,1,3,1,,8773.0,0,H,,0,0,0,0,0,0,0
236,17101704,40,2,2,1,3,1,,12656.0,0,H,,0,0,0,0,0,0,0
237,17101714,40,1,1,1,3,1,,21009.0,0,H,,0,0,0,0,0,0,0
238,17101720,60,1,2,3,3,4,,-1.0,0,H,,0,0,0,0,0,0,0
239,17101720,80,2,1,3,3,5,,-1.0,0,H,,0,0,0,0,0,0,0
240,17101745,50,1,2,2,3,2,,56186.0,0,H,,0,0,0,0,0,0,0
241,17101745,21,2,2,2,2,3,16758.0,12155.0,0,H,,0,0,0,0,0,0,0
242,17101745,17,3,1,3,1,6,4880.0,-1.0,0,H,,0,0,0,0,0,0,0
243,17101785,50,1,1,1,3,1,,14944.0,0,H,,0,0,0,0,0,0,0
244,17101792,80,1,1,3,3,5,,-1.0,0,H,,0,0,0,0,0,0,0
245,17101792,70,2,2,3,3,5,,-1.0,0,H,,0,0,0,0,0,0,0
246,17101852,40,1,1,1,3,1,,4146.0,1,H,,0,0,0,0,0,0,0
247,17101852,40,2,2,1,3,1,,4146.0,1,H,,0,0,0,0,0,0,0
248,17101852,2,3,1,3,3,8,,-1.0,0,H,,0,0,0,0,0,0,0
249,17101852,2,4,2,3,3,8,,-1.0,0,H,,0,0,0,0,0,0,0
250,17101853,60,1,1,1,3,1,,33284.0,0,H,,0,0,0,0,0,0,0
251,17101853,60,2,2,3,3,4,,-1.0,0,H,,0,0,0,0,0,0,0
252,17101853,30,3,1,3,3,4,,-1.0,0,H,,0,0,0,0,0,0,0
253,17101855,30,1,1,1,3,1,,24046.0,0,H,,0,0,0,0,0,0,0
254,17101867,30,1,2,3,3,4,,-1.0,0,H,,0,0,0,0,0,0,0
255,17101873,30,1,1,1,3,1,,13681.0,0,H,,0,0,0,0,0,0,0
256,17101873,30,2,2,1,3,1,,17598.0,0,H,,0,0,0,0,0,0,0
257,17101882,60,1,1,3,3,4,,-1.0,0,H,,0,0,0,0,0,0,0
258,17101886,50,1,2,1,3,1,,16322.0,0,M,work1,0,1,0,0,0,0,16
259,17101898,30,1,2,2,2,3,23535.0,32033.0,0,H,,0,0,0,0,0,0,0
260,17101898,70,2,1,1,3,1,,18067.0,0,H,,0,0,0,0,0,0,0
261,17101898,60,3,2,3,3,4,,-1.0,0,H,,0,0,0,0,0,0,0
262,17101909,30,1,2,1,3,1,,7967.0,0,H,,0,0,0,0,0,0,0
263,17101909,40,2,1,2,3,2,,8208.0,0,H,,0,0,0,0,0,0,0
264,17101909,2,3,2,3,1,8,798.0,-1.0,0,H,,0,0,0,0,0,0,0
265,17101922,21,1,1,1,3,1,,12772.0,0,H,,0,0,0,0,0,0,0
266,17101928,21,1,2,2,2,3,23535.0,33271.0,0,H,,0,0,0,0,0,0,0
267,17101928,21,2,2,1,3,1,,4159.0,0,H,,0,0,0,0,0,0,0
268,17101944,30,1,1,1,3,1,,8775.0,0,H,,0,0,0,0,0,0,0
269,17101944,30,2,1,3,3,4,,-1.0,0,H,,0,0,0,0,0,0,0
270,17101947,30,1,1,1,3,1,,8127.0,0,M,work1,0,0,1,0,0,0,8
271,17101949,60,1,1,1,3,1,,24469.0,0,H,,0,0,0,0,0,0,0
272,17101949,30,2,1,1,3,1,,5153.0,0,M,work1,0,0,0,0,1,0,4
273,17101953,21,1,1,1,3,1,,24158.0,0,H,,0,0,0,0,0,0,0
274,17101953,30,2,1,1,3,1,,20072.0,0,H,,0,0,0,0,0,0,0
275,17101956,40,1,2,1,3,1,,22345.0,0,H,,0,0,0,0,0,0,0
276,17101956,40,2,2,1,3,1,,22345.0,0,H,,0,0,0,0,0,0,0
277,17101985,50,1,2,3,3,4,,-1.0,0,H,,0,0,0,0,0,0,0
278,17101985,50,2,1,3,3,4,,-1.0,0,H,,0,0,0,0,0,0,0
279,17101988,40,1,2,1,3,1,,3298.0,0,H,,0,0,0,0,0,0,0
280,17101988,40,2,1,1,3,1,,16322.0,0,H,,0,0,0,0,0,0,0
281,17101988,2,3,2,3,1,8,28974.0,-1.0,0,H,,0,0,0,0,0,0,0
282,17102003,60,1,2,2,3,2,,20072.0,0,H,,0,0,0,0,0,0,0
283,17102061,40,1,2,3,3,4,,-1.0,0,H,,0,0,0,0,0,0,0
284,17102061,40,2,1,1,3,1,,17735.0,0,H,,0,0,0,0,0,0,0
285,17102109,60,1,2,3,3,4,,-1.0,0,H,,0,0,0,0,0,0,0
286,17102166,30,1,1,1,3,1,,14181.0,0,H,,0,0,0,0,0,0,0
287,17102166,30,2,2,3,3,4,,-1.0,0,H,,0,0,0,0,0,0,0
288,17102166,8,3,2,3,1,7,14402.0,-1.0,0,H,,0,0,0,0,0,0,0
289,17102166,2,4,1,3,1,8,14402.0,-1.0,0,H,,0,0,0,0,0,0,0
290,17102227,30,1,1,1,3,1,,13681.0,0,H,,0,0,0,0,0,0,0
291,17102252,40,1,1,2,3,2,,25921.0,0,H,,0,0,0,0,0,0,0
292,17102269,40,1,1,2,3,2,,321.0,0,H,,0,0,0,0,0,0,0
293,17102269,40,2,2,2,3,2,,17575.0,0,H,,0,0,0,0,0,0,0
294,17102273,30,1,1,1,3,1,,10518.0,1,H,,0,0,0,0,0,0,0
295,17102274,80,1,1,3,3,5,,-1.0,0,H,,0,0,0,0,0,0,0
296,17102274,80,2,2,3,3,5,,-1.0,0,H,,0,0,0,0,0,0,0
297,17102276,30,1,2,1,3,1,,34091.0,0,H,,0,0,0,0,0,0,0
298,17102280,70,1,2,3,3,5,,-1.0,0,H,,0,0,0,0,0,0,0
299,17102289,30,1,2,2,3,2,,21957.0,0,H,,0,0,0,0,0,0,0
300,17102289,30,2,1,1,3,1,,3414.0,0,H,,0,0,0,0,0,0,0
301,17102289,70,3,2,3,3,5,,-1.0,0,H,,0,0,0,0,0,0,0
302,17102289,70,4,1,3,3,5,,-1.0,0,H,,0,0,0,0,0,0,0
303,17102313,70,1,2,3,3,5,,-1.0,0,H,,0,0,0,0,0,0,0
304,17102374,30,1,2,2,3,2,,52363.0,0,H,,0,0,0,0,0,0,0
305,17102374,30,2,1,1,3,1,,51268.0,0,H,,0,0,0,0,0,0,0
306,17102374,2,3,1,3,3,8,,-1.0,0,H,,0,0,0,0,0,0,0
307,17102387,30,1,2,1,3,1,,19131.0,0,H,,0,0,0,0,0,0,0
308,17102387,8,2,1,3,1,7,30685.0,-1.0,0,H,,0,0,0,0,0,0,0
309,17102398,30,1,2,1,3,1,,29962.0,0,M,work1,0,0,0,0,0,0,0
310,17102408,30,1,2,1,3,1,,4406.0,0,M,work1,0,0,0,0,1,0,4
311,17102408,30,2,1,1,3,1,,4621.0,0,M,work2,0,0,0,0,1,0,4
312,17102449,60,1,2,3,3,4,,-1.0,0,H,,0,0,0,0,0,0,0
313,17102449,70,2,1,3,3,5,,-1.0,0,H,,0,0,0,0,0,0,0
