person_id,household_id,age,PNUM,sex,pemploy,pstudent,ptype,school_zone_id,workplace_zone_id,free_parking_at_work,cdap_activity,mandatory_tour_frequency,_escort,_shopping,_othmaint,_othdiscr,_eatout,_social,non_mandatory_tour_frequency
731,3080,30,2,1,2,3,2,-1.0,33099.0,0,H,,0,0,0,0,0,0,0
732,3080,8,3,2,3,1,7,4385.0,-1.0,0,H,,0,0,0,0,0,0,0
2558,3079,50,1,1,1,3,1,-1.0,12926.0,0,N,,0,0,1,0,0,0,8
3803,3078,70,1,2,3,3,5,-1.0,-1.0,0,N,,0,0,0,0,1,0,4
1409,3077,40,1,1,1,3,1,-1.0,30572.0,0,M,work1,0,0,0,0,0,0,0
1410,3077,21,2,2,2,2,2,33049.0,19380.0,0,N,,0,0,1,0,0,0,8
2078,3076,30,1,2,3,3,4,-1.0,-1.0,0,N,,0,1,0,0,0,0,16
2079,3076,40,2,1,1,3,1,-1.0,3634.0,0,M,work1,0,0,0,0,0,0,0
3571,3075,40,1,1,1,3,1,-1.0,17735.0,0,H,,0,0,0,0,0,0,0
3572,3075,40,2,2,3,2,3,23351.0,-1.0,0,H,,0,0,0,0,0,0,0
3573,3075,2,3,1,3,1,8,22705.0,-1.0,0,H,,0,0,0,0,0,0,0
3574,3075,2,4,1,3,1,8,17897.0,-1.0,0,H,,0,0,0,0,0,0,0
4278,3074,40,1,2,1,3,1,-1.0,58822.0,0,M,work1,0,0,0,0,0,1,2
4279,3074,40,2,1,1,3,1,-1.0,56658.0,0,M,work1,0,0,0,0,0,0,0
4280,3074,8,3,1,3,1,7,59491.0,-1.0,0,M,school1,0,0,0,0,0,1,2
4281,3074,2,4,2,3,1,8,59491.0,-1.0,0,M,school1,0,0,0,0,0,0,0
824,3073,21,1,1,2,2,3,31230.0,6890.0,0,M,work1,0,0,0,0,0,0,0
825,3073,21,2,1,2,2,3,12926.0,12926.0,0,M,school1,0,0,0,0,0,0,0
826,3073,21,3,1,1,3,1,-1.0,34641.0,0,H,,0,0,0,0,0,0,0
4636,3072,70,1,2,3,3,5,-1.0,-1.0,0,N,,0,1,0,1,0,0,17
4637,3072,50,2,2,1,3,1,-1.0,24310.0,0,M,work1,0,0,0,0,0,0,0
3133,3071,40,1,1,2,3,2,-1.0,18849.0,0,M,work1,0,0,0,0,0,0,0
969,3070,50,1,2,3,3,4,-1.0,-1.0,0,N,,0,1,0,0,0,0,16
2368,3069,40,1,2,3,3,4,-1.0,-1.0,0,H,,0,0,0,0,0,0,0
271,3068,50,1,1,1,3,1,-1.0,32320.0,0,M,work1,0,0,0,0,0,0,0
1139,3067,60,1,2,1,3,1,-1.0,25926.0,0,M,work1,0,0,0,0,0,0,0
1140,3067,17,2,1,3,1,6,33553.0,-1.0,0,M,school1,0,0,0,0,0,1,2
842,3066,60,1,1,2,3,2,-1.0,33078.0,0,N,,0,0,0,0,0,1,2
85,3065,50,1,1,1,3,1,-1.0,26814.0,0,M,work1,0,0,0,0,0,0,0
1038,3064,60,1,1,1,3,1,-1.0,3367.0,0,M,work1,0,0,0,0,0,0,0
1039,3064,60,2,2,3,3,4,-1.0,-1.0,0,N,,0,0,1,0,0,0,8
2337,3063,40,1,1,1,3,1,-1.0,10537.0,0,M,work1,0,0,0,0,0,0,0
2338,3063,40,2,2,3,3,4,-1.0,-1.0,0,N,,2,0,0,1,0,0,65
2339,3063,2,3,1,3,1,8,21163.0,-1.0,0,M,school1,0,0,0,0,0,0,0
2340,3063,2,4,2,3,3,8,-1.0,-1.0,0,N,,2,0,0,1,0,0,65
4609,3062,30,1,1,1,3,1,-1.0,3415.0,0,M,work1,0,0,0,0,0,0,0
4610,3062,30,2,1,3,3,4,-1.0,-1.0,0,N,,0,1,0,0,0,0,16
2842,3061,40,1,1,1,3,1,-1.0,9417.0,0,M,work1,0,0,0,0,0,0,0
2843,3061,40,2,2,1,3,1,-1.0,7995.0,0,M,work1,0,0,0,0,0,0,0
4717,3060,60,1,2,1,3,1,-1.0,35606.0,0,M,work1,0,0,0,0,0,0,0
4718,3060,21,2,1,2,3,2,-1.0,62859.0,0,M,work1,0,0,0,0,0,0,0
580,3059,50,1,1,1,3,1,-1.0,3193.0,0,H,,0,0,0,0,0,0,0
715,3058,60,1,1,2,3,2,-1.0,1758.0,0,H,,0,0,0,0,0,0,0
2361,3057,40,1,2,1,3,1,-1.0,9417.0,0,M,work1,1,0,0,0,0,0,32
2362,3057,8,2,2,3,1,7,5262.0,-1.0,0,H,,0,0,0,0,0,0,0
1517,3056,50,1,1,2,2,2,23087.0,35507.0,0,H,,0,0,0,0,0,0,0
1518,3056,50,2,2,2,3,2,-1.0,35507.0,0,H,,0,0,0,0,0,0,0
1519,3056,17,3,2,3,1,6,6499.0,-1.0,0,H,,0,0,0,0,0,0,0
2008,3055,40,1,1,1,3,1,-1.0,2836.0,0,H,,0,0,0,0,0,0,0
1906,3054,60,1,2,1,3,1,-1.0,2727.0,0,M,work1,0,1,0,0,0,0,16
1907,3054,60,2,1,3,3,4,-1.0,-1.0,0,N,,0,0,0,1,0,0,1
677,3053,50,1,1,1,3,1,-1.0,48346.0,0,N,,1,0,0,0,1,0,36
679,3053,8,2,1,3,1,7,14019.0,-1.0,0,N,,0,0,0,0,0,0,0
678,3053,50,3,2,3,3,4,-1.0,-1.0,0,N,,1,1,1,1,0,0,57
680,3053,14,4,2,3,1,7,25183.0,-1.0,0,M,school1,0,0,0,0,1,0,4
3332,3052,30,1,2,3,3,4,-1.0,-1.0,0,H,,0,0,0,0,0,0,0
3333,3052,30,2,1,1,3,1,-1.0,59196.0,0,H,,0,0,0,0,0,0,0
3334,3052,14,3,2,3,1,7,56529.0,-1.0,0,N,,2,0,0,0,0,0,64
3335,3052,2,4,2,3,3,8,-1.0,-1.0,0,N,,0,0,0,1,0,0,1
3336,3052,2,5,1,3,3,8,-1.0,-1.0,0,N,,1,0,0,0,0,0,32
3698,3051,60,1,9,2,3,2,-1.0,12981.0,0,H,,0,0,0,0,0,0,0
3699,3051,50,2,2,2,3,2,-1.0,34080.0,0,H,,0,0,0,0,0,0,0
2170,3050,30,1,1,1,3,1,-1.0,3367.0,0,N,,0,0,0,0,1,0,4
2171,3050,30,2,1,1,3,1,-1.0,34341.0,0,M,work1,0,0,0,0,0,0,0
1667,3049,40,1,2,3,3,4,-1.0,-1.0,0,H,,0,0,0,0,0,0,0
1668,3049,8,2,2,3,1,7,1189.0,-1.0,0,H,,0,0,0,0,0,0,0
1669,3049,2,3,2,3,3,8,-1.0,-1.0,0,H,,0,0,0,0,0,0,0
3818,3048,80,1,2,3,3,5,-1.0,-1.0,0,N,,0,1,1,1,0,0,25
3153,3047,60,1,2,3,3,4,-1.0,-1.0,0,N,,0,0,0,1,0,0,1
1408,3046,70,1,2,3,3,5,-1.0,-1.0,0,N,,0,0,0,0,0,1,2
149,3045,30,1,1,1,3,1,-1.0,2878.0,0,M,work1,0,0,0,0,0,0,0
150,3045,30,2,2,1,3,1,-1.0,21002.0,0,M,work1,0,0,0,0,0,0,0
961,3044,50,1,2,3,3,4,-1.0,-1.0,0,N,,0,2,0,0,0,0,16
1307,3043,60,1,1,3,3,4,-1.0,-1.0,0,N,,0,1,1,0,0,0,24
1096,3042,40,1,1,1,3,1,-1.0,9417.0,0,H,,0,0,0,0,0,0,0
1097,3042,40,2,2,3,3,4,-1.0,-1.0,0,N,,0,0,0,1,0,0,1
1098,3042,8,3,2,3,1,7,24402.0,-1.0,0,H,,0,0,0,0,0,0,0
3763,3041,60,1,2,1,3,1,-1.0,3607.0,0,M,work1,0,0,0,0,1,0,4
439,3040,80,1,1,3,3,5,-1.0,-1.0,0,N,,0,1,1,0,0,0,24
440,3040,70,2,2,3,3,5,-1.0,-1.0,0,N,,0,0,1,0,0,0,8
2012,3039,70,1,1,3,3,5,-1.0,-1.0,0,N,,0,0,1,1,0,0,9
3186,3038,40,1,1,1,3,1,-1.0,24997.0,0,M,work1,0,0,0,0,0,0,0
4087,3037,60,1,1,3,3,4,-1.0,-1.0,0,N,,0,0,0,0,0,1,2
1065,3036,30,1,1,2,2,3,34792.0,34341.0,0,H,,0,0,0,0,0,0,0
2473,3035,40,1,1,1,3,1,-1.0,20528.0,0,H,,0,0,0,0,0,0,0
269,3034,21,1,1,1,3,1,-1.0,14073.0,0,M,work1,0,0,0,0,0,0,0
948,3033,40,1,2,2,3,2,-1.0,32545.0,0,M,work1,0,0,0,0,0,0,0
949,3033,40,2,1,1,3,1,-1.0,19158.0,0,N,,0,0,0,1,0,0,1
2017,3032,21,1,2,1,3,1,-1.0,20072.0,0,H,,0,0,0,0,0,0,0
308,3031,30,1,1,1,3,1,-1.0,7037.0,1,M,work1,0,0,0,0,0,0,0
309,3031,30,2,2,3,3,4,-1.0,-1.0,0,N,,0,0,1,0,0,0,8
310,3031,2,3,1,3,3,8,-1.0,-1.0,0,N,,0,0,1,0,0,0,8
4587,3030,40,1,1,2,3,2,-1.0,17033.0,0,H,,0,0,0,0,0,0,0
3421,3029,40,1,2,2,3,2,-1.0,27986.0,0,N,,0,0,1,0,0,0,8
3422,3029,40,2,1,1,3,1,-1.0,16416.0,0,N,,0,0,0,2,0,0,1
3423,3029,2,3,1,3,1,8,8897.0,-1.0,0,N,,0,0,0,1,0,0,1
2236,3028,30,1,1,3,3,4,-1.0,-1.0,0,N,,0,0,0,1,0,0,1
3760,3027,50,1,1,1,3,1,-1.0,11479.0,0,M,work1,0,0,0,0,0,0,0
3761,3027,50,2,2,1,3,1,-1.0,34769.0,0,M,work1,0,0,0,0,0,0,0
3762,3027,14,3,1,3,1,7,30594.0,-1.0,0,M,school1,0,0,0,0,0,0,0
617,3026,30,1,2,1,3,1,-1.0,2836.0,0,N,,0,0,0,1,0,0,1
618,3026,30,2,1,2,2,3,15990.0,39851.0,0,N,,1,0,0,0,0,0,32
1821,3025,30,1,1,1,3,1,-1.0,16737.0,0,M,work1,0,0,0,0,0,0,0
1069,3024,50,1,2,1,3,1,-1.0,61541.0,0,N,,0,0,0,2,1,0,5
1070,3024,17,2,1,3,1,6,64836.0,-1.0,0,M,school1,0,0,0,0,0,0,0
1071,3024,14,3,2,3,1,7,61541.0,-1.0,0,M,school1,0,0,0,0,0,0,0
4017,3023,40,1,2,1,3,1,-1.0,32532.0,0,M,work1,0,0,0,1,0,0,1
695,3022,30,1,2,1,3,1,-1.0,2836.0,0,M,work1,0,0,0,0,0,0,0
696,3022,30,2,1,1,3,1,-1.0,32179.0,0,M,work1,0,0,0,0,0,0,0
2780,3021,70,1,2,3,3,5,-1.0,-1.0,0,H,,0,0,0,0,0,0,0
4934,3020,40,1,1,2,2,3,16758.0,16758.0,0,H,,0,0,0,0,0,0,0
3115,3019,60,1,2,1,3,1,-1.0,23742.0,1,H,,0,0,0,0,0,0,0
3116,3019,60,2,2,3,3,4,-1.0,-1.0,0,H,,0,0,0,0,0,0,0
2075,3018,30,1,1,1,3,1,-1.0,432.0,0,M,work1,0,0,0,0,0,0,0
4173,3017,50,1,2,1,3,1,-1.0,13685.0,0,H,,0,0,0,0,0,0,0
41,3016,50,1,2,1,3,1,-1.0,59901.0,0,M,work1,0,0,0,0,1,0,4
2673,3015,50,1,1,1,3,1,-1.0,21483.0,0,N,,0,0,0,0,1,0,4
3852,3014,50,1,1,1,3,1,-1.0,19682.0,0,H,,0,0,0,0,0,0,0
3853,3014,50,2,2,1,3,1,-1.0,30977.0,0,M,work1,0,0,0,0,0,0,0
3828,3013,60,1,2,1,3,1,-1.0,31460.0,0,M,work1,0,0,0,0,0,0,0
2537,3012,40,1,1,1,3,1,-1.0,62313.0,0,M,work1,0,0,0,0,0,0,0
2538,3012,30,2,2,3,3,4,-1.0,-1.0,0,N,,0,0,0,0,0,1,2
2539,3012,2,3,2,3,3,8,-1.0,-1.0,0,N,,0,0,0,0,0,1,2
4572,3011,40,1,1,2,3,2,-1.0,32318.0,0,N,,0,0,0,0,0,0,0
4573,3011,2,2,1,3,1,8,18320.0,-1.0,0,N,,0,0,0,0,0,0,0
4574,3011,2,3,2,3,1,8,3844.0,-1.0,0,N,,0,1,0,0,0,0,16
4120,3010,50,1,1,2,3,2,-1.0,20222.0,0,H,,0,0,0,0,0,0,0
4137,3009,30,1,1,1,3,1,-1.0,3367.0,0,M,work1,0,1,0,2,0,0,17
2529,3008,30,1,1,1,3,1,-1.0,23183.0,0,N,,0,0,0,1,0,0,1
2759,3007,60,1,1,3,3,4,-1.0,-1.0,0,N,,0,1,0,3,0,0,17
3639,3006,30,1,2,1,3,1,-1.0,33831.0,0,H,,0,0,0,0,0,0,0
3640,3006,40,2,1,1,3,1,-1.0,15889.0,0,M,work1,0,0,0,0,0,0,0
2657,3005,80,1,2,3,3,5,-1.0,-1.0,0,N,,0,0,1,0,0,0,8
2767,3004,85,1,2,3,3,5,-1.0,-1.0,0,N,,0,0,0,1,0,1,3
800,3003,85,1,1,3,3,5,-1.0,-1.0,0,N,,0,0,1,0,0,0,8
4255,3002,60,1,2,3,3,4,-1.0,-1.0,0,N,,0,1,1,1,0,0,25
4256,3002,60,2,1,1,3,1,-1.0,10537.0,0,M,work1,0,0,0,0,0,0,0
2272,3001,70,1,2,2,3,2,-1.0,66099.0,0,M,work1,0,0,0,0,0,0,0
2808,3000,60,1,2,3,3,4,-1.0,-1.0,0,H,,0,0,0,0,0,0,0
4215,2999,70,1,2,3,3,5,-1.0,-1.0,0,N,,0,1,0,0,0,0,16
4035,2998,30,1,1,1,3,1,-1.0,30986.0,0,M,work1,0,0,0,0,0,0,0
588,2997,30,1,2,1,3,1,-1.0,2878.0,0,M,work1,0,0,0,0,0,0,0
2437,2996,40,1,2,1,3,1,-1.0,35779.0,0,H,,0,0,0,0,0,0,0
2438,2996,2,2,1,3,1,8,14019.0,-1.0,0,H,,0,0,0,0,0,0,0
1834,2995,50,1,1,1,3,1,-1.0,18756.0,0,H,,0,0,0,0,0,0,0
1835,2995,50,2,2,1,3,1,-1.0,16343.0,0,H,,0,0,0,0,0,0,0
988,2994,30,1,2,1,3,1,-1.0,15410.0,0,M,work1,0,0,0,0,0,0,0
4022,2993,80,1,2,3,3,5,-1.0,-1.0,0,N,,0,0,0,1,0,0,1
907,2992,30,1,2,1,3,1,-1.0,15319.0,0,H,,0,0,0,0,0,0,0
2208,2991,60,1,1,3,3,4,-1.0,-1.0,0,N,,1,1,0,1,0,0,49
2209,2991,60,2,2,2,3,4,-1.0,23891.0,0,H,,0,0,0,0,0,0,0
2210,2991,21,3,2,3,3,4,-1.0,-1.0,0,N,,0,0,0,0,0,1,2
4361,2990,21,1,2,2,3,2,-1.0,12413.0,0,N,,0,0,0,1,0,0,1
4362,2990,30,2,1,1,3,1,-1.0,24021.0,0,M,work1,0,0,0,0,0,0,0
1588,2989,40,1,1,1,3,1,-1.0,1759.0,0,N,,0,0,0,1,0,0,1
1589,2989,40,2,2,1,3,1,-1.0,8202.0,0,M,work1,0,0,0,1,0,0,1
1590,2989,8,3,2,3,1,7,25743.0,-1.0,0,M,school1,0,0,0,0,0,0,0
1591,2989,2,4,1,3,1,8,9196.0,-1.0,0,M,school1,0,0,0,0,0,0,0
3307,2988,30,1,2,1,3,1,-1.0,2579.0,0,H,,0,0,0,0,0,0,0
3308,2988,40,2,1,2,3,2,-1.0,3990.0,0,H,,0,0,0,0,0,0,0
3309,2988,2,3,2,3,3,8,-1.0,-1.0,0,H,,0,0,0,0,0,0,0
873,2987,80,1,2,3,3,5,-1.0,-1.0,0,N,,0,2,0,0,0,0,16
2255,2986,30,1,2,1,3,1,-1.0,16736.0,0,M,work1,0,0,1,1,0,0,9
1582,2984,30,1,1,1,3,1,-1.0,8051.0,0,H,,0,0,0,0,0,0,0
5110,2983,60,1,1,3,3,4,-1.0,-1.0,0,N,,0,0,0,1,0,0,1
1104,2982,50,1,1,1,3,1,-1.0,29794.0,0,H,,0,0,0,0,0,0,0
1105,2982,50,2,2,3,3,4,-1.0,-1.0,0,N,,2,2,2,0,0,1,90
1106,2982,14,3,2,3,1,7,25183.0,-1.0,0,M,school1,0,0,0,0,0,0,0
3648,2981,50,1,2,1,3,1,-1.0,6697.0,0,M,work1,0,0,0,0,0,0,0
3649,2981,50,2,1,1,3,1,-1.0,46397.0,0,H,,0,0,0,0,0,0,0
3937,2980,50,1,2,3,3,4,-1.0,-1.0,0,H,,0,0,0,0,0,0,0
3938,2980,21,2,2,1,3,1,-1.0,21006.0,0,M,work1,0,0,0,0,0,0,0
3939,2980,17,3,1,3,3,4,-1.0,-1.0,0,H,,0,0,0,0,0,0,0
3521,2979,60,1,2,1,3,1,-1.0,12152.0,0,M,work1,0,0,0,0,0,0,0
1972,2978,70,1,1,3,3,5,-1.0,-1.0,0,H,,0,0,0,0,0,0,0
2266,2977,30,1,2,1,3,1,-1.0,17801.0,0,H,,0,0,0,0,0,0,0
2267,2977,40,2,1,1,3,1,-1.0,21003.0,0,H,,0,0,0,0,0,0,0
4133,2976,50,1,2,3,3,4,-1.0,-1.0,0,N,,0,1,0,2,0,0,17
4134,2976,50,2,1,1,3,1,-1.0,21931.0,0,M,work1,0,2,0,0,0,0,16
4208,2975,50,1,1,3,3,4,-1.0,-1.0,0,H,,0,0,0,0,0,0,0
4209,2975,50,2,2,3,3,4,-1.0,-1.0,0,H,,0,0,0,0,0,0,0
4210,2975,17,3,2,3,1,6,5056.0,-1.0,0,H,,0,0,0,0,0,0,0
4211,2975,14,4,2,3,1,7,31200.0,-1.0,0,H,,0,0,0,0,0,0,0
4875,2974,70,1,2,3,3,5,-1.0,-1.0,0,N,,0,1,0,0,0,0,16
4957,2973,30,1,1,1,3,1,-1.0,4147.0,0,H,,0,0,0,0,0,0,0
3374,2972,30,1,2,1,3,1,-1.0,15636.0,0,H,,0,0,0,0,0,0,0
4294,2971,30,1,2,1,3,1,-1.0,3186.0,1,N,,0,0,0,0,1,0,4
1369,2970,40,1,1,1,3,1,-1.0,2836.0,0,M,work1,0,0,0,0,0,0,0
1370,2970,40,2,1,1,3,1,-1.0,2836.0,0,N,,0,0,0,1,0,0,1
1371,2970,8,3,2,3,1,7,5262.0,-1.0,0,H,,0,0,0,0,0,0,0
1372,2970,2,4,1,3,3,8,-1.0,-1.0,0,N,,0,0,0,1,0,0,1
2770,2969,40,1,1,1,3,1,-1.0,58100.0,0,M,work2,0,0,0,0,0,0,0
2771,2969,40,2,2,1,3,1,-1.0,62568.0,0,M,work1,0,0,0,0,0,0,0
2772,2969,8,3,2,3,1,7,55929.0,-1.0,0,M,school1,0,0,0,0,0,0,0
2773,2969,2,4,1,3,1,8,60899.0,-1.0,0,H,,0,0,0,0,0,0,0
2987,2968,30,1,2,2,3,2,-1.0,9324.0,0,N,,0,0,0,2,0,0,1
2988,2968,40,2,1,2,3,2,-1.0,21482.0,0,M,work1,0,0,0,0,0,0,0
4697,2967,80,1,1,3,3,5,-1.0,-1.0,0,H,,0,0,0,0,0,0,0
4698,2967,80,2,2,3,3,5,-1.0,-1.0,0,H,,0,0,0,0,0,0,0
4292,2966,30,1,2,1,3,1,-1.0,2762.0,0,H,,0,0,0,0,0,0,0
4293,2966,2,2,2,3,3,8,-1.0,-1.0,0,H,,0,0,0,0,0,0,0
4595,2965,80,1,1,3,3,5,-1.0,-1.0,0,N,,0,0,0,1,0,0,1
283,2964,30,1,1,1,3,1,-1.0,34273.0,0,H,,0,0,0,0,0,0,0
284,2964,30,2,2,1,3,1,-1.0,15448.0,0,H,,0,0,0,0,0,0,0
1987,2963,30,1,2,1,3,1,-1.0,12319.0,0,M,work1,0,0,0,0,0,0,0
1988,2963,30,2,1,1,3,1,-1.0,59640.0,0,M,work1,0,0,0,0,0,0,0
3144,2962,30,1,1,1,3,1,-1.0,19361.0,0,M,work1,0,0,0,0,0,0,0
3145,2962,30,2,2,2,3,2,-1.0,16748.0,0,M,work1,0,0,0,0,0,0,0
885,2961,40,1,2,3,3,4,-1.0,-1.0,0,N,,0,0,0,0,0,0,0
886,2961,2,2,1,3,3,8,-1.0,-1.0,0,N,,0,0,0,0,0,0,0
884,2961,40,3,1,1,3,1,-1.0,38711.0,0,N,,0,0,0,1,0,0,1
887,2961,2,4,1,3,3,8,-1.0,-1.0,0,N,,0,0,0,1,0,0,1
4331,2960,40,1,1,1,3,1,-1.0,17734.0,0,M,work1,1,0,0,1,0,0,33
4332,2960,40,2,2,1,3,1,-1.0,18463.0,0,M,work1,0,0,0,0,0,0,0
4333,2960,8,3,1,3,1,7,19346.0,-1.0,0,M,school1,0,0,0,1,0,0,1
1367,2959,30,1,1,1,3,1,-1.0,2836.0,0,N,,0,0,0,1,0,0,1
1368,2959,30,2,1,2,3,2,-1.0,22369.0,0,H,,0,0,0,0,0,0,0
2517,2958,40,1,1,1,3,1,-1.0,14955.0,0,M,work1,0,0,0,0,0,0,0
2518,2958,30,2,1,2,3,2,-1.0,25459.0,0,M,work1,0,0,0,0,0,0,0
2206,2957,60,1,2,3,3,4,-1.0,-1.0,0,N,,0,0,1,0,0,0,8
2214,2956,50,1,1,1,3,1,-1.0,15452.0,0,N,,0,0,0,1,0,0,1
2950,2955,50,1,2,3,3,4,-1.0,-1.0,0,N,,0,0,1,0,0,0,8
3290,2954,60,1,1,3,3,4,-1.0,-1.0,0,N,,0,0,0,1,0,0,1
1933,2953,40,1,1,2,3,2,-1.0,73.0,0,M,work1,0,0,0,0,0,0,0
37,2952,40,1,2,1,3,1,-1.0,27204.0,0,M,work1,0,0,0,1,0,2,3
227,2951,50,1,1,1,3,1,-1.0,33878.0,0,M,work1,0,0,0,0,0,0,0
228,2951,50,2,1,3,3,4,-1.0,-1.0,0,N,,1,0,0,1,0,0,33
229,2951,14,3,2,3,1,7,22076.0,-1.0,0,H,,0,0,0,0,0,0,0
230,2951,8,4,1,3,1,7,16741.0,-1.0,0,H,,0,0,0,0,0,0,0
2407,2950,40,1,1,1,3,1,-1.0,26163.0,0,M,work1,0,0,0,1,0,0,1
2408,2950,40,2,2,1,3,1,-1.0,19073.0,0,H,,0,0,0,0,0,0,0
2409,2950,8,3,1,3,1,7,19886.0,-1.0,0,M,school1,0,0,0,1,0,0,1
4042,2949,30,1,2,1,3,1,-1.0,12926.0,0,M,work1,0,0,0,0,0,1,2
1471,2948,30,1,2,1,2,2,16758.0,12926.0,0,H,,0,0,0,0,0,0,0
4355,2947,40,1,2,1,3,1,-1.0,10433.0,0,M,work1,0,0,0,0,0,0,0
4356,2947,40,2,1,3,3,4,-1.0,-1.0,0,N,,0,0,0,0,1,0,4
