tour_id,person_id,household_id,tour_type,tour_category,destination,origin,start,end,tour_mode,parent_tour_id
111,12401,7789,work,mandatory,34457,10982,9,9,SHARED2FREE,0
110,12401,7789,othdiscr,non_mandatory,28463,10982,6,6,DRIVEALONEFREE,0
112,21,2063,work,mandatory,18358,29643,8,8,DRIVEALONEFREE,0
113,4874,4113,othmaint,non_mandatory,3378,17453,10,10,WALK,0
114,22,139,work,mandatory,18218,22442,6,6,WALK_LOC,0
119,12403,8796,work,mandatory,2076,19137,9,9,DRIVEALONEFREE,0
120,12403,8796,shopping,non_mandatory,25300,19137,21,21,DRIVEALONEFREE,0
121,4876,3417,work,mandatory,35592,15451,6,6,WALK_LOC,0
122,23,1112,work,mandatory,3190,14948,7,7,DRIVEALONEFREE,0
124,4878,5874,work,mandatory,27204,9504,8,8,WALK_LOC,0
123,4878,5874,othdiscr,non_mandatory,23464,9504,5,5,DRIVEALONEFREE,0
125,4878,5874,social,non_mandatory,8779,9504,18,18,WALK,0
126,4878,5874,social,non_mandatory,2915,9504,20,20,SHARED2FREE,0
129,24,319,shopping,joint,1057,5804,17,17,SHARED3FREE,0
146,12408,7428,escort,non_mandatory,2090,18260,16,16,SHARED2FREE,0
145,12408,7428,shopping,non_mandatory,2817,18260,11,11,DRIVEALONEFREE,0
151,12412,6365,work,mandatory,8078,35414,6,6,DRIVEALONEFREE,0
152,12413,6365,work,mandatory,3728,35414,6,6,DRIVEALONEFREE,0
158,4883,3415,work,mandatory,3190,29881,7,7,WALK_LOC,0
159,4884,3415,work,mandatory,19501,29881,7,7,WALK_LOC,0
160,4885,5703,othdiscr,non_mandatory,27431,13404,13,13,WALK_LOC,0
162,12415,6612,social,non_mandatory,44893,47208,15,15,DRIVEALONEFREE,0
161,12415,6612,othmaint,joint,42061,47208,11,11,SHARED2FREE,0
164,28,372,eatout,non_mandatory,25925,29932,8,8,SHARED2FREE,0
165,28,372,shopping,non_mandatory,16146,29932,15,15,SHARED3FREE,0
167,29,372,work,mandatory,20401,29932,15,15,DRIVEALONEFREE,0
166,29,372,shopping,non_mandatory,13894,29932,11,11,DRIVEALONEFREE,0
168,30,372,school,mandatory,5582,29932,8,8,SHARED2FREE,0
169,31,372,school,mandatory,12552,29932,6,6,WALK_LOC,0
171,4888,4940,work,mandatory,6836,16073,9,9,WALK,0
172,4889,4940,school,mandatory,30594,16073,7,7,WALK,0
173,12417,7446,work,mandatory,24402,28974,8,8,DRIVEALONEFREE,0
174,12418,8989,work,mandatory,35782,16857,6,6,DRIVEALONEFREE,0
175,4890,5767,othmaint,non_mandatory,20584,29135,14,14,DRIVEALONEFREE,0
176,4890,5767,shopping,non_mandatory,9782,29135,16,16,WALK,0
177,32,296,work,mandatory,15372,4369,9,9,DRIVEALONEFREE,0
181,12420,7227,work,mandatory,18873,34645,8,8,WALK_LOC,0
182,12420,7227,work,mandatory,4166,34645,11,11,WALK,0
187,35,2527,work,mandatory,61076,34606,6,6,DRIVEALONEFREE,0
188,36,2527,work,mandatory,26093,34606,8,8,SHARED2FREE,0
189,37,2527,school,mandatory,6387,34606,8,8,SHARED2FREE,0
192,4894,5008,othdiscr,non_mandatory,27199,24298,8,8,WALK,0
193,4894,5008,othdiscr,non_mandatory,27199,24298,11,11,WALK,0
195,4894,5008,othdiscr,non_mandatory,27199,24298,20,20,WALK,0
194,4894,5008,shopping,non_mandatory,13669,24298,14,14,WALK,0
196,4895,5008,work,mandatory,4159,24298,6,6,BIKE,0
197,39,344,eatout,non_mandatory,24463,3189,7,7,WALK_LOC,0
200,41,1035,work,mandatory,16608,13571,9,9,DRIVEALONEFREE,0
201,41,1035,othdiscr,non_mandatory,14070,13571,17,17,DRIVEALONEFREE,0
202,42,2636,work,mandatory,18760,35782,8,8,SHARED2FREE,0
203,43,2636,school,mandatory,15576,35782,8,8,SHARED2FREE,0
204,45,2867,work,mandatory,15689,8672,7,7,DRIVEALONEFREE,0
205,12425,7373,othmaint,non_mandatory,12667,18341,10,10,WALK_LOC,0
206,12426,7373,social,non_mandatory,11892,18341,18,18,DRIVEALONEFREE,0
207,12427,7373,work,mandatory,4144,18341,7,7,WALK_LOC,0
210,4899,3430,work,mandatory,740,20407,7,7,DRIVEALONEFREE,0
208,4898,3430,shopping,joint,14587,20407,12,12,SHARED2FREE,0
213,46,2329,work,mandatory,32318,21671,10,10,WALK_LOC,0
218,12429,6207,shopping,non_mandatory,17427,1352,16,16,WALK,0
219,49,2644,work,mandatory,9683,35782,8,8,SHARED2FREE,0
220,49,2644,othdiscr,non_mandatory,1759,35782,19,19,DRIVEALONEFREE,0
224,50,2644,eatout,non_mandatory,3532,35782,7,7,WALK_LOC,0
229,4905,3293,othdiscr,non_mandatory,14957,22704,8,8,DRIVEALONEFREE,0
230,4905,3293,othdiscr,non_mandatory,5630,22704,15,15,WALK,0
231,4906,5650,work,mandatory,12926,21593,5,5,WALK_LOC,0
232,4907,5650,othmaint,non_mandatory,13112,21593,8,8,DRIVEALONEFREE,0
233,4907,5650,shopping,non_mandatory,15128,21593,16,16,DRIVEALONEFREE,0
234,51,1302,eatout,non_mandatory,26644,21088,14,14,DRIVEALONEFREE,0
239,12434,6553,othmaint,non_mandatory,48651,48178,10,10,WALK_LOC,0
243,12436,6267,othmaint,non_mandatory,23088,34887,11,11,SHARED2FREE,0
244,12436,6267,shopping,non_mandatory,1633,34887,17,17,WALK,0
242,12435,6267,shopping,joint,9660,34887,20,20,SHARED2FREE,0
249,53,545,work,mandatory,43628,48990,7,7,WALK_LOC,0
250,53,545,othdiscr,non_mandatory,43636,48990,19,19,BIKE,0
258,56,1314,school,mandatory,4158,16189,7,7,SHARED3FREE,0
261,4913,4845,work,mandatory,33092,20601,6,6,WALK_LOC,0
262,4914,4845,work,mandatory,6680,20601,6,6,DRIVEALONEFREE,0
263,57,881,work,mandatory,3189,31711,8,8,DRIVEALONEFREE,0
264,57,881,shopping,non_mandatory,6909,31711,17,17,DRIVEALONEFREE,0
270,12442,7801,work,mandatory,21005,4631,7,7,WALK_LR,0
272,12443,7801,social,non_mandatory,29142,4631,18,18,DRIVEALONEFREE,0
276,58,52,work,mandatory,29987,9778,8,8,SHARED3FREE,0
277,58,52,othmaint,non_mandatory,7622,9778,15,15,SHARED2FREE,0
285,59,52,work,mandatory,12926,9778,7,7,WALK_LR,0
291,60,52,school,mandatory,7726,9778,7,7,WALK_LOC,0
292,60,52,othdiscr,non_mandatory,9130,9778,18,18,SHARED2FREE,0
304,4923,6011,othdiscr,non_mandatory,28359,24538,8,8,WALK,0
306,4923,6011,othmaint,non_mandatory,30958,24538,13,13,WALK,0
305,4923,6011,shopping,non_mandatory,23275,24538,9,9,BIKE,0
311,63,690,eatout,non_mandatory,54826,49061,19,19,DRIVEALONEFREE,0
307,63,690,escort,non_mandatory,50480,49061,8,8,SHARED2FREE,0
309,63,690,escort,non_mandatory,50436,49061,13,13,SHARED2FREE,0
308,63,690,othdiscr,non_mandatory,41823,49061,12,12,WALK,0
310,63,690,othmaint,non_mandatory,41151,49061,17,17,SHARED2FREE,0
315,12449,7581,work,mandatory,3632,8743,8,8,WALK_LR,0
314,12449,7581,othdiscr,non_mandatory,28316,8743,6,6,WALK,0
316,12450,7581,work,mandatory,44692,8743,7,7,DRIVEALONEFREE,0
317,12450,7581,othdiscr,non_mandatory,28388,8743,18,18,WALK,0
321,4925,3306,othdiscr,non_mandatory,5378,21437,12,12,DRIVEALONEFREE,0
320,4925,3306,shopping,non_mandatory,21433,21437,10,10,DRIVEALONEFREE,0
322,4926,5987,work,mandatory,26814,10954,6,6,WALK_LOC,0
323,65,159,work,mandatory,3190,3894,9,9,WALK_LR,0
325,66,1150,escort,non_mandatory,1633,12055,18,18,SHARED2FREE,0
329,67,1150,work,mandatory,1633,12055,10,10,SHARED2FREE,0
333,68,2054,work,mandatory,11479,31885,9,9,SHARED3FREE,0
334,4929,5397,shopping,non_mandatory,6373,10692,13,13,DRIVEALONEFREE,0
339,70,2106,school,mandatory,7168,20955,7,7,SHARED2FREE,0
343,71,2106,othdiscr,non_mandatory,8741,20955,6,6,SHARED3FREE,0
345,71,2106,othdiscr,non_mandatory,8741,20955,12,12,SHARED3FREE,0
340,70,2106,othdiscr,joint,28316,20955,17,17,SHARED3FREE,0
354,12460,7714,work,mandatory,20027,22694,8,8,DRIVEALONEFREE,0
355,12461,8384,work,mandatory,34077,7995,6,6,WALK_LOC,0
356,12462,8300,shopping,non_mandatory,33299,13191,11,11,DRIVEALONEFREE,0
357,12463,8300,othmaint,non_mandatory,7161,13191,14,14,DRIVEALONEFREE,0
358,4933,3168,work,mandatory,26058,58252,5,5,DRIVEALONEFREE,0
360,12464,6932,work,mandatory,66099,59294,5,5,DRIVEALONEFREE,0
361,12465,6932,work,mandatory,8422,59294,5,5,DRIVEALONEFREE,0
366,74,336,school,mandatory,21021,13934,8,8,WALK,0
367,75,336,school,mandatory,14941,13934,7,7,SHARED2FREE,0
372,76,2693,othdiscr,non_mandatory,16592,12265,17,17,WALK,0
371,76,2693,shopping,non_mandatory,1057,12265,14,14,SHARED2FREE,0
370,76,2693,social,non_mandatory,32660,12265,8,8,SHARED2FREE,0
373,77,2693,school,mandatory,6499,12265,7,7,WALK_LOC,0
374,77,2693,othdiscr,non_mandatory,35782,12265,16,16,WALK,0
375,4935,5155,shopping,joint,56031,59234,8,8,SHARED3FREE,0
379,12468,7137,work,mandatory,7340,27101,6,6,DRIVEALONEFREE,0
380,12469,7137,work,mandatory,6500,27101,7,7,DRIVEALONEFREE,0
381,78,313,work,mandatory,2836,16343,10,10,DRIVEALONEFREE,0
392,81,1986,othmaint,non_mandatory,18014,29642,9,9,SHARED2FREE,0
386,80,1986,shopping,joint,19918,29642,18,18,SHARED2FREE,0
396,82,1922,work,mandatory,23258,4369,5,5,WALK_LOC,0
397,4942,5471,eatout,non_mandatory,21470,13684,14,14,WALK,0
398,4942,5471,eatout,non_mandatory,22675,13684,17,17,SHARED2FREE,0
399,84,972,work,mandatory,30746,13418,8,8,DRIVEALONEFREE,0
400,84,972,othdiscr,non_mandatory,18486,13418,18,18,SHARED3FREE,0
401,85,972,work,mandatory,5156,13418,7,7,DRIVEALONEFREE,0
402,85,972,social,non_mandatory,4366,13418,18,18,DRIVEALONEFREE,0
406,4943,4927,work,mandatory,10538,21174,7,7,WALK_LOC,0
405,4943,4927,othmaint,non_mandatory,12154,21174,7,7,WALK,0
407,4943,4927,othmaint,non_mandatory,12154,21174,21,21,WALK,0
408,4944,4927,work,mandatory,30977,21174,7,7,SHARED3FREE,0
409,4945,4927,escort,non_mandatory,25912,21174,7,7,SHARED3FREE,0
412,4948,3250,work,mandatory,146,4369,10,10,DRIVEALONEFREE,0
414,4949,3250,work,mandatory,60073,4369,7,7,DRIVEALONEFREE,0
413,4948,3250,eatout,joint,21429,4369,19,19,SHARED2FREE,0
417,12473,7807,escort,non_mandatory,539,13115,12,12,SHARED3FREE,0
421,12475,7807,school,mandatory,539,13115,12,12,SHARED3FREE,0
422,12476,7807,school,mandatory,14402,13115,9,9,SHARED3FREE,0
423,4950,3423,work,mandatory,12656,12098,7,7,WALK_LOC,0
424,4951,3423,shopping,non_mandatory,12413,12098,13,13,WALK,0
427,89,2429,eatout,joint,16316,3056,12,12,SHARED3FREE,0
428,89,2429,othmaint,joint,32639,3056,16,16,SHARED2FREE,0
431,4952,4913,eatout,non_mandatory,367,4583,11,11,SHARED2FREE,0
433,4953,4913,work,mandatory,12155,4583,7,7,WALK_LOC,0
435,4954,4913,school,mandatory,15482,4583,8,8,DRIVEALONEFREE,0
432,4952,4913,shopping,joint,66099,4583,17,17,SHARED3FREE,0
437,4955,3968,othmaint,non_mandatory,8770,14944,13,13,WALK,0
438,4956,5776,othdiscr,non_mandatory,58539,56569,5,5,DRIVEALONEFREE,0
439,4956,5776,shopping,non_mandatory,64667,56569,9,9,DRIVEALONEFREE,0
444,92,1553,work,mandatory,4146,24288,9,9,SHARED2FREE,0
443,91,1553,eatout,joint,7400,24288,16,16,SHARED2FREE,0
442,91,1553,shopping,joint,12413,24288,16,16,SHARED2FREE,0
447,93,370,work,mandatory,33284,31541,8,8,DRIVEALONEFREE,0
450,12477,7922,othdiscr,non_mandatory,12134,18861,9,9,WALK_LOC,0
451,12477,7922,shopping,non_mandatory,6153,18861,14,14,WALK_LR,0
455,96,1760,shopping,non_mandatory,2904,25634,10,10,WALK_LOC,0
456,97,2201,work,mandatory,16322,18086,6,6,DRIVEALONEFREE,0
461,12481,7276,work,mandatory,32033,30715,8,8,DRIVEALONEFREE,0
462,12482,7276,work,mandatory,18067,30715,5,5,DRIVEALONEFREE,0
463,12482,7276,othdiscr,non_mandatory,10793,30715,20,20,WALK,0
464,12483,8176,work,mandatory,7967,33078,7,7,SHARED3FREE,0
465,12484,8176,work,mandatory,8208,33078,7,7,SHARED3FREE,0
468,12485,8176,school,mandatory,24329,33078,7,7,SHARED3FREE,0
466,12484,8176,othdiscr,joint,835,33078,15,15,BIKE,0
471,4962,4065,school,mandatory,5159,23524,12,12,WALK,0
472,4962,4065,school,mandatory,5159,23524,15,15,SHARED2FREE,0
473,4963,4065,work,mandatory,4159,23524,7,7,WALK,0
474,12486,9121,work,mandatory,8775,17048,8,8,WALK_LOC,0
475,12487,9121,social,non_mandatory,27203,17048,11,11,BIKE,0
476,98,2321,work,mandatory,26837,34184,6,6,DRIVEALONEFREE,0
477,98,2321,social,non_mandatory,4251,34184,17,17,DRIVEALONEFREE,0
482,99,306,work,mandatory,28273,28834,7,7,DRIVEALONEFREE,0
483,99,306,othdiscr,non_mandatory,15140,28834,18,18,WALK,0
492,4967,4661,work,mandatory,24158,24574,7,7,DRIVEALONEFREE,0
493,4967,4661,escort,non_mandatory,20072,24574,18,18,SHARED2FREE,0
494,4969,5806,work,mandatory,25931,3871,7,7,DRIVEALONEFREE,0
495,4970,5806,work,mandatory,25931,3871,8,8,DRIVEALONEFREE,0
496,4971,4856,shopping,joint,21462,15982,17,17,WALK,0
504,4975,3374,school,mandatory,9647,1349,8,8,SHARED2FREE,0
505,4976,5755,othdiscr,non_mandatory,8216,23513,9,9,DRIVEALONEFREE,0
506,4976,5755,othmaint,non_mandatory,14669,23513,11,11,DRIVEALONEFREE,0
507,4976,5755,othmaint,non_mandatory,2915,23513,14,14,WALK,0
508,102,872,work,mandatory,17735,9012,7,7,WALK_LOC,0
509,102,872,othmaint,non_mandatory,4377,9012,18,18,DRIVEALONEFREE,0
512,12491,8851,othdiscr,non_mandatory,32318,30122,16,16,WALK,0
513,12491,8851,othdiscr,non_mandatory,32318,30122,20,20,WALK,0
510,12491,8851,othmaint,non_mandatory,32318,30122,5,5,WALK,0
515,104,1810,escort,non_mandatory,14402,13106,9,9,WALK,0
517,104,1810,escort,non_mandatory,14402,13106,15,15,WALK,0
521,106,1810,school,mandatory,14402,13106,15,15,WALK,0
516,104,1810,shopping,joint,19918,13106,13,13,SHARED2FREE,0
528,109,1796,work,mandatory,6436,22971,16,16,DRIVEALONEFREE,0
527,109,1796,othmaint,non_mandatory,17784,22971,10,10,DRIVEALONEFREE,0
531,110,960,work,mandatory,10518,14944,6,6,DRIVEALONEFREE,0
532,4979,3936,othmaint,non_mandatory,7500,33663,14,14,DRIVEALONEFREE,0
534,4980,3936,eatout,non_mandatory,34155,33663,12,12,SHARED3FREE,0
533,4979,3936,othdiscr,joint,34155,33663,19,19,SHARED2FREE,0
536,4981,4347,work,mandatory,34091,13139,8,8,DRIVEALONEFREE,0
537,4982,3826,eatout,non_mandatory,51482,49786,10,10,WALK,0
538,4983,5098,othmaint,non_mandatory,8799,23217,8,8,DRIVEALONEFREE,0
541,4984,5098,work,mandatory,3414,23217,9,9,WALK_LOC,0
539,4983,5098,eatout,joint,21823,23217,12,12,SHARED2FREE,0
540,4983,5098,othdiscr,joint,30679,23217,14,14,SHARED2FREE,0
544,111,1419,othdiscr,non_mandatory,16943,13653,16,16,WALK,0
545,12494,6799,work,mandatory,52363,47053,7,7,DRIVEALONEFREE,0
548,12497,8402,school,mandatory,30685,25310,7,7,SHARED3FREE,0
552,113,2653,work,mandatory,4406,22933,7,7,SHARED2FREE,0
561,115,339,social,non_mandatory,38442,15739,7,7,WALK_FRY,0
562,115,339,othdiscr,joint,19392,15739,18,18,BIKE,0
564,117,1604,work,mandatory,28831,26150,10,10,DRIVEALONEFREE,0
565,12501,7630,work,mandatory,33948,2265,6,6,DRIVEALONEFREE,0
573,119,2850,work,mandatory,21669,8239,7,7,WALK_LOC,0
574,119,2850,shopping,non_mandatory,30722,8239,18,18,DRIVEALONEFREE,0
577,120,2850,work,mandatory,3187,8239,8,8,WALK_LOC,0
581,12508,6833,eatout,non_mandatory,49462,41695,12,12,SHARED2FREE,0
582,12508,6833,shopping,non_mandatory,49893,41695,15,15,DRIVEALONEFREE,0
583,122,1321,shopping,non_mandatory,35576,1629,9,9,DRIVEALONEFREE,0
592,123,1321,school,mandatory,5056,1629,7,7,SHARED2FREE,0
593,123,1321,othdiscr,non_mandatory,8662,1629,17,17,DRIVEALONEFREE,0
584,122,1321,othdiscr,joint,13893,1629,17,17,SHARED2FREE,0
600,125,1205,school,mandatory,21953,10824,10,10,WALK,0
605,127,2516,work,mandatory,23217,19437,6,6,WALK,0
608,128,2104,work,mandatory,28344,19367,7,7,WALK_LOC,0
611,12515,8363,social,non_mandatory,33251,3169,9,9,SHARED2FREE,0
613,12516,8363,work,mandatory,19109,3169,14,14,DRIVEALONEFREE,0
614,12517,8363,school,mandatory,33251,3169,9,9,SHARED2FREE,0
612,12515,8363,othmaint,joint,19853,3169,14,14,SHARED3FREE,0
617,4999,4611,shopping,non_mandatory,6153,18874,11,11,WALK,0
619,130,2520,work,mandatory,14450,16542,8,8,WALK_LOC,0
620,131,2520,school,mandatory,33008,16542,8,8,SHARED3FREE,0
622,5000,3009,work,mandatory,15448,24239,6,6,WALK_LOC,0
624,5002,3009,work,mandatory,64910,24239,9,9,DRIVEALONEFREE,0
625,12519,6897,shopping,non_mandatory,52486,45022,7,7,DRIVEALONEFREE,0
626,12520,6897,escort,non_mandatory,50813,45022,6,6,SHARED2FREE,0
627,12520,6897,escort,non_mandatory,50813,45022,8,8,SHARED2FREE,0
628,12521,6897,school,mandatory,50813,45022,6,6,SHARED2FREE,0
629,12522,6202,escort,non_mandatory,34270,5651,8,8,SHARED2FREE,0
632,12523,6202,work,mandatory,9033,5651,8,8,DRIVEALONEFREE,0
631,12522,6202,othdiscr,joint,24244,5651,16,16,SHARED2FREE,0
630,12522,6202,shopping,joint,12406,5651,15,15,SHARED2FREE,0
633,12524,6202,social,non_mandatory,34270,5651,8,8,SHARED2FREE,0
637,5003,4513,escort,non_mandatory,34603,11059,15,15,SHARED2FREE,0
636,5003,4513,social,non_mandatory,34603,11059,8,8,SHARED2FREE,0
638,5004,4513,school,mandatory,34603,11059,8,8,SHARED2FREE,0
639,12525,7503,school,mandatory,14140,20591,9,9,WALK,0
642,12529,8004,work,mandatory,4159,17798,8,8,WALK_LOC,0
643,12530,7136,shopping,non_mandatory,2579,27101,12,12,WALK_LOC,0
648,136,1148,work,mandatory,7004,12055,8,8,SHARED2FREE,0
659,12535,8368,escort,non_mandatory,28037,19992,13,13,WALK_LOC,0
661,5010,5734,work,mandatory,7925,35782,17,17,DRIVEALONEFREE,0
662,138,129,eatout,non_mandatory,21190,22442,10,10,WALK,0
664,138,129,othmaint,non_mandatory,32545,22442,17,17,WALK,0
663,138,129,social,non_mandatory,3153,22442,12,12,DRIVEALONEFREE,0
665,139,2907,work,mandatory,30989,23527,9,9,WALK,0
668,5012,5642,eatout,non_mandatory,3415,21193,17,17,WALK_LOC,0
666,5012,5642,othdiscr,non_mandatory,73,21193,10,10,WALK,0
667,5012,5642,othmaint,non_mandatory,33271,21193,11,11,WALK_LR,0
669,140,180,school,mandatory,24037,35782,7,7,SHARED3FREE,0
670,140,180,work,mandatory,15591,35782,16,16,SHARED3FREE,0
671,141,180,work,mandatory,18756,35782,9,9,DRIVEALONEFREE,0
680,144,1836,work,mandatory,3190,22144,8,8,DRIVEALONEFREE,0
681,12540,7307,eatout,non_mandatory,20702,23828,11,11,DRIVEALONEFREE,0
682,12540,7307,othmaint,non_mandatory,34993,23828,15,15,DRIVEALONEFREE,0
683,12540,7307,othdiscr,joint,20022,23828,17,17,SHARED2FREE,0
687,12542,7107,social,non_mandatory,21177,21465,18,18,SHARED2FREE,0
688,5014,4209,work,mandatory,2836,1759,8,8,BIKE,0
691,12543,7282,work,mandatory,28304,29881,14,14,DRIVEALONEFREE,0
692,12544,7282,shopping,non_mandatory,14196,29881,10,10,SHARED2FREE,0
701,148,1638,school,mandatory,15990,27200,13,13,WALK_LOC,0
700,148,1638,shopping,non_mandatory,15141,27200,7,7,WALK_LOC,0
702,12548,6989,school,mandatory,17735,28882,9,9,BIKE,0
703,12548,6989,othdiscr,joint,24244,28882,18,18,WALK,0
706,149,447,othdiscr,non_mandatory,1988,17158,12,12,DRIVEALONEFREE,0
708,150,447,work,mandatory,31221,17158,7,7,DRIVEALONEFREE,0
707,149,447,social,joint,33009,17158,18,18,SHARED3FREE,0
711,5018,3098,shopping,non_mandatory,20702,15451,9,9,WALK_LOC,0
712,5018,3098,shopping,non_mandatory,19918,15451,12,12,WALK_LOC,0
713,152,1458,work,mandatory,4587,17763,6,6,DRIVEALONEFREE,0
714,152,1458,shopping,non_mandatory,866,17763,17,17,DRIVEALONEFREE,0
715,5019,5347,work,mandatory,12926,2599,10,10,DRIVEALONEFREE,0
716,153,2764,work,mandatory,10172,11499,12,12,DRIVEALONEFREE,0
719,12551,7411,work,mandatory,3186,14826,9,9,SHARED3FREE,0
720,154,2724,work,mandatory,31676,13173,7,7,WALK,0
721,155,238,work,mandatory,59970,24474,7,7,SHARED2FREE,0
724,156,283,work,mandatory,15447,19243,7,7,DRIVEALONEFREE,0
730,157,283,othdiscr,non_mandatory,22583,19243,7,7,DRIVEALONEFREE,0
731,157,283,othdiscr,non_mandatory,1855,19243,9,9,DRIVEALONEFREE,0
740,158,1463,work,mandatory,4221,1189,5,5,DRIVEALONEFREE,0
741,158,1463,othdiscr,non_mandatory,26825,1189,19,19,SHARED2FREE,0
743,159,1463,shopping,non_mandatory,15618,1189,15,15,DRIVEALONEFREE,0
742,159,1463,social,non_mandatory,10264,1189,8,8,DRIVEALONEFREE,0
744,160,228,school,mandatory,29310,25894,17,17,WALK_LOC,0
748,12556,6299,work,mandatory,33614,19983,9,9,DRIVEALONEFREE,0
751,5028,5780,work,mandatory,16608,12265,9,9,DRIVEALONEFREE,0
752,5029,3277,work,mandatory,15448,16343,6,6,WALK_LOC,0
753,5030,3277,work,mandatory,1536,16343,8,8,DRIVEALONEFREE,0
754,163,182,work,mandatory,9417,31883,8,8,DRIVEALONEFREE,0
755,5031,5315,work,mandatory,10547,3838,7,7,WALK,0
756,5031,5315,shopping,non_mandatory,22442,3838,17,17,WALK_LR,0
759,164,352,othmaint,non_mandatory,1759,16857,9,9,DRIVEALONEFREE,0
760,164,352,othmaint,non_mandatory,1759,16857,14,14,SHARED2FREE,0
761,164,352,othmaint,non_mandatory,11748,16857,19,19,SHARED2FREE,0
768,12559,6275,eatout,non_mandatory,3894,4147,11,11,WALK,0
769,12560,6275,work,mandatory,14440,4147,8,8,WALK,0
770,165,105,othdiscr,non_mandatory,39,18807,16,16,DRIVEALONEFREE,0
776,168,2826,work,mandatory,30601,29845,5,5,DRIVEALONEFREE,0
777,12562,8520,work,mandatory,26814,11740,9,9,DRIVEALONEFREE,0
778,12563,7230,work,mandatory,30977,23976,8,8,WALK_LOC,0
