trip_id,person_id,household_id,tour_id,outbound,purpose,destination,origin,depart,trip_mode
9.0,7,17100059,1.0,True,work,14261,2902,8.0,Other
13.0,7,17100059,1.0,False,Home,2902,14261,17.0,Other
25.0,38,17100248,3.0,True,work,9807,13169,7.0,BIKE
29.0,38,17100248,3.0,False,Home,13169,9807,17.0,BIKE
33.0,38,17100248,4.0,True,social,2904,13169,17.0,WALK
34.0,38,17100248,4.0,True,social,15988,2904,18.0,WALK
37.0,38,17100248,4.0,False,eatout,2900,15988,19.0,WALK
38.0,38,17100248,4.0,False,Home,13169,2900,21.0,WALK
41.0,43,17100303,5.0,True,work,4101,1469,7.0,DRIVEALONEFREE
45.0,43,17100303,5.0,False,othmaint,17022,4101,16.0,DRIVEALONEFREE
46.0,43,17100303,5.0,False,Home,1469,17022,16.0,DRIVEALONEFREE
49.0,43,17100303,6.0,True,shopping,22178,1469,17.0,DRIVEALONEFREE
50.0,43,17100303,6.0,True,escort,24554,22178,17.0,DRIVEALONEFREE
51.0,43,17100303,6.0,True,shopping,66099,24554,18.0,SHARED2FREE
53.0,43,17100303,6.0,False,Home,1469,66099,19.0,SHARED2FREE
57.0,43,17100303,7.0,True,shopping,9505,1469,20.0,SHARED2FREE
61.0,43,17100303,7.0,False,Home,1469,9505,20.0,SHARED2FREE
65.0,44,17100303,8.0,True,work,24554,1469,9.0,WALK_LOC
66.0,44,17100303,8.0,True,work,29172,24554,13.0,WALK
69.0,44,17100303,8.0,False,shopping,66099,29172,18.0,SHARED2FREE
70.0,44,17100303,8.0,False,Home,1469,66099,19.0,SHARED2FREE
81.0,47,17100342,10.0,True,work,21615,21436,7.0,WALK_LOC
85.0,47,17100342,10.0,False,social,19853,21615,16.0,DRIVEALONEFREE
86.0,47,17100342,10.0,False,Home,7698,19853,19.0,DRIVEALONEFREE
97.0,48,17100342,12.0,True,work,8426,21436,10.0,DRIVEALONEFREE
98.0,48,17100342,12.0,True,work,3387,8426,10.0,DRIVEALONEFREE
101.0,48,17100342,12.0,False,work,28362,3387,20.0,SHARED3FREE
102.0,48,17100342,12.0,False,work,27205,28362,21.0,SHARED3FREE
