trip_id,survey_trip_id,person_id,household_id,survey_tour_id,outbound,purpose,destination,origin,depart,trip_mode,tour_id,trip_num
593.0,90.0,1,83,10.0,True,othmaint,3508,32658,9.0,SHARED2FREE,74.0,1
594.0,100.0,1,83,10.0,True,shopping,1057,3508,10.0,SHARED2FREE,74.0,2
597.0,130.0,1,83,10.0,False,Home,32658,1057,10.0,SHARED2FREE,74.0,1
617.0,170.0,1,83,20.0,True,social,15792,32658,11.0,DRIVEALONEFREE,77.0,1
621.0,210.0,1,83,20.0,False,Home,32658,15792,15.0,DRIVEALONEFREE,77.0,1
921.0,250.0,2,83,30.0,True,othmaint,3508,32658,9.0,SHARED2FREE,115.0,1
922.0,260.0,2,83,30.0,True,shopping,1057,3508,10.0,SHARED2FREE,115.0,2
925.0,290.0,2,83,30.0,False,Home,32658,1057,10.0,SHARED2FREE,115.0,1
1297.0,330.0,3,1896,40.0,True,work,7163,25299,8.0,WALK,162.0,1
1301.0,370.0,3,1896,40.0,False,Home,25299,7163,11.0,WALK,162.0,1
1249.0,410.0,3,1896,50.0,True,shopping,5173,25299,12.0,DRIVEALONEFREE,156.0,1
1253.0,450.0,3,1896,50.0,False,Home,25299,5173,13.0,DRIVEALONEFREE,156.0,1
1257.0,490.0,3,1896,60.0,True,shopping,7735,25299,16.0,WALK,157.0,1
1261.0,530.0,3,1896,60.0,False,Home,25299,7735,16.0,WALK,157.0,1
1233.0,570.0,3,1896,70.0,True,univ,23535,25299,17.0,BIKE,154.0,1
1237.0,610.0,3,1896,70.0,False,Home,25299,23535,17.0,BIKE,154.0,1
1385.0,650.0,4,1896,80.0,True,escort,30748,25299,8.0,SHARED2FREE,173.0,1
1389.0,690.0,4,1896,80.0,False,Home,25299,30748,8.0,DRIVEALONEFREE,173.0,1
1625.0,730.0,4,1896,90.0,True,work,12667,25299,12.0,WALK,203.0,1
1629.0,770.0,4,1896,90.0,False,Home,25299,12667,20.0,WALK_LOC,203.0,1
1889.0,810.0,5,1896,100.0,True,school,33583,25299,8.0,SHARED2FREE,236.0,1
1893.0,850.0,5,1896,100.0,False,Home,25299,33583,17.0,BIKE,236.0,1
2017.0,890.0,6,220,110.0,True,othmaint,3632,21464,13.0,WALK_LOC,252.0,1
2018.0,900.0,6,220,110.0,True,othmaint,12598,3632,13.0,WALK,252.0,2
2019.0,910.0,6,220,110.0,True,othmaint,21187,12598,15.0,WALK,252.0,3
2020.0,920.0,6,220,110.0,True,eatout,31676,21187,15.0,WALK_LOC,252.0,4
2021.0,930.0,6,220,110.0,False,Home,21464,31676,18.0,WALK_LOC,252.0,1
2849.0,1050.0,8,725,130.0,True,othmaint,48433,46601,8.0,DRIVEALONEFREE,356.0,1
2853.0,1090.0,8,725,130.0,False,othmaint,45550,48433,9.0,DRIVEALONEFREE,356.0,1
2854.0,1100.0,8,725,130.0,False,othmaint,45443,45550,10.0,DRIVEALONEFREE,356.0,2
2855.0,1110.0,8,725,130.0,False,shopping,46237,45443,10.0,DRIVEALONEFREE,356.0,3
2856.0,1120.0,8,725,130.0,False,Home,46601,46237,10.0,DRIVEALONEFREE,356.0,4
3025.0,1130.0,9,2152,140.0,True,escort,32076,25620,7.0,DRIVEALONEFREE,378.0,1
3029.0,1170.0,9,2152,140.0,False,shopping,19501,32076,16.0,DRIVEALONEFREE,378.0,1
3030.0,1180.0,9,2152,140.0,False,Home,25620,19501,17.0,DRIVEALONEFREE,378.0,2
3593.0,1210.0,10,2343,150.0,True,work,21163,15699,7.0,DRIVEALONEFREE,449.0,1
3597.0,1250.0,10,2343,150.0,False,work,19390,21163,10.0,DRIVEALONEFREE,449.0,1
3598.0,1260.0,10,2343,150.0,False,work,21162,19390,12.0,DRIVEALONEFREE,449.0,2
3599.0,1270.0,10,2343,150.0,False,Home,15699,21162,15.0,DRIVEALONEFREE,449.0,3
3505.0,1290.0,10,2343,160.0,True,othmaint,22160,15699,18.0,SHARED2FREE,438.0,1
3509.0,1330.0,10,2343,160.0,False,Home,15699,22160,20.0,SHARED2FREE,438.0,1
3921.0,1370.0,11,2343,170.0,True,work,7721,15699,6.0,DRIVEALONEFREE,490.0,1
3925.0,1410.0,11,2343,170.0,False,othdiscr,19392,7721,11.0,DRIVEALONEFREE,490.0,1
3926.0,1420.0,11,2343,170.0,False,Home,15699,19392,13.0,DRIVEALONEFREE,490.0,2
3833.0,1450.0,11,2343,180.0,True,othmaint,22160,15699,18.0,SHARED2FREE,479.0,1
3837.0,1490.0,11,2343,180.0,False,Home,15699,22160,20.0,SHARED2FREE,479.0,1
4185.0,1530.0,12,2343,190.0,True,school,19390,15699,8.0,WALK,523.0,1
4189.0,1570.0,12,2343,190.0,False,Home,15699,19390,11.0,WALK,523.0,1
4193.0,1610.0,12,2343,200.0,True,school,19390,15699,12.0,WALK,524.0,1
4197.0,1650.0,12,2343,200.0,False,Home,15699,19390,16.0,WALK,524.0,1
4513.0,1690.0,13,2343,210.0,True,school,18320,15699,7.0,BIKE,564.0,1
4517.0,1730.0,13,2343,210.0,False,othmaint,30958,18320,17.0,WALK,564.0,1
4518.0,1740.0,13,2343,210.0,False,Home,15699,30958,20.0,WALK,564.0,2
4793.0,1930.0,14,3105,240.0,True,work,18228,21967,17.0,DRIVEALONEFREE,599.0,1
4794.0,1940.0,14,3105,240.0,True,othdiscr,7982,18228,20.0,DRIVEALONEFREE,599.0,2
4797.0,1970.0,14,3105,240.0,False,Home,21967,7982,22.0,DRIVEALONEFREE,599.0,1
4993.0,2010.0,15,3105,250.0,True,escort,5860,21967,8.0,WALK,624.0,1
4997.0,2050.0,15,3105,250.0,False,Home,21967,5860,8.0,WALK,624.0,1
5233.0,2090.0,15,3105,260.0,True,shopping,17576,21967,9.0,DRIVEALONEFREE,654.0,1
5234.0,2100.0,15,3105,260.0,True,work,23209,17576,9.0,DRIVEALONEFREE,654.0,2
5237.0,2130.0,15,3105,260.0,False,Home,21967,23209,19.0,DRIVEALONEFREE,654.0,1
5865.0,2170.0,17,1877,270.0,True,shopping,16118,22882,6.0,DRIVEALONEFREE,733.0,1
5866.0,2180.0,17,1877,270.0,True,social,18447,16118,7.0,DRIVEALONEFREE,733.0,2
5869.0,2210.0,17,1877,270.0,False,Home,22882,18447,8.0,DRIVEALONEFREE,733.0,1
5873.0,2250.0,17,1877,280.0,True,social,34862,22882,9.0,DRIVEALONEFREE,734.0,1
5877.0,2290.0,17,1877,280.0,False,othmaint,21034,34862,10.0,DRIVEALONEFREE,734.0,1
5878.0,2300.0,17,1877,280.0,False,othmaint,34862,21034,10.0,DRIVEALONEFREE,734.0,2
5879.0,2310.0,17,1877,280.0,False,Home,22882,34862,10.0,DRIVEALONEFREE,734.0,3
5881.0,2330.0,17,1877,290.0,True,social,19821,22882,11.0,DRIVEALONEFREE,735.0,1
5885.0,2370.0,17,1877,290.0,False,othmaint,21366,19821,11.0,DRIVEALONEFREE,735.0,1
5886.0,2380.0,17,1877,290.0,False,shopping,28766,21366,12.0,DRIVEALONEFREE,735.0,2
5887.0,2390.0,17,1877,290.0,False,Home,22882,28766,12.0,DRIVEALONEFREE,735.0,3
5801.0,2490.0,17,1877,310.0,True,social,24112,22882,19.0,DRIVEALONEFREE,725.0,1
5802.0,2500.0,17,1877,310.0,True,othmaint,34862,24112,19.0,DRIVEALONEFREE,725.0,2
5805.0,2530.0,17,1877,310.0,False,Home,22882,34862,19.0,DRIVEALONEFREE,725.0,1
6169.0,2570.0,18,1877,320.0,True,social,34862,22882,8.0,SHARED2FREE,771.0,1
6170.0,2580.0,18,1877,320.0,True,shopping,43005,34862,9.0,SHARED2FREE,771.0,2
6173.0,2610.0,18,1877,320.0,False,Home,22882,43005,10.0,DRIVEALONEFREE,771.0,1
6193.0,2650.0,18,1877,330.0,True,social,19821,22882,15.0,DRIVEALONEFREE,774.0,1
6197.0,2690.0,18,1877,330.0,False,Home,22882,19821,18.0,DRIVEALONEFREE,774.0,1
6937.0,2970.0,21,2530,370.0,True,eatout,15985,13169,19.0,WALK,867.0,1
6941.0,3010.0,21,2530,370.0,False,Home,13169,15985,19.0,WALK,867.0,1
7809.0,3370.0,23,1003,420.0,True,shopping,21467,3865,14.0,WALK_LOC,976.0,1
7813.0,3410.0,23,1003,420.0,False,Home,3865,21467,15.0,WALK_LOC,976.0,1
7817.0,3450.0,23,1003,430.0,True,shopping,15141,3865,19.0,WALK,977.0,1
7821.0,3490.0,23,1003,430.0,False,Home,3865,15141,19.0,WALK,977.0,1
8137.0,3690.0,24,2741,460.0,True,escort,24554,1469,18.0,DRIVEALONEFREE,1017.0,1
8138.0,3700.0,24,2741,460.0,True,othmaint,17001,24554,18.0,SHARED2FREE,1017.0,2
8139.0,3710.0,24,2741,460.0,True,shopping,27232,17001,19.0,SHARED2FREE,1017.0,3
8141.0,3730.0,24,2741,460.0,False,social,5064,27232,20.0,SHARED2FREE,1017.0,1
8142.0,3740.0,24,2741,460.0,False,othmaint,28782,5064,20.0,SHARED2FREE,1017.0,2
8143.0,3750.0,24,2741,460.0,False,eatout,10524,28782,20.0,SHARED2FREE,1017.0,3
8144.0,3760.0,24,2741,460.0,False,Home,1469,10524,21.0,SHARED2FREE,1017.0,4
9169.0,4010.0,27,296,500.0,True,work,21615,21436,7.0,WALK_LOC,1146.0,1
9173.0,4050.0,27,296,500.0,False,social,30434,21615,17.0,WALK_LOC,1146.0,1
9174.0,4060.0,27,296,500.0,False,Home,21436,30434,21.0,SHARED2FREE,1146.0,2
9497.0,4090.0,28,296,510.0,True,work,3387,21436,9.0,DRIVEALONEFREE,1187.0,1
9501.0,4130.0,28,296,510.0,False,eatout,30434,3387,17.0,DRIVEALONEFREE,1187.0,1
9502.0,4140.0,28,296,510.0,False,Home,21436,30434,21.0,SHARED2FREE,1187.0,2
9825.0,4170.0,29,2663,520.0,True,work,3367,18086,8.0,WALK_LOC,1228.0,1
9829.0,4210.0,29,2663,520.0,False,shopping,19112,3367,18.0,WALK_LOC,1228.0,1
9830.0,4220.0,29,2663,520.0,False,Home,18086,19112,18.0,WALK,1228.0,2
10105.0,4410.0,30,2891,550.0,True,shopping,21467,746,19.0,WALK,1263.0,1
10109.0,4450.0,30,2891,550.0,False,Home,746,21467,20.0,WALK,1263.0,1
10481.0,4490.0,31,115,560.0,True,work,30989,5849,9.0,WALK_LOC,1310.0,1
10485.0,4530.0,31,115,560.0,False,work,13684,30989,18.0,SHARED3FREE,1310.0,1
10486.0,4540.0,31,115,560.0,False,Home,5849,13684,21.0,SHARED2FREE,1310.0,2
10721.0,4570.0,32,115,570.0,True,othmaint,28788,5849,5.0,DRIVEALONEFREE,1340.0,1
10725.0,4610.0,32,115,570.0,False,shopping,26692,28788,11.0,DRIVEALONEFREE,1340.0,1
10726.0,4620.0,32,115,570.0,False,Home,5849,26692,12.0,DRIVEALONEFREE,1340.0,2
10809.0,4650.0,32,115,580.0,True,work,13684,5849,20.0,DRIVEALONEFREE,1351.0,1
10813.0,4690.0,32,115,580.0,False,Home,5849,13684,21.0,SHARED2FREE,1351.0,1
11049.0,4730.0,33,1191,590.0,True,othmaint,3378,17453,10.0,WALK,1381.0,1
11053.0,4770.0,33,1191,590.0,False,othdiscr,33845,3378,11.0,WALK,1381.0,1
11054.0,4780.0,33,1191,590.0,False,Home,17453,33845,11.0,WALK,1381.0,2
11793.0,4970.0,35,495,620.0,True,work,35592,15451,6.0,WALK_LOC,1474.0,1
11797.0,5010.0,35,495,620.0,False,Home,15451,35592,19.0,WALK_LOC,1474.0,1
12337.0,5050.0,37,2952,630.0,True,othdiscr,23464,9504,5.0,DRIVEALONEFREE,1542.0,1
12341.0,5090.0,37,2952,630.0,False,Home,9504,23464,7.0,DRIVEALONEFREE,1542.0,1
12449.0,5130.0,37,2952,640.0,True,work,27204,9504,8.0,WALK_LOC,1556.0,1
12453.0,5170.0,37,2952,640.0,False,Home,9504,27204,17.0,WALK,1556.0,1
12425.0,5210.0,37,2952,650.0,True,social,8779,9504,18.0,WALK,1553.0,1
12429.0,5250.0,37,2952,650.0,False,Home,9504,8779,20.0,WALK,1553.0,1
12433.0,5290.0,37,2952,660.0,True,social,2915,9504,20.0,SHARED2FREE,1554.0,1
12437.0,5330.0,37,2952,660.0,False,Home,9504,2915,22.0,DRIVEALONEFREE,1554.0,1
12777.0,5370.0,38,367,670.0,True,escort,4744,5804,8.0,SHARED2FREE,1597.0,1
12778.0,5380.0,38,367,670.0,True,work,23859,4744,9.0,DRIVEALONEFREE,1597.0,2
12781.0,5410.0,38,367,670.0,False,escort,4744,23859,12.0,SHARED2FREE,1597.0,1
12782.0,5420.0,38,367,670.0,False,Home,5804,4744,13.0,SHARED2FREE,1597.0,2
12785.0,5450.0,38,367,680.0,True,work,23859,5804,13.0,DRIVEALONEFREE,1598.0,1
12789.0,5490.0,38,367,680.0,False,Home,5804,23859,17.0,DRIVEALONEFREE,1598.0,1
13017.0,5610.0,39,367,700.0,True,othmaint,1759,5804,18.0,SHARED3FREE,1627.0,1
13021.0,5650.0,39,367,700.0,False,escort,25770,1759,20.0,SHARED3FREE,1627.0,1
13022.0,5660.0,39,367,700.0,False,Home,5804,25770,20.0,SHARED3FREE,1627.0,2
13369.0,5690.0,40,367,710.0,True,school,2090,5804,8.0,SHARED2FREE,1671.0,1
13373.0,5730.0,40,367,710.0,False,Home,5804,2090,13.0,SHARED2FREE,1671.0,1
13761.0,5850.0,41,3016,730.0,True,work,59901,63106,8.0,DRIVEALONEFREE,1720.0,1
13765.0,5890.0,41,3016,730.0,False,Home,63106,59901,16.0,DRIVEALONEFREE,1720.0,1
13497.0,5930.0,41,3016,740.0,True,othmaint,59061,63106,16.0,DRIVEALONEFREE,1687.0,1
13498.0,5940.0,41,3016,740.0,True,social,7964,59061,17.0,DRIVEALONEFREE,1687.0,2
13499.0,5950.0,41,3016,740.0,True,eatout,23271,7964,17.0,SHARED2FREE,1687.0,3
13501.0,5970.0,41,3016,740.0,False,othdiscr,16438,23271,18.0,SHARED2FREE,1687.0,1
