household_id,hhno
2141,17135374
2142,17135377
2143,17135427
2144,17135465
2145,17135472
2146,17135499
2147,17135519
2148,17135529
2149,17135531
2150,17135547
2151,17135549
2152,17135551
2153,17135567
2154,17135573
2155,17135592
2156,17135621
2157,17135639
2158,17135654
2159,17135695
2160,17135707
2161,17135789
2162,17135816
2163,17135824
2164,17135828
2165,17135835
2166,17135839
2167,17135871
2168,17135874
2169,17135883
2170,17135884
2171,17135895
2172,17135899
2173,17135916
2174,17135946
2175,17135959
2176,17135963
2177,17135965
2178,17135973
2179,17135977
2180,17135999
2181,17136017
2182,17136020
2183,17136032
2184,17136058
2185,17136068
2186,17136079
2187,17136104
2188,17136105
2189,17136118
2190,17136122
2191,17136127
2192,17136158
2193,17136163
2194,17136179
2195,17136184
2196,17136188
2197,17136194
2198,17136200
2199,17136201
2200,17136221
2201,17136225
2202,17136226
2203,17136251
2204,17136287
2205,17136369
2206,17136379
2207,17136383
2208,17136398
2209,17136399
2210,17136400
2211,17136468
2212,17136471
2213,17136493
2214,17136505
2215,17136537
2216,17136570
2217,17136571
2218,17136599
2219,17136609
2220,17136624
2221,17136703
2222,17136712
2223,17136733
2224,17136735
2225,17136770
2226,17136780
2227,17136794
2228,17136798
2229,17136834
2230,17136836
2231,17136852
2232,17136863
2233,17136872
2234,17136879
2235,17136889
2236,17136910
2237,17136937
2238,17136976
2239,17136995
2240,17136997
2241,17137003
2242,17137006
2243,17137008
2244,17137052
2245,17137058
2246,17137072
2247,17137076
2248,17137103
2249,17137110
2250,17137115
2251,17137122
2252,17137143
2253,17137187
2254,17137194
2255,17137201
2256,17137227
2257,17137230
2258,17137242
2259,17137245
2260,17137252
2261,17137275
2262,17137290
2263,17137301
2264,17137321
2265,17137326
2266,17137332
2267,17137348
2268,17137382
2269,17137389
2270,17137425
2271,17137427
2272,17137429
2273,17137456
2274,17137508
2275,17137544
2276,17137552
2277,17137562
2278,17137563
2279,17137577
2280,17137580
2281,17137584
2282,17137616
2283,17137626
2284,17137631
2285,17137638
2286,17137682
2287,17137687
2288,17137699
2289,17137712
2290,17137719
2291,17137727
2292,17137741
2293,17137771
2294,17137808
2295,17137820
2296,17137831
2297,17137851
2298,17137876
2299,17137880
2300,17137920
2301,17137935
2302,17137974
2303,17137982
2304,17138005
2305,17138007
2306,17138013
2307,17138061
2308,17138067
2309,17138076
2310,17138081
2311,17138098
2312,17138122
2313,17138147
2314,17138161
2315,17138193
2316,17138225
2317,17138256
2318,17138308
2319,17138332
2320,17138343
2321,17138351
2322,17138361
2323,17138387
2324,17138391
2325,17138401
2326,17138406
2327,17138429
2328,17138470
2329,17138516
2330,17138520
2331,17138561
2332,17138601
2333,17138602
2334,17138613
2335,17138624
2336,17138632
2337,17138644
2338,17138660
2339,17138675
2340,17138694
2341,17138699
2342,17138744
2343,17138752
2344,17138785
2345,17138800
2346,17138813
2347,17138817
2348,17138842
2349,17138852
2350,17138881
2351,17138888
2352,17138944
2353,17138960
2354,17138965
2355,17138969
2356,17139032
2357,17139041
2358,17139051
2359,17139053
2360,17139073
2361,17139077
2362,17139080
2363,17139098
2364,17139106
2365,17139107
2366,17139161
2367,17139169
2368,17139175
2369,17139187
2370,17139227
2371,17139230
2372,17139239
2373,17139249
2374,17139262
2375,17139295
2376,17139315
2377,17139317
2378,17139320
2379,17139345
2380,17139352
2381,17139356
2382,17139366
2383,17139416
2384,17139418
2385,17139428
2386,17139430
2387,17139435
2388,17139445
2389,17139461
2390,17139466
2391,17139499
2392,17139522
2393,17139523
2394,17139537
2395,17139540
2396,17139546
2397,17139550
2398,17139590
2399,17139598
2400,17139605
2401,17139621
2402,17139637
2403,17139642
2404,17139680
2405,17139684
2406,17139698
2407,17139732
2408,17139745
2409,17139746
2410,17139762
2411,17139775
2412,17139806
2413,17139811
2414,17139826
2415,17139838
2416,17139856
2417,17139877
2418,17139889
2419,17139904
2420,17139906
2421,17139908
2422,17139916
2423,17139935
2424,17139974
2425,17139975
2426,17139985
2427,17139992
2428,17139998
2429,17140049
2430,17140091
2431,17140106
2432,17140170
2433,17140194
2434,17140240
2435,17140252
2436,17140267
2437,17140280
2438,17140340
2439,17140344
2440,17140346
2441,17140354
2442,17140361
2443,17140433
2444,17140454
2445,17140479
2446,17140491
2447,17140495
2448,17140500
2449,17140537
2450,17140538
2451,17140552
2452,17140583
2453,17140593
2454,17140636
2455,17140638
2456,17140639
2457,17140668
2458,17140670
2459,17140675
2460,17140680
2461,17140699
2462,17140715
2463,17140745
2464,17140754
2465,17140778
2466,17140780
2467,17140787
2468,17140796
2469,17140820
2470,17140840
2471,17140860
2472,17140870
2473,17140911
2474,17140941
2475,17140943
2476,17140976
2477,17141008
2478,17141021
2479,17141029
2480,17141033
2481,17141037
2482,17141041
2483,17141060
2484,17141065
2485,17141097
2486,17141102
2487,17141136
2488,17141172
2489,17141177
2490,17141191
2491,17141192
2492,17141195
2493,17141221
2494,17141224
2495,17141243
2496,17141248
2497,17141251
2498,17141275
2499,17141317
2500,17141346
2501,17141366
2502,17141380
2503,17141430
2504,17141431
2505,17141433
2506,17141454
2507,17141466
2508,17141478
2509,17141481
2510,17141482
2511,17141510
2512,17141518
2513,17141526
2514,17141527
2515,17141551
2516,17141589
2517,17141593
2518,17141607
2519,17141616
2520,17141635
2521,17141645
2522,17141660
2523,17141661
2524,17141676
2525,17141684
2526,17141701
2527,17141724
2528,17141733
2529,17141740
2530,17141741
2531,17141767
2532,17141788
2533,17141792
2534,17141819
2535,17141821
2536,17141834
2537,17141835
2538,17141852
2539,17141857
2540,17141862
2541,17141872
2542,17141874
2543,17141875
2544,17141876
2545,17141891
2546,17141909
2547,17141918
2548,17141933
2549,17141939
2550,17141942
2551,17141957
2552,17141984
2553,17141992
2554,17141995
2555,17141996
2556,17142005
2557,17142113
2558,17142121
2559,17142138
2560,17142139
2561,17142145
2562,17142152
2563,17142156
2564,17142190
2565,17142200
2566,17142207
2567,17142225
2568,17142230
2569,17142231
2570,17142257
2571,17142290
2572,17142315
2573,17142397
2574,17142403
2575,17142417
2576,17142435
2577,17142453
2578,17142471
2579,17142480
2580,17142488
2581,17142494
2582,17142504
2583,17142510
2584,17142512
2585,17142519
2586,17142529
2587,17142560
2588,17142566
2589,17142587
2590,17142593
2591,17142602
2592,17142619
2593,17142630
2594,17142654
2595,17142655
2596,17142657
2597,17142667
2598,17142734
2599,17142741
2600,17142749
2601,17142769
2602,17142783
2603,17142791
2604,17142818
2605,17142846
2606,17142858
2607,17142871
2608,17142879
2609,17142894
2610,17142909
2611,17142915
2612,17142921
2613,17142936
2614,17142938
2615,17143004
2616,17143009
2617,17143031
2618,17143039
2619,17143116
2620,17143118
2621,17143144
2622,17143149
2623,17143154
2624,17143162
2625,17143190
2626,17143193
2627,17143194
2628,17143207
2629,17143210
2630,17143213
2631,17143227
2632,17143232
2633,17143258
2634,17143262
2635,17143284
2636,17143340
2637,17143343
2638,17143357
2639,17143386
2640,17143391
2641,17143416
2642,17143422
2643,17143424
2644,17143425
2645,17143447
2646,17143483
2647,17143488
2648,17143489
2649,17143506
2650,17143513
2651,17143524
2652,17143533
2653,17143545
2654,17143559
2655,17143564
2656,17143572
2657,17143582
2658,17143600
2659,17143620
2660,17143626
2661,17143634
2662,17143635
2663,17143662
2664,17143713
2665,17143720
2666,17143721
2667,17143727
2668,17143729
2669,17143730
2670,17143731
2671,17143733
2672,17143746
2673,17143758
2674,17143766
2675,17143777
2676,17143785
2677,17143824
2678,17143830
2679,17143846
2680,17143866
2681,17143875
2682,17143895
2683,17143896
2684,17143964
2685,17143992
2686,17144009
2687,17144026
2688,17144039
2689,17144045
2690,17144049
2691,17144076
2692,17144080
2693,17144098
2694,17144106
2695,17144118
2696,17144143
2697,17144152
2698,17144155
2699,17144169
2700,17144198
2701,17144210
2702,17144220
2703,17144227
2704,17144239
2705,17144243
2706,17144258
2707,17144272
2708,17144283
2709,17144288
2710,17144290
2711,17144301
2712,17144304
2713,17144328
2714,17144348
2715,17144355
2716,17144365
2717,17144379
2718,17144401
2719,17144402
2720,17144405
2721,17144409
2722,17144473
2723,17144480
2724,17144505
2725,17144539
2726,17144573
2727,17144596
2728,17144618
2729,17144634
2730,17144651
2731,17144658
2732,17144678
2733,17144686
2734,17144691
2735,17144694
2736,17144697
2737,17144704
2738,17144707
2739,17144727
2740,17144734
2741,17144776
2742,17144780
2743,17144826
2744,17144837
2745,17144860
2746,17144888
2747,17144929
2748,17144966
2749,17144969
2750,17144997
2751,17145017
2752,17145024
2753,17145026
2754,17145077
2755,17145129
2756,17145142
2757,17145161
2758,17145181
2759,17145226
2760,17145229
2761,17145253
2762,17145287
2763,17145288
2764,17145296
2765,17145297
2766,17145304
2767,17145321
2768,17145367
2769,17145391
2770,17145438
2771,17145481
2772,17145496
2773,17145510
2774,17145525
2775,17145542
2776,17145553
2777,17145559
2778,17145572
2779,17145575
2780,17145593
2781,17145597
2782,17145673
2783,17145710
2784,17145717
2785,17145730
2786,17145746
2787,17145787
2788,17145802
2789,17145804
2790,17145806
2791,17145820
2792,17145827
2793,17145841
2794,17145854
2795,17145855
2796,17145866
2797,17145915
2798,17145942
2799,17145958
2800,17145961
2801,17145966
2802,17145989
2803,17146074
2804,17146076
2805,17146110
2806,17146125
2807,17146129
2808,17146131
2809,17146188
2810,17146196
2811,17146225
2812,17146241
2813,17146267
2814,17146285
2815,17146294
2816,17146317
2817,17146337
2818,17146342
2819,17146346
2820,17146354
2821,17146362
2822,17146377
2823,17146403
2824,17146412
2825,17146453
2826,17146454
2827,17146467
2828,17146494
2829,17146518
2830,17146520
2831,17146548
2832,17146552
2833,17146565
2834,17146594
2835,17146597
2836,17146604
2837,17146631
2838,17146643
2839,17146662
2840,17146694
2841,17146735
2842,17146764
2843,17146778
2844,17146787
2845,17146795
2846,17146797
2847,17146806
2848,17146828
2849,17146850
2850,17146892
2851,17146917
2852,17146924
2853,17146955
2854,17146962
2855,17146988
2856,17146990
2857,17146991
2858,17146999
2859,17147020
2860,17147043
2861,17147056
2862,17147086
2863,17147104
2864,17147112
2865,17147113
2866,17147124
2867,17147173
2868,17147175
2869,17147188
2870,17147215
2871,17147240
2872,17147265
2873,17147330
2874,17147337
2875,17147353
2876,17147378
2877,17147385
2878,17147408
2879,17147419
2880,17147441
2881,17147454
2882,17147461
2883,17147465
2884,17147472
2885,17147485
2886,17147528
2887,17147547
2888,17147562
2889,17147565
2890,17147570
2891,17147576
2892,17147589
2893,17147592
2894,17147596
2895,17147651
2896,17147656
2897,17147692
2898,17147693
2899,17147694
2900,17147731
2901,17147734
2902,17147739
2903,17147753
2904,17147761
2905,17147797
2906,17147804
2907,17147826
2908,17147846
2909,17147849
2910,17147879
2911,17147904
2912,17147949
2913,17148005
2914,17148010
2915,17148013
2916,17148018
2917,17148025
2918,17148035
2919,17148070
2920,17148102
2921,17148155
2922,17148181
2923,17148185
2924,17148201
2925,17148208
2926,17148214
2927,17148236
2928,17148237
2929,17148285
2930,17148317
2931,17148394
2932,17148416
2933,17148429
2934,17148435
2935,17148442
2936,17148459
2937,17148464
2938,17148485
2939,17148522
2940,17148555
2941,17148574
2942,17148586
2943,17148628
2944,17148644
2945,17148649
2946,17148682
2947,17148696
2948,17148698
2949,17148744
2950,17148792
2951,17148793
2952,17148797
2953,17148800
2954,17148836
2955,17148840
2956,17148852
2957,17148857
2958,17148869
2959,17148886
2960,17148930
2961,17148953
2962,17148956
2963,17148963
2964,17148964
2965,17148969
2966,17149056
2967,17149083
2968,17149123
2969,17149131
2970,17149139
2971,17149170
2972,17149247
2973,17149285
2974,17149293
2975,17149307
2976,17149340
2977,17149352
2978,17149370
2979,17149376
2980,17149378
2981,17149380
2982,17149409
2983,17149415
2984,17149431
2985,17149445
2986,17149451
2987,17149455
2988,17149457
2989,17149461
2990,17149507
2991,17149509
2992,17149515
2993,17149527
2994,17149530
2995,17149541
2996,17149545
2997,17149554
2998,17149585
2999,17149590
3000,17149591
3001,17149596
3002,17149600
3003,17149604
3004,17149610
3005,17149617
3006,17149632
3007,17149650
3008,17149659
3009,17149666
3010,17149709
3011,17149732
3012,17149733
3013,17149740
3014,17149767
3015,17149769
3016,17149778
3017,17149779
3018,17149787
3019,17149804
3020,17149809
3021,17149879
3022,17149891
3023,17149910
3024,17149922
3025,17149932
3026,17149941
3027,17149957
3028,17149968
3029,17149976
3030,17149978
3031,17149981
3032,17150008
3033,17150013
3034,17150040
3035,17150053
3036,17150054
3037,17150055
3038,17150062
3039,17150075
3040,17150094
3041,17150099
3042,17150131
3043,17150182
3044,17150187
3045,17150201
3046,17150239
3047,17150252
3048,17150310
3049,17150330
3050,17150363
3051,17150383
3052,17150400
3053,17150407
3054,17150429
3055,17150433
3056,17150435
3057,17150442
3058,17150465
3059,17150472
3060,17150482
3061,17150510
3062,17150551
3063,17150556
3064,17150579
3065,17150599
3066,17150601
3067,17150604
3068,17150626
3069,17150630
3070,17150640
3071,17150665
3072,17150680
3073,17150704
3074,17150710
3075,17150740
3076,17150777
3077,17150843
3078,17150847
3079,17150862
3080,17150887
3081,17150903
3082,17150909
3083,17150910
3084,17150926
3085,17150962
3086,17150965
3087,17150966
3088,17150980
3089,17150985
3090,17150989
3091,17151010
3092,17151015
3093,17151020
3094,17151029
3095,17151037
3096,17151058
3097,17151104
3098,17151143
3099,17151146
3100,17151147
3101,17151149
3102,17151176
3103,17151183
3104,17151187
3105,17151195
3106,17151210
3107,17151226
3108,17151250
3109,17151274
3110,17151276
3111,17151281
3112,17151285
3113,17151330
3114,17151337
3115,17151353
3116,17151383
3117,17151403
3118,17151460
3119,17151475
3120,17151499
3121,17151532
3122,17151561
3123,17151576
3124,17151599
3125,17151656
3126,17151716
3127,17151738
3128,17151752
3129,17151780
3130,17151815
3131,17151829
3132,17151831
3133,17151871
3134,17151878
3135,17151880
3136,17151897
3137,17151899
3138,17151904
3139,17151907
3140,17151910
3141,17151922
3142,17151937
3143,17151945
3144,17151946
3145,17151950
3146,17151952
3147,17151956
3148,17151959
3149,17151969
3150,17151982
3151,17152001
3152,17152004
3153,17152005
3154,17152030
3155,17152084
3156,17152103
3157,17152109
3158,17152111
3159,17152128
3160,17152132
3161,17152166
3162,17152190
3163,17152198
3164,17152201
3165,17152213
3166,17152221
3167,17152224
3168,17152237
3169,17152238
3170,17152254
3171,17152256
3172,17152271
3173,17152296
3174,17152299
3175,17152300
3176,17152301
3177,17152333
3178,17152342
3179,17152366
3180,17152390
3181,17152399
3182,17152409
3183,17152448
3184,17152451
3185,17152456
3186,17152464
3187,17152467
3188,17152493
3189,17152560
3190,17152651
3191,17152659
3192,17152669
3193,17152671
3194,17152753
3195,17152789
3196,17152800
3197,17152803
3198,17152808
3199,17152811
3200,17152868
3201,17152887
3202,17152913
3203,17152961
3204,17152989
3205,17153024
3206,17153047
3207,17153080
3208,17153085
3209,17153090
3210,17153104
3211,17153107
3212,17153116
3213,17153126
3214,17153138
3215,17153145
3216,17153159
3217,17153205
3218,17153211
3219,17153217
3220,17153226
3221,17153243
3222,17153262
3223,17153287
3224,17153305
3225,17153336
3226,17153339
3227,17153348
3228,17153367
3229,17153384
3230,17153388
3231,17153392
3232,17153397
3233,17153398
3234,17153412
3235,17153414
3236,17153424
3237,17153443
3238,17153444
3239,17153468
3240,17153479
3241,17153493
3242,17153506
3243,17153553
3244,17153563
3245,17153586
3246,17153587
3247,17153608
3248,17153614
3249,17153632
3250,17153681
3251,17153688
3252,17153690
3253,17153702
3254,17153716
3255,17153725
3256,17153730
3257,17153749
3258,17153751
3259,17153788
3260,17153829
3261,17153832
3262,17153834
3263,17153852
3264,17153860
3265,17153865
3266,17153913
3267,17153932
3268,17153959
3269,17153978
3270,17154020
3271,17154101
3272,17154108
3273,17154129
3274,17154152
3275,17154199
3276,191041233
3277,191017190
3278,191029548
3279,191039558
3280,191048993
3281,191044744
3282,191044534
3283,191006702
3284,191020003
3285,191044941
3286,191004434
3287,191042136
3288,191020031
3289,191050518
3290,191046709
3291,191019175
3292,191009465
3293,191014442
3294,191008894
3295,191014711
3296,191000347
3297,191018007
3298,191024670
3299,191017353
3300,191024553
3301,191002390
3302,191002584
3303,191006865
3304,191044182
3305,191004082
3306,191031457
3307,191028450
3308,191037748
3309,191049981
3310,191013069
3311,191008763
3312,191000782
3313,191048081
3314,192009014
3315,191001673
3316,191024054
3317,191022097
3318,191012513
3319,191045707
3320,191044506
3321,191033734
3322,191007278
3323,191040816
3324,191046048
3325,191042983
3326,191041728
3327,192008353
3328,192010344
3329,191004800
3330,191051496
3331,191044398
3332,192000401
3333,191027319
3334,191051935
3335,191046597
3336,191005382
3337,191034577
3338,191032674
3339,191046559
3340,191028728
3341,191047279
3342,192016339
3343,191050923
3344,191017305
3345,191000262
3346,191013527
3347,191033478
3348,191032404
3349,192016120
3350,191031719
3351,191051715
3352,191013603
3353,191003893
3354,191019618
3355,191044309
3356,191025567
3357,191051612
3358,191044279
3359,191011470
3360,192003328
3361,191031683
3362,191051637
3363,191042751
3364,191047393
3365,191018044
3366,191024725
3367,191018771
3368,191028804
3369,191050460
3370,191024571
3371,191051756
3372,191024980
3373,191009807
3374,191031159
3375,191026969
3376,191003795
3377,191037691
3378,191044322
3379,191029584
3380,191046905
3381,191050791
3382,191014026
3383,191007024
3384,191048897
3385,192009753
3386,192007422
3387,191001759
3388,191018692
3389,191052036
3390,191017483
3391,191047962
3392,192007369
3393,191024368
3394,191026691
3395,192001785
3396,191043142
3397,191017697
3398,192002837
3399,191000396
3400,191009432
3401,191002083
3402,191047940
3403,191050050
3404,191011781
3405,191016962
3406,191031292
3407,191024441
3408,191028301
3409,191024849
3410,191044472
3411,191014117
3412,191007300
3413,191003306
3414,191005361
3415,191033638
3416,191038959
3417,191001698
3418,191003907
3419,191044974
3420,191006877
3421,191043129
3422,191022879
3423,191000874
3424,191033047
3425,191021959
3426,191028446
3427,191022287
3428,191018968
3429,191031221
3430,191025108
3431,192002719
3432,191012914
3433,191002330
3434,191008687
3435,191042131
3436,191005465
3437,191009632
3438,191008892
3439,191016132
3440,191042909
3441,191025627
3442,191032252
3443,191017090
3444,191013517
3445,192015240
3446,191038925
3447,191031999
3448,191029580
3449,191016037
3450,191040893
3451,191000154
3452,191005865
3453,191013631
3454,191051155
3455,191036090
3456,191004671
3457,191003577
3458,191037278
3459,191006405
3460,191009808
3461,191013567
3462,191028154
3463,191008341
3464,191025304
3465,191036450
3466,191038503
3467,191016275
3468,191004799
3469,191048384
3470,191015915
3471,191014175
3472,191045033
3473,191013331
3474,192001609
3475,191043137
3476,191039433
3477,191011025
3478,191044008
3479,191042647
3480,191016326
3481,191047500
3482,191014477
3483,191000873
3484,191002211
3485,191000722
3486,191049126
3487,191047568
3488,191038305
3489,191041943
3490,191021279
3491,191020154
3492,191017590
3493,191008789
3494,191002564
3495,191050433
3496,191051609
3497,191024876
3498,191011572
3499,191021595
3500,191019330
3501,191033246
3502,191049384
3503,191048966
3504,191047067
3505,191009008
3506,191000131
3507,191031010
3508,191037663
3509,191015656
3510,192007110
3511,191044609
3512,191037795
3513,191021337
3514,191052224
3515,191009256
3516,191002348
3517,192012614
3518,191001040
3519,192009992
3520,191046216
3521,191016045
3522,192002209
3523,191022830
3524,191001174
3525,192014238
3526,191006642
3527,191017573
3528,191045774
3529,191037918
3530,191037638
3531,191043559
3532,191019337
3533,191038722
3534,191030151
3535,191035019
3536,191013051
3537,191001700
3538,191004453
3539,191049724
3540,191006367
3541,191028907
3542,191013725
3543,191048423
3544,191011196
3545,191022058
3546,192015272
3547,191008498
3548,191050750
3549,191039233
3550,191027724
3551,191051415
3552,192003346
3553,191042063
3554,191028447
3555,191045182
3556,192011561
3557,191047654
3558,191048705
3559,191052590
3560,191030716
3561,191025647
3562,191046897
3563,191024397
3564,191041776
3565,191016902
3566,191014549
3567,192010415
3568,191012216
3569,191038197
3570,191046051
3571,191034460
3572,191024245
3573,191019044
3574,191051520
3575,191028411
3576,191019203
3577,191044284
3578,191016213
3579,191021827
3580,191038563
3581,191047856
3582,191018034
3583,191048987
3584,191008039
3585,191037291
3586,192002352
3587,192003096
3588,191048604
3589,191043610
3590,191002389
3591,191006818
3592,192006823
3593,191047698
3594,191023302
3595,191021162
3596,191014635
3597,191012146
3598,192013280
3599,191020847
3600,191028560
3601,191010175
3602,191048921
3603,191020013
3604,191045430
3605,191017302
3606,191029466
3607,191039479
3608,192017935
3609,192010950
3610,191049378
3611,192006034
3612,191048859
3613,191048268
3614,191034469
3615,191008739
3616,191016499
3617,191041717
3618,191040245
3619,191027280
3620,191011182
3621,191023568
3622,191001361
3623,191000142
3624,191038988
3625,191003036
3626,192012118
3627,191037564
3628,191014351
3629,191014988
3630,191031428
3631,191052375
3632,191020451
3633,191045203
3634,191010170
3635,191045499
3636,191005127
3637,191043365
3638,191050850
3639,191050052
3640,191032142
3641,192007196
3642,192013909
3643,191006490
3644,191030701
3645,191012224
3646,191041802
3647,191023167
3648,191011859
3649,191049854
3650,191044879
3651,191016701
3652,192007649
3653,191020747
3654,191000711
3655,191040319
3656,191004352
3657,191028679
3658,192007948
3659,191028049
3660,191020816
3661,192014971
3662,191050646
3663,191018769
3664,191012259
3665,191000145
3666,191048165
3667,191028394
3668,191008857
3669,192012835
3670,191046475
3671,191013965
3672,191001396
3673,191040500
3674,191015090
3675,191050339
3676,191002296
3677,191022158
3678,191036821
3679,191032089
3680,191012783
3681,191049813
3682,191037453
3683,191001070
3684,191017909
3685,191041254
3686,191045911
3687,192001227
3688,191018061
3689,191023318
3690,191031657
3691,191051771
3692,192009977
3693,191000888
3694,191036257
3695,191037277
3696,191036534
3697,191012435
3698,191005721
3699,191029740
3700,191002674
3701,191016136
3702,191008543
3703,191031285
3704,191003855
3705,191025169
3706,191013192
3707,191012707
3708,191051483
3709,191040028
3710,191032264
3711,191028752
3712,191016520
3713,191045072
3714,191051072
3715,191001933
3716,192000691
3717,191026158
3718,191010845
3719,192010616
3720,191041025
3721,191036228
3722,191019688
3723,191038451
3724,192015576
3725,191014836
3726,191008683
3727,191021357
3728,191006841
3729,191015857
3730,191019980
3731,191004973
3732,191017570
3733,191041757
3734,191015195
3735,192011120
3736,191000001
3737,191038522
3738,191026918
3739,191003182
3740,192003953
3741,191023584
3742,191036648
3743,192012086
3744,191045351
3745,192018304
3746,191031894
3747,191032634
3748,192000189
3749,191040111
3750,191022560
3751,191010245
3752,191022628
3753,191042069
3754,191039865
3755,191033436
3756,191011997
3757,191021368
3758,191048964
3759,191031656
3760,192014507
3761,191028826
3762,191041942
3763,191025447
3764,191010980
3765,192003347
3766,191006685
3767,191020453
3768,191032610
3769,191005103
3770,191004952
3771,191002944
3772,191030446
3773,191006634
3774,191036219
3775,191014914
3776,191020612
3777,191009660
3778,192015188
3779,191043359
3780,191044067
3781,191037287
3782,191032787
3783,191028380
3784,191006804
3785,191030739
3786,191034762
3787,191033469
3788,191008858
3789,191002958
3790,191051613
3791,192006199
3792,191025006
3793,191020714
3794,191018362
3795,191013208
3796,191041619
3797,191028290
3798,191015335
3799,191051996
3800,191000717
3801,191050278
3802,191007557
3803,191001429
3804,191005819
3805,192006099
3806,191026699
3807,191033128
3808,192016615
3809,191001493
3810,191004698
3811,191016041
3812,191033221
3813,191030748
3814,191012112
3815,191044709
3816,191008706
3817,191023021
3818,191008767
3819,191023063
3820,191006981
3821,191005877
3822,191036845
3823,191016539
3824,191024673
3825,191040045
3826,191033624
3827,191052462
3828,191031376
3829,191012135
3830,191037604
3831,191037324
3832,191020412
3833,191017603
3834,191021299
3835,192009667
3836,191003031
3837,191047827
3838,191024690
3839,192010054
3840,191008224
3841,191031393
3842,191029205
3843,191007580
3844,191021945
3845,191023828
3846,191029666
3847,191011677
3848,191049371
3849,191042071
3850,191041304
3851,191049209
3852,191009787
3853,191047830
3854,191028205
3855,192004301
3856,192008314
3857,191012970
3858,192000501
3859,191021833
3860,191036072
3861,191030668
3862,191020089
3863,191051074
3864,191003227
3865,191050639
3866,191011435
3867,191004329
3868,191015396
3869,191029724
3870,191037223
3871,192016387
3872,191039718
3873,191026053
3874,191000535
3875,191042779
3876,191029037
3877,192017308
3878,191048675
3879,191022461
3880,191029383
3881,191036345
3882,191017842
3883,191037125
3884,191013989
3885,191022690
3886,191005716
3887,191049128
3888,191029719
3889,191015383
3890,191049487
3891,191004566
3892,191005958
3893,191018471
3894,191030277
3895,191025494
3896,191029048
3897,191045639
3898,191009898
3899,191032636
3900,191030306
3901,192016135
3902,191007908
3903,192016109
3904,191051525
3905,192009627
3906,191029827
3907,191007398
3908,192016164
3909,191024103
3910,191001067
3911,191032230
3912,191041171
3913,191025513
3914,191052126
3915,191016767
3916,191012019
3917,191021653
3918,191007689
3919,191026405
3920,192016889
3921,191007252
3922,191003993
3923,191027775
3924,191007249
3925,191017994
3926,191001162
3927,191036343
3928,192001317
3929,191027022
3930,191022185
3931,191017370
3932,191049035
3933,191016491
3934,191015995
3935,191030755
3936,191028956
3937,191042994
3938,191037269
3939,192000507
3940,191036527
3941,191018019
3942,191004425
3943,191048032
3944,191050318
3945,191029221
3946,191022844
3947,191047364
3948,192005402
3949,191036091
3950,191049707
3951,191016779
3952,191052187
3953,191023322
3954,192002622
3955,191041091
3956,191037904
3957,192000943
3958,191035485
3959,192009808
3960,191031235
3961,192017780
3962,191018842
3963,191052028
3964,191037257
3965,192006070
3966,191025499
3967,191016713
3968,191036611
3969,192000614
3970,191026798
3971,191006204
3972,191026011
3973,191048018
3974,191006523
3975,191043613
3976,191043643
3977,191001960
3978,191048274
3979,192001145
3980,191004408
3981,191033938
3982,191026353
3983,192015440
3984,191000410
3985,191031864
3986,191022888
3987,191046869
3988,191044084
3989,191008847
3990,191017385
3991,191003068
3992,191049733
3993,191040062
3994,191019998
3995,192015744
3996,191036469
3997,191000345
3998,191001502
3999,191008702
4000,191001755
4001,191017083
4002,192013009
4003,191016398
4004,191012423
4005,191044848
4006,191007599
4007,191043317
4008,191022012
4009,191038159
4010,191010405
4011,191035042
4012,191024974
4013,191048055
4014,191041134
4015,191049811
4016,191012079
4017,191001694
4018,191039190
4019,191026618
4020,191045259
4021,191032361
4022,191028870
4023,191038176
4024,191038189
4025,191016896
4026,192016844
4027,191025291
4028,191035184
4029,192007364
4030,191028043
4031,191007660
4032,191047318
4033,191011190
4034,191017940
4035,191017900
4036,191049872
4037,191036944
4038,191021425
4039,191045523
4040,191004013
4041,191034123
4042,191029890
4043,191028119
4044,191047526
4045,192018425
4046,191049379
4047,191009978
4048,191047667
4049,192009823
4050,191019684
4051,191037722
4052,191022004
4053,191049597
4054,191001849
4055,191028508
4056,191028445
4057,191030199
4058,191003072
4059,191017751
4060,191029117
4061,191026014
4062,191008034
4063,191032711
4064,191026063
4065,191037405
4066,192017213
4067,191021160
4068,191005915
4069,191037934
4070,191003048
4071,191004204
4072,192017305
4073,191042965
4074,191010429
4075,191024898
4076,191024929
4077,191018467
4078,191045954
4079,191029340
4080,191012352
4081,191029206
4082,191001829
4083,191048498
4084,191021969
4085,191029904
4086,191041251
4087,191044209
4088,191021200
4089,191016253
4090,191047725
4091,191018105
4092,191007350
4093,191021466
4094,192003236
4095,191001935
4096,191045708
4097,191017410
4098,191029275
4099,191021799
4100,191022905
4101,191005129
4102,192005629
4103,191002359
4104,191042570
4105,191050611
4106,192003214
4107,192004303
4108,191027501
4109,191002253
4110,191021665
4111,191029432
4112,192004460
4113,191042236
4114,191010435
4115,191015043
4116,191036585
4117,191039362
4118,191017347
4119,191034124
4120,191008614
4121,191045372
4122,192017801
4123,191030998
4124,191017055
4125,191008093
4126,191047563
4127,192000940
4128,191044305
4129,191022809
4130,191050538
4131,191018738
4132,191010039
4133,191049050
4134,191047053
4135,191015234
4136,191052016
4137,191043773
4138,191016711
