trip_id,person_id,household_id,tour_id,outbound,purpose,destination,origin,depart,trip_mode
9.0,4842,3005,1.0,True,othmaint,3508,32658,9.0,SHARED2FREE
10.0,4842,3005,1.0,True,shopping,1057,3508,10.0,SHARED2FREE
13.0,4842,3005,1.0,False,Home,32658,1057,10.0,SHARED2FREE
17.0,4842,3005,2.0,True,social,15792,32658,11.0,DRIVEALONEFREE
21.0,4842,3005,2.0,False,Home,32658,15792,15.0,DRIVEALONEFREE
25.0,4843,3005,3.0,True,othmaint,3508,32658,9.0,SHARED2FREE
26.0,4843,3005,3.0,True,shopping,1057,3508,10.0,SHARED2FREE
29.0,4843,3005,3.0,False,Home,32658,1057,10.0,SHARED2FREE
33.0,4844,4818,4.0,True,work,7163,25299,8.0,WALK
37.0,4844,4818,4.0,False,Home,25299,7163,11.0,WALK
41.0,4844,4818,5.0,True,shopping,5173,25299,12.0,DRIVEALONEFREE
45.0,4844,4818,5.0,False,Home,25299,5173,13.0,DRIVEALONEFREE
49.0,4844,4818,6.0,True,shopping,7735,25299,16.0,WALK
53.0,4844,4818,6.0,False,Home,25299,7735,16.0,WALK
57.0,4844,4818,7.0,True,univ,23535,25299,17.0,BIKE
61.0,4844,4818,7.0,False,Home,25299,23535,17.0,BIKE
65.0,4845,4818,8.0,True,escort,30748,25299,8.0,SHARED2FREE
69.0,4845,4818,8.0,False,Home,25299,30748,8.0,DRIVEALONEFREE
73.0,4845,4818,9.0,True,work,12667,25299,12.0,WALK
77.0,4845,4818,9.0,False,Home,25299,12667,20.0,WALK_LOC
81.0,4846,4818,10.0,True,school,33583,25299,8.0,SHARED2FREE
85.0,4846,4818,10.0,False,Home,25299,33583,17.0,BIKE
89.0,4847,3142,11.0,True,othmaint,3632,21464,13.0,WALK_LOC
90.0,4847,3142,11.0,True,othmaint,12598,3632,13.0,WALK
91.0,4847,3142,11.0,True,othmaint,21187,12598,15.0,WALK
92.0,4847,3142,11.0,True,eatout,31676,21187,15.0,WALK_LOC
93.0,4847,3142,11.0,False,Home,21464,31676,18.0,WALK_LOC
129.0,4849,3647,16.0,True,othmaint,48433,46601,8.0,DRIVEALONEFREE
133.0,4849,3647,16.0,False,othmaint,45550,48433,9.0,DRIVEALONEFREE
134.0,4849,3647,16.0,False,othmaint,45443,45550,10.0,DRIVEALONEFREE
135.0,4849,3647,16.0,False,shopping,46237,45443,10.0,DRIVEALONEFREE
136.0,4849,3647,16.0,False,Home,46601,46237,10.0,DRIVEALONEFREE
137.0,4850,5074,17.0,True,escort,32076,25620,7.0,DRIVEALONEFREE
141.0,4850,5074,17.0,False,shopping,19501,32076,16.0,DRIVEALONEFREE
142.0,4850,5074,17.0,False,Home,25620,19501,17.0,DRIVEALONEFREE
145.0,2,1861,18.0,True,work,34769,30000,9.0,Other
149.0,2,1861,18.0,False,Home,30000,34769,16.0,Other
153.0,3,1861,19.0,True,work,21009,30000,9.0,WALK
157.0,3,1861,19.0,False,Home,30000,21009,19.0,WALK
161.0,4851,5265,20.0,True,work,21163,15699,7.0,DRIVEALONEFREE
165.0,4851,5265,20.0,False,work,19390,21163,10.0,DRIVEALONEFREE
166.0,4851,5265,20.0,False,work,21162,19390,12.0,DRIVEALONEFREE
167.0,4851,5265,20.0,False,Home,15699,21162,15.0,DRIVEALONEFREE
169.0,4851,5265,21.0,True,othmaint,22160,15699,18.0,SHARED2FREE
173.0,4851,5265,21.0,False,Home,15699,22160,20.0,SHARED2FREE
177.0,4852,5265,22.0,True,work,7721,15699,6.0,DRIVEALONEFREE
181.0,4852,5265,22.0,False,othdiscr,19392,7721,11.0,DRIVEALONEFREE
182.0,4852,5265,22.0,False,Home,15699,19392,13.0,DRIVEALONEFREE
185.0,4852,5265,23.0,True,othmaint,22160,15699,18.0,SHARED2FREE
189.0,4852,5265,23.0,False,Home,15699,22160,20.0,SHARED2FREE
193.0,4853,5265,24.0,True,school,19390,15699,8.0,WALK
197.0,4853,5265,24.0,False,Home,15699,19390,11.0,WALK
201.0,4853,5265,25.0,True,school,19390,15699,12.0,WALK
205.0,4853,5265,25.0,False,Home,15699,19390,16.0,WALK
209.0,4854,5265,26.0,True,school,18320,15699,7.0,BIKE
213.0,4854,5265,26.0,False,othmaint,30958,18320,17.0,WALK
214.0,4854,5265,26.0,False,Home,15699,30958,20.0,WALK
233.0,10008,8238,29.0,True,work,62686,12021,5.0,SHARED3FREE
237.0,10008,8238,29.0,False,Home,12021,62686,14.0,SHARED3FREE
241.0,10009,8238,30.0,True,work,12319,12021,9.0,DRIVEALONEFREE
245.0,10009,8238,30.0,False,Home,12021,12319,18.0,DRIVEALONEFREE
257.0,10011,8238,32.0,True,school,30594,12021,7.0,SHARED2FREE
261.0,10011,8238,32.0,False,Home,12021,30594,14.0,WALK
265.0,7,1529,33.0,True,escort,8883,3305,9.0,SHARED3FREE
269.0,7,1529,33.0,False,Home,3305,8883,9.0,SHARED2FREE
273.0,7,1529,34.0,True,escort,8883,3305,15.0,SHARED2FREE
277.0,7,1529,34.0,False,Home,3305,8883,15.0,SHARED3FREE
281.0,8,1529,35.0,True,work,18493,3305,8.0,DRIVEALONEFREE
285.0,8,1529,35.0,False,Home,3305,18493,20.0,DRIVEALONEFREE
289.0,9,1529,36.0,True,school,2090,3305,9.0,SHARED3FREE
293.0,9,1529,36.0,False,Home,3305,2090,15.0,SHARED3FREE
297.0,10,1529,37.0,True,escort,8883,3305,9.0,SHARED3FREE
301.0,10,1529,37.0,False,Home,3305,8883,9.0,SHARED2FREE
305.0,10,1529,38.0,True,escort,8883,3305,15.0,SHARED2FREE
309.0,10,1529,38.0,False,Home,3305,8883,15.0,SHARED3FREE
329.0,4855,6027,41.0,True,work,18228,21967,17.0,DRIVEALONEFREE
330.0,4855,6027,41.0,True,othdiscr,7982,18228,20.0,DRIVEALONEFREE
333.0,4855,6027,41.0,False,Home,21967,7982,22.0,DRIVEALONEFREE
337.0,4856,6027,42.0,True,escort,5860,21967,8.0,WALK
341.0,4856,6027,42.0,False,Home,21967,5860,8.0,WALK
345.0,4856,6027,43.0,True,shopping,17576,21967,9.0,DRIVEALONEFREE
346.0,4856,6027,43.0,True,work,23209,17576,9.0,DRIVEALONEFREE
