household_id,home_zone_id,income,hhsize,HHT,auto_ownership,num_workers,joint_tour_frequency
106,20942,250000,1,1,1,0,0_tours
107,10961,30000,1,1,1,1,0_tours
108,16176,175000,5,1,2,2,0_tours
109,13170,125000,1,1,1,1,0_tours
110,2594,87500,4,1,2,1,0_tours
111,33320,175000,2,1,3,2,0_tours
112,23695,17500,4,1,0,0,0_tours
113,15683,62500,1,1,1,1,0_tours
114,9407,42500,1,1,1,1,0_tours
115,23975,42500,2,1,1,2,0_tours
116,27644,87500,1,1,1,1,0_tours
117,16194,125000,2,1,2,2,0_tours
118,12384,87500,2,1,2,2,0_tours
119,5352,62500,2,1,0,2,0_tours
120,24321,250000,3,1,2,2,0_tours
121,20544,42500,2,1,0,2,0_tours
122,21893,175000,1,1,1,1,0_tours
123,5804,87500,1,1,1,1,0_tours
124,5804,62500,1,1,1,1,0_tours
125,7973,30000,1,1,1,1,0_tours
126,20665,17500,2,1,0,1,0_tours
127,13932,225000,3,1,3,2,0_tours
128,22442,62500,2,1,1,0,0_tours
129,22442,30000,1,1,1,0,0_tours
130,22442,62500,1,1,0,0,0_tours
131,22442,175000,2,1,2,1,0_tours
132,22442,225000,2,1,1,1,0_tours
133,22442,250000,2,1,1,2,0_tours
134,22442,-1,1,1,1,1,0_tours
135,22442,87500,2,1,0,1,0_tours
136,22442,125000,1,1,0,0,0_tours
137,22442,125000,1,1,0,1,0_tours
138,22442,125000,3,1,1,1,0_tours
139,22442,62500,1,1,0,1,0_tours
141,64683,62500,2,1,3,0,0_tours
142,6885,175000,2,1,2,2,0_tours
143,60968,62500,1,1,2,0,0_tours
144,26119,125000,3,1,2,3,0_tours
145,20665,42500,2,1,1,2,0_tours
146,816,175000,2,1,1,2,0_tours
147,12125,42500,2,1,2,2,0_tours
148,31523,87500,4,1,2,2,0_tours
149,5146,87500,1,1,1,1,0_tours
150,23515,62500,1,1,0,1,0_tours
151,4120,17500,1,1,0,1,0_tours
152,23508,42500,1,1,1,1,0_tours
153,12628,30000,1,1,0,1,0_tours
154,4369,62500,1,1,1,1,0_tours
155,4369,62500,3,1,2,2,0_tours
156,7723,225000,2,1,1,1,0_tours
157,15451,17500,1,1,0,1,0_tours
158,3894,30000,2,1,0,2,0_tours
159,3894,30000,1,1,0,1,0_tours
160,3894,-1,2,1,0,2,0_tours
161,3894,125000,1,1,0,1,0_tours
162,3894,-1,2,1,0,1,0_tours
163,3894,62500,1,1,1,1,0_tours
164,3894,175000,2,1,1,2,0_tours
165,30216,125000,2,1,2,2,0_tours
166,18631,30000,1,1,0,0,0_tours
167,29881,42500,1,1,1,1,0_tours
168,31551,125000,1,1,2,1,0_tours
169,6651,-1,1,1,0,1,0_tours
170,16429,-1,1,1,1,1,0_tours
171,13934,42500,2,1,1,2,0_tours
172,59846,125000,2,1,3,2,0_tours
173,14631,125000,6,1,2,2,0_tours
174,35782,42500,2,1,1,2,0_tours
175,35782,125000,1,1,0,1,0_tours
176,35782,87500,2,1,2,2,0_tours
177,35782,125000,2,1,1,2,0_tours
178,35782,125000,1,1,1,1,0_tours
179,2695,62500,2,1,1,1,0_tours
180,35782,87500,2,1,3,2,0_tours
181,6672,17500,1,1,1,1,0_tours
182,31883,125000,2,1,1,1,0_tours
183,11281,125000,2,1,2,0,0_tours
184,2906,125000,1,1,0,1,0_tours
185,1768,87500,1,1,1,1,0_tours
186,1768,87500,1,1,1,1,0_tours
187,34626,-1,2,1,0,2,0_tours
188,33264,175000,2,1,0,1,0_tours
189,33264,125000,2,1,1,2,0_tours
190,3731,225000,3,1,1,1,0_tours
191,58197,225000,4,1,2,1,0_tours
192,8427,125000,1,1,0,1,0_tours
193,8427,225000,2,1,1,2,0_tours
194,11108,125000,3,1,1,2,0_tours
195,15433,62500,2,1,1,1,0_tours
196,12041,125000,1,1,1,1,0_tours
197,23131,-1,2,1,1,2,0_tours
198,27155,62500,1,1,0,1,0_tours
199,5374,62500,1,1,0,1,0_tours
200,2806,-1,2,1,2,2,0_tours
201,35815,250000,2,1,3,1,0_tours
202,13187,175000,2,1,2,0,0_tours
203,7699,125000,2,1,1,1,0_tours
204,33525,87500,4,1,3,1,1_Disc
205,34887,62500,2,1,2,2,0_tours
206,34887,175000,3,1,1,1,0_tours
207,34887,175000,2,1,1,2,0_tours
208,34887,125000,4,1,1,1,1_Shop
209,22123,42500,2,1,2,2,0_tours
210,22123,30000,1,1,1,1,0_tours
211,11613,42500,1,1,1,1,0_tours
212,11613,125000,2,1,2,2,0_tours
213,4147,87500,1,1,0,1,0_tours
214,4147,17500,1,1,1,1,0_tours
215,4147,87500,2,1,0,2,0_tours
216,4147,-1,1,1,1,1,0_tours
217,4147,87500,1,1,0,1,0_tours
218,21444,125000,2,1,1,1,0_tours
219,31478,87500,2,1,2,2,0_tours
220,64462,62500,2,1,2,2,0_tours
221,55001,175000,3,1,2,2,0_tours
222,12837,42500,3,1,2,2,0_tours
223,16218,225000,2,1,2,2,0_tours
224,20040,125000,4,1,2,2,0_tours
225,1189,225000,2,1,3,2,0_tours
226,4680,87500,1,1,1,1,0_tours
227,13169,42500,2,1,1,2,0_tours
228,25894,17500,1,1,1,1,0_tours
229,8203,125000,4,1,2,2,0_tours
230,33557,30000,1,1,0,1,0_tours
231,28363,30000,3,1,0,1,0_tours
232,22145,42500,1,1,0,1,0_tours
233,27159,17500,1,1,0,1,0_tours
234,19389,-1,4,1,2,2,0_tours
235,57303,-1,1,1,1,0,0_tours
236,32543,17500,1,1,0,1,0_tours
237,32543,5000,2,1,0,1,0_tours
238,24474,62500,1,1,1,1,0_tours
239,11082,-1,2,1,1,2,0_tours
240,34164,225000,3,1,1,2,0_tours
241,19983,225000,3,1,1,1,1_Shop
242,19983,87500,1,1,1,1,0_tours
243,19983,250000,1,1,1,1,0_tours
244,2903,87500,2,1,1,2,0_tours
245,58888,87500,2,1,2,2,0_tours
246,2910,62500,1,1,0,1,0_tours
247,20618,125000,1,1,0,1,0_tours
248,15091,87500,2,1,2,2,0_tours
249,20238,87500,1,1,1,1,0_tours
250,22883,42500,2,1,1,2,0_tours
251,170,125000,1,1,1,1,0_tours
252,22716,42500,1,1,1,1,0_tours
253,12898,-1,2,1,1,2,0_tours
254,7704,125000,1,1,1,1,0_tours
255,16227,62500,2,1,1,1,0_tours
256,8073,225000,3,1,2,2,0_tours
257,485,17500,1,1,0,1,0_tours
258,21436,125000,2,1,2,2,0_tours
259,21436,125000,1,1,1,1,0_tours
260,21436,125000,3,1,3,3,0_tours
261,21436,87500,2,1,1,2,0_tours
262,8203,62500,1,1,1,1,0_tours
263,31236,250000,3,1,1,2,0_tours
264,13934,87500,1,1,1,0,0_tours
265,4897,175000,2,1,2,2,0_tours
266,7945,42500,1,1,0,1,0_tours
267,29386,30000,1,1,0,1,0_tours
268,20618,87500,2,1,1,2,0_tours
269,32542,42500,1,1,1,1,0_tours
270,27350,-1,2,1,1,0,0_tours
271,4378,62500,2,1,2,1,0_tours
272,13881,125000,1,1,1,1,0_tours
273,23729,125000,4,1,2,2,0_tours
274,22036,17500,1,1,1,1,0_tours
275,5154,125000,2,1,0,2,0_tours
276,5154,62500,1,1,1,1,0_tours
277,19100,175000,1,1,1,1,0_tours
278,18633,5000,2,1,0,0,0_tours
279,20457,42500,1,1,1,1,0_tours
280,20457,-1,3,1,2,2,0_tours
281,34049,225000,3,1,2,2,1_Main
282,56748,175000,2,1,1,2,0_tours
283,19243,250000,2,1,2,1,0_tours
284,19451,125000,1,1,1,1,0_tours
285,12377,87500,1,1,1,1,0_tours
286,21014,87500,2,1,0,2,0_tours
287,57618,125000,2,1,5,2,0_tours
288,21893,62500,2,1,1,1,0_tours
289,5660,-1,1,1,1,1,0_tours
290,30446,225000,2,1,0,2,0_tours
291,30446,62500,3,1,0,1,0_tours
292,20740,175000,3,1,2,2,0_tours
293,18646,125000,4,1,1,2,0_tours
294,25019,225000,2,1,1,2,0_tours
295,25019,62500,1,1,0,1,0_tours
296,4369,42500,1,1,1,1,0_tours
297,61066,-1,2,1,2,2,0_tours
298,19114,87500,2,1,2,1,0_tours
299,32480,125000,2,1,1,2,0_tours
300,29657,42500,1,1,0,0,0_tours
301,29657,42500,1,1,0,0,0_tours
302,1648,125000,2,1,1,1,0_tours
303,1648,17500,2,1,1,2,0_tours
304,35745,-1,2,1,2,0,0_tours
305,9822,17500,1,1,0,1,0_tours
306,28834,175000,2,1,2,2,0_tours
307,61196,125000,1,1,1,1,0_tours
308,25052,125000,2,1,2,2,0_tours
309,2892,-1,1,1,0,1,0_tours
310,6989,175000,4,1,3,2,0_tours
311,16343,175000,2,1,2,1,0_tours
312,16343,250000,2,1,2,2,0_tours
313,16343,175000,1,1,1,1,0_tours
314,16343,-1,1,1,1,1,0_tours
315,16343,-1,3,1,0,1,0_tours
316,16343,175000,2,1,2,2,0_tours
317,16343,175000,2,1,1,2,0_tours
318,5804,175000,1,1,0,1,0_tours
319,5804,62500,3,1,1,1,1_Shop
320,5804,125000,2,1,1,2,0_tours
321,22757,42500,1,1,0,1,0_tours
322,29671,42500,2,1,0,1,0_tours
323,25924,175000,1,1,1,1,0_tours
324,34945,225000,3,1,2,1,0_tours
325,6152,42500,1,1,1,1,0_tours
326,34643,87500,2,1,1,2,0_tours
327,11108,250000,3,1,1,2,0_tours
328,18549,42500,1,1,0,1,0_tours
329,25578,30000,2,1,3,2,0_tours
330,23709,62500,3,1,3,2,0_tours
331,4369,42500,1,1,2,0,0_tours
332,26253,175000,6,1,3,1,0_tours
333,19634,5000,4,1,0,0,0_tours
334,9014,225000,3,1,2,2,0_tours
335,1889,125000,3,1,3,1,0_tours
336,13934,250000,4,1,1,2,0_tours
337,13191,42500,2,1,1,1,0_tours
338,13191,62500,1,1,1,1,0_tours
339,15739,17500,2,1,2,2,0_tours
340,3189,225000,2,1,0,2,0_tours
341,3189,125000,2,1,1,1,0_tours
342,3189,125000,1,1,0,1,0_tours
343,3189,87500,1,1,1,1,0_tours
344,3189,175000,2,1,0,2,0_tours
345,13680,125000,2,1,1,2,0_tours
346,2871,87500,1,1,0,1,0_tours
347,14627,125000,3,1,1,2,0_tours
348,4061,175000,2,1,2,2,0_tours
349,4061,-1,1,1,0,1,0_tours
350,4061,250000,1,1,0,1,0_tours
351,26952,175000,3,1,1,2,0_tours
352,16857,-1,1,1,1,0,0_tours
353,17002,17500,1,1,1,1,0_tours
354,13167,42500,2,1,1,1,0_tours
355,19112,87500,1,1,1,1,0_tours
356,19112,62500,1,1,1,1,0_tours
357,19112,62500,1,1,1,1,0_tours
358,6606,175000,2,1,0,1,0_tours
359,16498,87500,2,1,1,2,0_tours
360,18261,225000,1,1,1,0,0_tours
361,2894,17500,1,1,0,1,0_tours
362,27424,125000,2,1,1,2,0_tours
363,18087,175000,2,1,0,1,0_tours
364,8952,225000,2,1,1,2,0_tours
365,8952,17500,1,1,1,1,0_tours
366,21668,30000,4,1,0,2,1_Shop
367,30935,175000,2,1,2,2,0_tours
368,14183,125000,1,1,1,1,0_tours
369,13940,42500,2,1,1,0,0_tours
370,31541,125000,3,1,2,2,0_tours
371,31541,30000,2,1,1,2,0_tours
372,29932,125000,4,1,3,2,0_tours
373,1878,62500,1,1,1,1,0_tours
374,28158,5000,1,1,1,1,0_tours
375,31219,42500,1,1,1,1,0_tours
376,31219,87500,2,1,2,2,0_tours
377,23087,-1,2,1,3,2,0_tours
378,30403,225000,4,1,1,1,1_Main
379,7945,87500,1,1,2,1,0_tours
380,62847,87500,1,1,1,1,0_tours
381,24284,-1,3,1,1,3,0_tours
382,11620,225000,2,1,1,0,0_tours
383,379,250000,2,1,2,2,0_tours
384,849,17500,2,1,1,2,0_tours
385,13191,87500,2,1,1,2,0_tours
386,13191,62500,1,1,1,0,0_tours
387,8804,175000,2,1,2,2,0_tours
388,8804,125000,2,1,1,2,0_tours
389,28370,62500,1,1,1,1,0_tours
390,19131,62500,2,1,2,1,0_tours
391,31522,17500,1,1,1,0,0_tours
392,24813,225000,2,1,2,2,0_tours
393,33301,17500,1,1,0,1,0_tours
394,33301,62500,2,1,2,2,0_tours
395,33301,-1,1,1,0,0,0_tours
396,13191,17500,1,1,1,0,0_tours
397,23739,87500,1,1,1,1,0_tours
398,13139,125000,2,1,1,1,0_tours
399,22716,62500,1,1,0,0,0_tours
400,22716,87500,1,1,1,1,0_tours
401,25628,62500,1,1,0,1,0_tours
402,25860,125000,2,1,4,2,0_tours
403,63849,17500,1,1,0,0,0_tours
404,17523,225000,3,1,2,1,0_tours
405,27622,87500,2,1,2,0,0_tours
406,23679,62500,1,1,1,1,0_tours
407,23679,62500,2,1,1,2,0_tours
408,27728,225000,2,1,1,2,0_tours
409,9823,17500,1,1,1,1,0_tours
410,34607,225000,2,1,1,2,0_tours
411,21307,175000,2,1,2,2,0_tours
412,29653,125000,1,1,1,1,0_tours
413,5148,42500,1,1,0,1,0_tours
414,5148,30000,1,1,1,1,0_tours
415,57648,87500,3,1,2,1,0_tours
416,24497,250000,4,1,3,2,0_tours
417,15847,-1,1,1,1,1,0_tours
418,7673,175000,1,1,2,0,0_tours
419,30985,30000,2,1,1,0,0_tours
420,30985,-1,2,1,1,0,0_tours
421,30985,225000,2,1,1,2,0_tours
422,30985,225000,1,1,1,1,0_tours
423,30985,250000,1,1,1,1,0_tours
424,30985,250000,1,1,1,1,0_tours
425,30985,-1,2,1,2,2,0_tours
426,21972,225000,4,1,2,2,0_tours
427,33321,17500,1,1,0,1,0_tours
428,62110,62500,3,1,2,2,0_tours
429,7971,62500,1,1,1,0,0_tours
430,22067,17500,1,1,0,0,0_tours
431,13673,62500,1,1,0,1,0_tours
432,27206,62500,2,1,1,1,0_tours
433,27206,125000,1,1,0,1,0_tours
434,27481,250000,1,1,1,1,0_tours
435,33589,175000,1,1,1,1,0_tours
436,1479,17500,3,1,1,1,0_tours
437,10013,-1,2,1,3,0,0_tours
438,30397,87500,1,1,1,1,0_tours
439,5035,175000,2,1,2,2,0_tours
440,4125,87500,1,1,2,0,0_tours
441,13170,17500,1,1,0,0,0_tours
442,560,175000,2,1,1,2,0_tours
443,23547,87500,2,1,2,2,0_tours
444,7635,175000,2,1,1,2,0_tours
445,7635,87500,1,1,0,1,0_tours
446,20709,250000,4,1,2,2,0_tours
447,17158,250000,3,1,3,2,0_tours
448,25053,125000,2,1,1,2,0_tours
449,27749,250000,3,1,1,2,0_tours
450,873,175000,3,1,1,2,0_tours
451,21930,250000,1,1,1,1,0_tours
452,28555,125000,2,1,2,2,0_tours
453,18015,62500,2,1,1,2,0_tours
454,16857,30000,1,1,1,1,0_tours
455,13169,42500,1,1,1,0,0_tours
456,15988,250000,2,1,0,2,0_tours
457,7940,250000,1,1,1,1,0_tours
458,12384,42500,1,1,1,1,0_tours
459,18631,5000,1,1,1,1,0_tours
461,11319,125000,2,1,2,0,0_tours
462,18813,175000,2,1,1,1,0_tours
463,801,87500,2,1,2,0,0_tours
464,1648,125000,2,1,1,2,0_tours
465,1648,125000,1,1,0,1,0_tours
466,1648,87500,1,1,0,1,0_tours
467,1648,225000,1,1,1,1,0_tours
468,27200,125000,1,1,1,1,0_tours
469,29951,225000,3,1,1,2,0_tours
470,21935,87500,1,1,1,1,0_tours
471,33077,125000,1,1,1,1,0_tours
472,746,250000,2,1,1,2,0_tours
473,746,125000,1,1,0,1,0_tours
474,19387,-1,3,1,3,2,0_tours
475,28030,87500,1,1,1,1,0_tours
476,23489,87500,1,1,1,1,0_tours
477,7850,125000,2,1,2,2,0_tours
478,2901,125000,1,1,0,1,0_tours
479,25327,87500,1,1,0,1,0_tours
480,25327,62500,1,1,1,1,0_tours
481,25327,42500,2,1,1,1,0_tours
482,37878,42500,5,1,3,3,0_tours
483,38320,125000,2,1,2,1,0_tours
484,46592,5000,3,1,1,0,0_tours
485,40259,-1,2,1,4,0,0_tours
486,38940,125000,2,1,5,2,0_tours
487,52633,62500,3,1,2,3,0_tours
488,47616,87500,2,1,2,0,0_tours
489,38872,17500,3,1,2,1,0_tours
490,48854,175000,4,1,5,2,0_tours
491,53278,125000,2,1,2,0,0_tours
492,49760,17500,1,1,1,0,0_tours
493,41440,87500,1,1,1,1,0_tours
494,42928,125000,3,1,3,3,0_tours
495,48584,-1,2,1,2,1,0_tours
496,33487,175000,2,1,1,0,0_tours
497,36572,62500,2,1,1,2,0_tours
498,35888,62500,4,1,1,1,0_tours
499,39041,87500,2,1,2,2,0_tours
500,39041,42500,1,1,0,1,0_tours
501,39904,62500,2,1,3,0,0_tours
502,40790,62500,2,1,3,2,0_tours
503,42940,17500,1,1,1,0,0_tours
504,42729,62500,5,1,2,2,0_tours
505,46579,30000,4,1,1,1,0_tours
506,52487,175000,5,1,2,1,0_tours
507,43895,42500,2,1,1,2,0_tours
508,54061,125000,2,1,3,2,0_tours
509,38677,62500,2,1,3,0,0_tours
510,45856,225000,1,1,2,1,0_tours
511,42011,42500,1,1,1,1,0_tours
512,42908,125000,1,1,1,1,0_tours
513,44052,125000,2,1,2,2,0_tours
514,46533,42500,2,1,2,2,0_tours
515,36840,87500,2,1,4,0,0_tours
516,40071,125000,2,1,2,2,0_tours
517,37112,87500,2,1,1,2,0_tours
518,45915,5000,1,1,1,0,0_tours
519,49864,62500,2,1,2,1,0_tours
520,54908,87500,2,1,1,0,0_tours
521,52937,175000,2,1,2,2,0_tours
522,46760,175000,2,1,2,0,0_tours
523,46978,125000,2,1,3,0,0_tours
524,37714,87500,2,1,2,2,0_tours
525,45038,5000,1,1,1,1,0_tours
526,45814,125000,2,1,1,1,0_tours
527,46349,17500,2,1,1,2,0_tours
528,46020,-1,2,1,4,2,0_tours
529,49873,-1,1,1,0,0,0_tours
530,51878,62500,1,1,2,0,0_tours
531,43954,125000,1,1,1,1,0_tours
532,42781,225000,6,1,3,3,0_tours
533,51653,-1,2,1,1,0,0_tours
534,40319,87500,3,1,1,2,0_tours
535,40319,87500,3,1,3,1,0_tours
536,35882,17500,2,1,1,1,0_tours
537,38692,62500,5,1,3,1,0_tours
538,45959,30000,1,1,1,1,0_tours
539,45450,125000,1,1,2,1,0_tours
540,38038,125000,2,1,1,2,0_tours
541,44012,87500,2,1,4,1,0_tours
542,51044,62500,1,1,2,0,0_tours
543,41211,125000,1,1,2,0,0_tours
544,48990,30000,3,1,2,2,0_tours
545,48990,62500,1,1,0,1,0_tours
546,47400,62500,7,1,4,3,0_tours
547,47112,175000,4,1,2,2,0_tours
548,40465,125000,3,1,2,1,0_tours
549,52271,-1,1,1,0,0,0_tours
550,37567,175000,4,1,2,1,0_tours
551,43218,125000,7,1,2,1,0_tours
552,52725,17500,2,1,1,2,0_tours
553,43810,17500,2,1,0,1,0_tours
554,38067,-1,3,1,3,3,0_tours
555,46920,-1,4,1,2,2,0_tours
556,44591,87500,1,1,1,1,0_tours
557,45903,125000,2,1,1,2,0_tours
558,50836,42500,2,1,1,0,0_tours
559,38954,87500,2,1,1,2,0_tours
560,52474,30000,1,1,1,1,0_tours
561,47306,30000,3,1,1,1,0_tours
562,43147,175000,1,1,2,1,0_tours
563,44473,42500,2,1,2,0,0_tours
564,49540,87500,5,1,2,3,0_tours
565,37440,17500,1,1,2,0,0_tours
566,50280,125000,1,1,1,1,0_tours
567,49617,62500,3,1,1,1,0_tours
568,44834,17500,1,1,1,0,0_tours
569,47236,125000,2,1,1,0,0_tours
570,39256,175000,2,1,3,0,0_tours
571,38638,87500,2,1,3,2,0_tours
572,36912,125000,4,1,2,2,0_tours
573,37797,125000,3,1,1,1,0_tours
574,52056,62500,1,1,1,0,0_tours
575,53816,30000,1,1,1,0,0_tours
576,36224,-1,5,1,2,1,0_tours
577,40932,87500,3,1,2,2,0_tours
578,51564,42500,2,1,1,1,0_tours
579,43218,62500,1,1,1,0,0_tours
580,49864,125000,4,1,4,3,1_Disc
581,48545,225000,5,1,3,1,0_tours
582,51287,62500,2,1,2,0,0_tours
583,46986,62500,2,1,3,1,0_tours
584,52694,125000,1,1,1,1,0_tours
585,42514,87500,3,1,3,3,0_tours
586,53687,42500,1,1,1,0,0_tours
587,52344,125000,2,1,2,2,0_tours
588,39124,87500,1,1,1,1,0_tours
589,40303,17500,1,1,1,0,0_tours
590,45992,42500,3,1,1,1,0_tours
591,44796,-1,2,1,2,0,0_tours
592,40281,225000,2,1,1,0,0_tours
593,42617,125000,2,1,2,0,0_tours
594,45031,87500,1,1,1,1,0_tours
595,47844,62500,3,1,1,1,0_tours
596,48402,225000,3,1,3,1,0_tours
597,37749,175000,2,1,4,2,0_tours
598,54864,87500,4,1,2,1,0_tours
599,54824,62500,2,1,2,0,0_tours
600,39749,42500,1,1,1,0,0_tours
601,53187,225000,4,1,2,1,0_tours
602,42918,87500,3,1,4,2,0_tours
603,50032,175000,2,1,2,1,0_tours
604,45447,42500,4,1,2,1,1_Disc
605,53723,87500,1,1,1,1,0_tours
607,40422,125000,3,1,2,2,0_tours
608,45772,-1,2,1,2,0,0_tours
609,53386,17500,4,1,1,1,1_Disc
610,41346,30000,1,1,0,1,0_tours
611,50684,87500,3,1,1,2,0_tours
612,48643,62500,2,1,2,0,0_tours
613,38791,87500,4,1,2,1,1_Shop
614,43087,175000,2,1,2,2,0_tours
615,54779,125000,3,1,2,1,0_tours
616,48213,17500,1,1,1,0,0_tours
617,47609,87500,2,1,2,2,0_tours
618,39735,62500,2,1,2,1,0_tours
619,36580,125000,2,1,2,2,0_tours
620,40074,-1,5,1,2,2,0_tours
621,37528,125000,2,1,2,2,0_tours
622,40270,250000,4,1,2,2,0_tours
623,51044,175000,3,1,3,2,0_tours
624,40711,175000,2,1,2,1,0_tours
625,49205,42500,3,1,2,1,0_tours
626,36398,30000,2,1,2,2,0_tours
627,51083,87500,1,1,1,1,0_tours
628,48213,42500,1,1,1,1,0_tours
629,41965,87500,1,1,1,1,0_tours
630,52545,175000,2,1,3,2,0_tours
631,16000,17500,1,1,1,1,0_tours
632,39648,30000,3,1,2,3,0_tours
633,36731,-1,2,1,3,0,0_tours
634,36911,-1,6,1,2,3,0_tours
635,53720,250000,2,1,2,2,0_tours
636,43906,42500,1,1,2,1,0_tours
637,52104,62500,1,1,1,1,0_tours
638,42490,87500,2,1,2,1,0_tours
639,46920,125000,3,1,2,1,0_tours
640,42890,-1,1,1,1,1,0_tours
641,49175,-1,3,1,2,0,0_tours
642,48694,87500,2,1,2,2,0_tours
643,41395,62500,3,1,4,3,0_tours
644,49496,225000,2,1,2,2,0_tours
645,54590,175000,3,1,2,1,0_tours
646,46811,125000,2,1,3,2,0_tours
647,53384,175000,2,1,2,2,0_tours
648,47722,125000,4,1,5,2,0_tours
649,50506,42500,2,1,2,0,0_tours
650,48039,175000,2,1,2,2,0_tours
651,50117,62500,8,1,2,2,1_Shop
652,53683,87500,2,1,3,0,0_tours
653,38617,225000,1,1,2,1,0_tours
654,37465,175000,3,1,2,2,0_tours
655,42918,42500,2,1,1,0,0_tours
656,42918,42500,2,1,0,2,0_tours
657,53126,175000,3,1,2,2,0_tours
658,42079,225000,4,1,2,2,0_tours
659,42460,125000,4,1,2,0,0_tours
660,43614,-1,2,1,2,0,0_tours
661,51212,42500,3,1,3,1,0_tours
662,46700,125000,1,1,1,0,0_tours
663,39392,42500,2,1,2,0,0_tours
664,37743,125000,2,1,2,2,0_tours
665,46138,42500,3,1,0,2,0_tours
666,49446,62500,1,1,1,1,0_tours
667,46418,87500,4,1,3,1,0_tours
