household_id,home_zone_id,income,hhsize,HHT,auto_ownership,num_workers
286,21014,87500,2,1,0,2
287,57618,125000,2,1,5,2
288,21893,62500,2,1,1,1
289,5660,-1,1,1,1,1
290,30446,225000,2,1,0,2
291,30446,62500,3,1,0,1
292,20740,175000,3,1,2,2
293,18646,125000,4,1,1,2
294,25019,225000,2,1,1,2
295,25019,62500,1,1,0,1
296,4369,42500,1,1,1,1
297,61066,-1,2,1,2,2
298,19114,87500,2,1,2,1
299,32480,125000,2,1,1,2
300,29657,42500,1,1,0,0
301,29657,42500,1,1,0,0
302,1648,125000,2,1,1,1
303,1648,17500,2,1,1,2
304,35745,-1,2,1,2,0
305,9822,17500,1,1,0,1
306,28834,175000,2,1,2,2
307,61196,125000,1,1,1,1
308,25052,125000,2,1,2,2
309,2892,-1,1,1,0,1
310,6989,175000,4,1,3,2
311,16343,175000,2,1,2,1
312,16343,250000,2,1,2,2
313,16343,175000,1,1,1,1
314,16343,-1,1,1,1,1
315,16343,-1,3,1,0,1
316,16343,175000,2,1,2,2
317,16343,175000,2,1,1,2
318,5804,175000,1,1,0,1
319,5804,62500,3,1,1,1
320,5804,125000,2,1,1,2
321,22757,42500,1,1,0,1
322,29671,42500,2,1,0,1
323,25924,175000,1,1,1,1
324,34945,225000,3,1,2,1
325,6152,42500,1,1,1,1
326,34643,87500,2,1,1,2
327,11108,250000,3,1,1,2
328,18549,42500,1,1,0,1
329,25578,30000,2,1,3,2
330,23709,62500,3,1,3,2
331,4369,42500,1,1,2,0
332,26253,175000,6,1,3,1
333,19634,5000,4,1,0,0
334,9014,225000,3,1,2,2
335,1889,125000,3,1,3,1
336,13934,250000,4,1,1,2
337,13191,42500,2,1,1,1
338,13191,62500,1,1,1,1
339,15739,17500,2,1,2,2
340,3189,225000,2,1,0,2
341,3189,125000,2,1,1,1
342,3189,125000,1,1,0,1
343,3189,87500,1,1,1,1
344,3189,175000,2,1,0,2
345,13680,125000,2,1,1,2
346,2871,87500,1,1,0,1
347,14627,125000,3,1,1,2
348,4061,175000,2,1,2,2
349,4061,-1,1,1,0,1
350,4061,250000,1,1,0,1
351,26952,175000,3,1,1,2
352,16857,-1,1,1,1,0
353,17002,17500,1,1,1,1
354,13167,42500,2,1,1,1
355,19112,87500,1,1,1,1
356,19112,62500,1,1,1,1
357,19112,62500,1,1,1,1
358,6606,175000,2,1,0,1
359,16498,87500,2,1,1,2
360,18261,225000,1,1,1,0
361,2894,17500,1,1,0,1
362,27424,125000,2,1,1,2
363,18087,175000,2,1,0,1
364,8952,225000,2,1,1,2
365,8952,17500,1,1,1,1
366,21668,30000,4,1,0,2
367,30935,175000,2,1,2,2
368,14183,125000,1,1,1,1
369,13940,42500,2,1,1,0
370,31541,125000,3,1,2,2
371,31541,30000,2,1,1,2
372,29932,125000,4,1,3,2
373,1878,62500,1,1,1,1
374,28158,5000,1,1,1,1
375,31219,42500,1,1,1,1
376,31219,87500,2,1,2,2
377,23087,-1,2,1,3,2
378,30403,225000,4,1,1,1
379,7945,87500,1,1,2,1
380,62847,87500,1,1,1,1
381,24284,-1,3,1,1,3
382,11620,225000,2,1,1,0
383,379,250000,2,1,2,2
384,849,17500,2,1,1,2
385,13191,87500,2,1,1,2
386,13191,62500,1,1,1,0
387,8804,175000,2,1,2,2
388,8804,125000,2,1,1,2
389,28370,62500,1,1,1,1
390,19131,62500,2,1,2,1
391,31522,17500,1,1,1,0
392,24813,225000,2,1,2,2
393,33301,17500,1,1,0,1
394,33301,62500,2,1,2,2
395,33301,-1,1,1,0,0
396,13191,17500,1,1,1,0
397,23739,87500,1,1,1,1
398,13139,125000,2,1,1,1
399,22716,62500,1,1,0,0
400,22716,87500,1,1,1,1
401,25628,62500,1,1,0,1
402,25860,125000,2,1,4,2
403,63849,17500,1,1,0,0
404,17523,225000,3,1,2,1
405,27622,87500,2,1,2,0
406,23679,62500,1,1,1,1
407,23679,62500,2,1,1,2
408,27728,225000,2,1,1,2
409,9823,17500,1,1,1,1
410,34607,225000,2,1,1,2
411,21307,175000,2,1,2,2
412,29653,125000,1,1,1,1
413,5148,42500,1,1,0,1
414,5148,30000,1,1,1,1
415,57648,87500,3,1,2,1
416,24497,250000,4,1,3,2
417,15847,-1,1,1,1,1
418,7673,175000,1,1,2,0
419,30985,30000,2,1,1,0
420,30985,-1,2,1,1,0
421,30985,225000,2,1,1,2
422,30985,225000,1,1,1,1
423,30985,250000,1,1,1,1
424,30985,250000,1,1,1,1
425,30985,-1,2,1,2,2
426,21972,225000,4,1,2,2
427,33321,17500,1,1,0,1
428,62110,62500,3,1,2,2
429,7971,62500,1,1,1,0
430,22067,17500,1,1,0,0
431,13673,62500,1,1,0,1
432,27206,62500,2,1,1,1
433,27206,125000,1,1,0,1
434,27481,250000,1,1,1,1
435,33589,175000,1,1,1,1
436,1479,17500,3,1,1,1
437,10013,-1,2,1,3,0
438,30397,87500,1,1,1,1
439,5035,175000,2,1,2,2
440,4125,87500,1,1,2,0
441,13170,17500,1,1,0,0
442,560,175000,2,1,1,2
443,23547,87500,2,1,2,2
444,7635,175000,2,1,1,2
445,7635,87500,1,1,0,1
446,20709,250000,4,1,2,2
447,17158,250000,3,1,3,2
448,25053,125000,2,1,1,2
449,27749,250000,3,1,1,2
450,873,175000,3,1,1,2
451,21930,250000,1,1,1,1
452,28555,125000,2,1,2,2
453,18015,62500,2,1,1,2
454,16857,30000,1,1,1,1
455,13169,42500,1,1,1,0
456,15988,250000,2,1,0,2
457,7940,250000,1,1,1,1
458,12384,42500,1,1,1,1
459,18631,5000,1,1,1,1
461,11319,125000,2,1,2,0
462,18813,175000,2,1,1,1
463,801,87500,2,1,2,0
464,1648,125000,2,1,1,2
465,1648,125000,1,1,0,1
466,1648,87500,1,1,0,1
467,1648,225000,1,1,1,1
468,27200,125000,1,1,1,1
469,29951,225000,3,1,1,2
470,21935,87500,1,1,1,1
471,33077,125000,1,1,1,1
472,746,250000,2,1,1,2
473,746,125000,1,1,0,1
474,19387,-1,3,1,3,2
475,28030,87500,1,1,1,1
476,23489,87500,1,1,1,1
477,7850,125000,2,1,2,2
478,2901,125000,1,1,0,1
479,25327,87500,1,1,0,1
480,25327,62500,1,1,1,1
481,25327,42500,2,1,1,1
482,37878,42500,5,1,3,3
483,38320,125000,2,1,2,1
484,46592,5000,3,1,1,0
485,40259,-1,2,1,4,0
486,38940,125000,2,1,5,2
487,52633,62500,3,1,2,3
488,47616,87500,2,1,2,0
489,38872,17500,3,1,2,1
490,48854,175000,4,1,5,2
491,53278,125000,2,1,2,0
492,49760,17500,1,1,1,0
493,41440,87500,1,1,1,1
494,42928,125000,3,1,3,3
495,48584,-1,2,1,2,1
496,33487,175000,2,1,1,0
497,36572,62500,2,1,1,2
498,35888,62500,4,1,1,1
499,39041,87500,2,1,2,2
500,39041,42500,1,1,0,1
501,39904,62500,2,1,3,0
502,40790,62500,2,1,3,2
503,42940,17500,1,1,1,0
504,42729,62500,5,1,2,2
505,46579,30000,4,1,1,1
506,52487,175000,5,1,2,1
507,43895,42500,2,1,1,2
508,54061,125000,2,1,3,2
509,38677,62500,2,1,3,0
510,45856,225000,1,1,2,1
511,42011,42500,1,1,1,1
512,42908,125000,1,1,1,1
513,44052,125000,2,1,2,2
514,46533,42500,2,1,2,2
515,36840,87500,2,1,4,0
516,40071,125000,2,1,2,2
517,37112,87500,2,1,1,2
518,45915,5000,1,1,1,0
519,49864,62500,2,1,2,1
520,54908,87500,2,1,1,0
521,52937,175000,2,1,2,2
522,46760,175000,2,1,2,0
523,46978,125000,2,1,3,0
524,37714,87500,2,1,2,2
525,45038,5000,1,1,1,1
526,45814,125000,2,1,1,1
527,46349,17500,2,1,1,2
528,46020,-1,2,1,4,2
529,49873,-1,1,1,0,0
530,51878,62500,1,1,2,0
531,43954,125000,1,1,1,1
532,42781,225000,6,1,3,3
533,51653,-1,2,1,1,0
534,40319,87500,3,1,1,2
535,40319,87500,3,1,3,1
536,35882,17500,2,1,1,1
537,38692,62500,5,1,3,1
538,45959,30000,1,1,1,1
539,45450,125000,1,1,2,1
540,38038,125000,2,1,1,2
541,44012,87500,2,1,4,1
542,51044,62500,1,1,2,0
543,41211,125000,1,1,2,0
544,48990,30000,3,1,2,2
545,48990,62500,1,1,0,1
546,47400,62500,7,1,4,3
547,47112,175000,4,1,2,2
548,40465,125000,3,1,2,1
549,52271,-1,1,1,0,0
550,37567,175000,4,1,2,1
551,43218,125000,7,1,2,1
552,52725,17500,2,1,1,2
553,43810,17500,2,1,0,1
554,38067,-1,3,1,3,3
555,46920,-1,4,1,2,2
556,44591,87500,1,1,1,1
557,45903,125000,2,1,1,2
558,50836,42500,2,1,1,0
559,38954,87500,2,1,1,2
560,52474,30000,1,1,1,1
561,47306,30000,3,1,1,1
562,43147,175000,1,1,2,1
563,44473,42500,2,1,2,0
564,49540,87500,5,1,2,3
565,37440,17500,1,1,2,0
566,50280,125000,1,1,1,1
567,49617,62500,3,1,1,1
568,44834,17500,1,1,1,0
569,47236,125000,2,1,1,0
570,39256,175000,2,1,3,0
571,38638,87500,2,1,3,2
572,36912,125000,4,1,2,2
573,37797,125000,3,1,1,1
574,52056,62500,1,1,1,0
575,53816,30000,1,1,1,0
576,36224,-1,5,1,2,1
577,40932,87500,3,1,2,2
578,51564,42500,2,1,1,1
579,43218,62500,1,1,1,0
580,49864,125000,4,1,4,3
581,48545,225000,5,1,3,1
582,51287,62500,2,1,2,0
583,46986,62500,2,1,3,1
584,52694,125000,1,1,1,1
585,42514,87500,3,1,3,3
586,53687,42500,1,1,1,0
587,52344,125000,2,1,2,2
588,39124,87500,1,1,1,1
589,40303,17500,1,1,1,0
590,45992,42500,3,1,1,1
591,44796,-1,2,1,2,0
592,40281,225000,2,1,1,0
593,42617,125000,2,1,2,0
594,45031,87500,1,1,1,1
595,47844,62500,3,1,1,1
596,48402,225000,3,1,3,1
597,37749,175000,2,1,4,2
598,54864,87500,4,1,2,1
599,54824,62500,2,1,2,0
600,39749,42500,1,1,1,0
601,53187,225000,4,1,2,1
602,42918,87500,3,1,4,2
603,50032,175000,2,1,2,1
604,45447,42500,4,1,2,1
605,53723,87500,1,1,1,1
607,40422,125000,3,1,2,2
608,45772,-1,2,1,2,0
609,53386,17500,4,1,1,1
610,41346,30000,1,1,0,1
611,50684,87500,3,1,1,2
612,48643,62500,2,1,2,0
613,38791,87500,4,1,2,1
614,43087,175000,2,1,2,2
615,54779,125000,3,1,2,1
616,48213,17500,1,1,1,0
617,47609,87500,2,1,2,2
618,39735,62500,2,1,2,1
619,36580,125000,2,1,2,2
620,40074,-1,5,1,2,2
621,37528,125000,2,1,2,2
622,40270,250000,4,1,2,2
623,51044,175000,3,1,3,2
624,40711,175000,2,1,2,1
625,49205,42500,3,1,2,1
626,36398,30000,2,1,2,2
627,51083,87500,1,1,1,1
628,48213,42500,1,1,1,1
629,41965,87500,1,1,1,1
630,52545,175000,2,1,3,2
631,16000,17500,1,1,1,1
632,39648,30000,3,1,2,3
633,36731,-1,2,1,3,0
634,36911,-1,6,1,2,3
635,53720,250000,2,1,2,2
636,43906,42500,1,1,2,1
637,52104,62500,1,1,1,1
638,42490,87500,2,1,2,1
639,46920,125000,3,1,2,1
640,42890,-1,1,1,1,1
641,49175,-1,3,1,2,0
642,48694,87500,2,1,2,2
643,41395,62500,3,1,4,3
644,49496,225000,2,1,2,2
645,54590,175000,3,1,2,1
646,46811,125000,2,1,3,2
647,53384,175000,2,1,2,2
648,47722,125000,4,1,5,2
649,50506,42500,2,1,2,0
650,48039,175000,2,1,2,2
651,50117,62500,8,1,2,2
652,53683,87500,2,1,3,0
653,38617,225000,1,1,2,1
654,37465,175000,3,1,2,2
655,42918,42500,2,1,1,0
656,42918,42500,2,1,0,2
657,53126,175000,3,1,2,2
658,42079,225000,4,1,2,2
659,42460,125000,4,1,2,0
660,43614,-1,2,1,2,0
661,51212,42500,3,1,3,1
662,46700,125000,1,1,1,0
663,39392,42500,2,1,2,0
664,37743,125000,2,1,2,2
665,46138,42500,3,1,0,2
666,49446,62500,1,1,1,1
667,46418,87500,4,1,3,1
668,49395,225000,5,1,2,2
669,36860,62500,4,1,2,1
670,36387,250000,4,1,3,2
671,36476,42500,1,1,1,1
672,50561,42500,4,1,2,2
674,49995,42500,7,1,2,1
675,47909,87500,1,1,1,1
676,53699,62500,2,1,2,1
677,51869,125000,2,1,3,2
678,41477,42500,1,1,1,1
679,54190,-1,2,1,2,0
680,51667,125000,2,1,2,1
681,43036,42500,3,1,0,1
682,45618,-1,2,1,2,1
683,36655,125000,3,1,2,2
684,36667,125000,5,1,2,1
685,36371,42500,1,1,1,0
686,52800,42500,2,1,2,1
687,47842,62500,3,1,2,2
688,49467,125000,2,1,2,2
689,46238,62500,1,1,1,1
690,49061,87500,2,1,4,1
691,35852,87500,2,1,2,2
692,50775,30000,2,1,2,0
693,49738,87500,2,1,1,1
694,37809,250000,4,1,2,1
695,44012,125000,4,1,2,2
696,45128,87500,2,1,1,2
697,48582,30000,1,1,1,0
698,54767,125000,4,1,3,1
699,48545,125000,4,1,3,2
700,39155,125000,2,1,2,0
701,38163,87500,3,1,2,0
702,36893,30000,2,1,2,2
703,52301,175000,4,1,3,2
704,41434,175000,2,1,2,1
705,41434,125000,1,1,1,1
706,50803,62500,2,1,1,1
707,54380,87500,3,1,1,1
709,43885,62500,4,1,2,3
710,50907,62500,4,1,2,2
711,44388,30000,1,1,1,1
712,53699,125000,3,1,2,1
713,46329,17500,1,1,1,1
714,53562,-1,4,1,2,2
715,37744,87500,2,1,2,0
716,45067,-1,1,1,2,1
717,42002,125000,2,1,2,2
718,39843,225000,2,1,2,2
719,47856,87500,1,1,1,1
720,52937,30000,1,1,1,1
721,48576,17500,3,1,2,1
722,12656,175000,1,1,1,1
723,12656,-1,2,1,1,1
724,12656,125000,1,1,0,1
725,12656,125000,1,1,1,1
726,36766,-1,4,1,2,1
727,42024,87500,2,1,2,1
728,41777,175000,2,1,2,2
729,48189,17500,2,1,2,1
730,54563,62500,1,1,1,1
731,50729,62500,1,1,1,1
732,45565,-1,2,1,1,1
733,49459,42500,1,1,1,0
734,41184,125000,3,1,2,1
735,49872,30000,1,1,1,0
736,51886,42500,5,1,3,1
737,36763,5000,2,1,1,0
738,44123,62500,3,1,2,2
739,42912,42500,1,1,1,0
740,41701,62500,2,1,2,2
741,42282,62500,2,1,2,1
742,54584,17500,5,1,3,2
743,36580,62500,4,1,3,1
744,47511,62500,1,1,2,1
745,37924,62500,1,1,1,1
746,43259,175000,2,1,2,0
747,54730,62500,2,1,2,2
748,54730,62500,1,1,1,1
749,40259,175000,2,1,3,1
750,36443,30000,2,1,0,0
751,43368,87500,4,1,2,2
752,54301,225000,3,1,3,2
753,32951,-1,4,1,3,2
754,36983,-1,5,1,3,2
755,48471,125000,3,1,4,1
756,49547,17500,1,1,0,1
757,53557,87500,2,1,2,1
758,53513,62500,2,1,2,0
759,38599,175000,4,1,3,2
760,51944,62500,2,1,2,1
761,42325,-1,2,1,3,2
762,40490,125000,3,1,3,3
763,41310,42500,2,1,1,1
764,48063,30000,1,1,1,1
765,45553,175000,1,1,2,0
766,43629,-1,3,1,2,1
767,41964,62500,1,1,2,0
768,51206,175000,3,1,3,3
769,40281,175000,2,1,1,0
770,37178,62500,3,1,1,1
771,48530,-1,2,1,3,0
772,51193,5000,4,1,1,1
773,54535,125000,2,1,7,2
774,48545,250000,5,1,2,1
775,36911,250000,4,1,5,2
776,37376,-1,1,1,1,0
777,44367,250000,4,1,2,2
778,42400,62500,2,1,1,2
779,45142,125000,2,1,2,2
780,44434,62500,1,1,1,0
781,44380,62500,2,1,1,1
782,38021,175000,2,1,3,1
783,48788,87500,5,1,1,1
784,51943,42500,1,1,1,0
785,41583,17500,2,1,0,0
786,47268,62500,2,1,2,2
787,48412,87500,1,1,2,1
788,51878,17500,2,1,1,1
789,49627,125000,2,1,3,2
790,51433,62500,4,1,2,2
791,36857,42500,1,1,1,1
792,38460,87500,2,1,2,2
793,38077,42500,2,1,1,1
794,40530,125000,1,1,1,1
795,51026,62500,2,1,2,2
796,48651,62500,2,1,2,2
797,36819,62500,1,1,1,1
798,37835,42500,1,1,1,1
799,36567,125000,2,1,2,1
800,38773,62500,2,1,4,2
801,38773,62500,1,1,1,1
802,47892,125000,2,1,5,2
803,46396,42500,2,1,1,0
804,37757,125000,3,1,1,1
805,54183,42500,2,1,1,0
806,40887,125000,4,1,3,2
807,52198,62500,2,1,2,1
808,40775,87500,4,1,2,3
809,49769,62500,1,1,1,1
810,53965,62500,1,1,1,1
811,52108,225000,2,1,4,1
812,51355,62500,1,1,1,1
813,41876,42500,1,1,1,0
814,41876,30000,1,1,1,0
815,48990,17500,1,1,0,1
816,51770,87500,1,1,3,1
817,52978,87500,2,1,2,0
818,45387,125000,2,1,2,1
819,43820,87500,3,1,4,0
820,37748,125000,2,1,4,2
821,39015,62500,1,1,1,1
822,40335,125000,2,1,2,2
823,41370,62500,1,1,1,1
824,46939,225000,2,1,2,0
825,46836,87500,3,1,2,2
826,49385,125000,7,1,3,1
827,42457,125000,2,1,3,1
828,35392,87500,3,1,3,2
829,10824,62500,3,1,0,1
830,10824,175000,2,1,1,2
831,10824,30000,1,1,1,1
832,15433,62500,1,1,1,1
833,25627,62500,2,1,1,2
834,1322,175000,2,1,1,2
835,19681,175000,2,1,4,0
836,8488,125000,3,1,1,3
837,29881,225000,2,1,1,2
838,29919,-1,2,1,2,0
839,11352,30000,1,1,1,0
840,11352,62500,1,1,1,1
841,11352,87500,1,1,1,1
842,27797,87500,1,1,3,1
843,3185,87500,1,1,1,1
844,16188,125000,1,1,1,1
845,4831,-1,2,1,1,0
846,793,42500,1,1,0,1
847,793,125000,2,1,1,2
848,57115,-1,1,1,1,1
849,23976,-1,1,1,1,1
850,23976,30000,1,1,2,0
851,19009,62500,2,1,1,2
852,7743,125000,1,1,1,1
853,4577,125000,2,1,2,2
854,33247,62500,4,1,2,2
855,25858,175000,2,1,2,2
856,20461,42500,1,1,1,1
857,12624,62500,3,1,2,2
858,29189,125000,1,1,1,1
859,29189,87500,2,1,1,2
860,28044,225000,1,1,2,1
861,29585,-1,4,1,3,3
862,379,-1,2,1,1,0
863,18086,42500,1,1,1,1
864,19305,175000,2,1,2,2
865,31750,225000,1,1,1,1
866,4369,125000,2,1,1,2
867,33589,225000,3,1,1,1
868,16414,87500,1,1,1,1
869,27163,225000,2,1,1,2
870,16188,62500,1,1,1,1
871,20955,62500,1,1,1,1
872,9012,125000,2,1,1,2
873,58609,125000,2,1,1,2
874,7963,125000,1,1,1,1
875,33301,-1,1,1,1,1
876,33301,62500,1,1,1,1
