tour_id,person_id,household_id,tour_type,tour_category,destination,origin,start,end,tour_mode,parent_tour_id
2,2.0,17100108_2,work,mandatory,34769,30000,9.0,9.0,Other,0
3,3.0,17100108_2,work,mandatory,21009,30000,9.0,9.0,WALK,0
6,8.0,17100203_2,work,mandatory,18493,3305,8.0,8.0,DRIVEALONEFREE,0
7,9.0,17100203_2,school,mandatory,2090,3305,9.0,9.0,SHARED3FREE,0
16,14.0,17100303_2,othdiscr,non_mandatory,23773,1469,18.0,18.0,SHARED2FREE,0
17,16.0,17100342_2,work,mandatory,21615,21436,7.0,7.0,WALK_LOC,0
18,16.0,17100342_2,othdiscr,joint,19853,21436,19.0,19.0,SHARED2FREE,0
19,17.0,17100342_2,shopping,non_mandatory,27205,21436,10.0,10.0,DRIVEALONEFREE,0
21,18.0,17100410_2,work,mandatory,33878,746,9.0,9.0,WALK_LOC,0
23,20.0,17100458_2,eatout,non_mandatory,9935,3759,10.0,10.0,SHARED2FREE,0
24,20.0,17100458_2,othdiscr,non_mandatory,31016,3759,16.0,16.0,SHARED2FREE,0
25,21.0,17100482_2,work,mandatory,18358,29643,8.0,8.0,DRIVEALONEFREE,0
28,23.0,17100590_2,work,mandatory,21009,14948,7.0,7.0,DRIVEALONEFREE,0
31,24.0,17100652_2,shopping,joint,1057,5804,17.0,17.0,SHARED3FREE,0
38,28.0,17100760_2,eatout,non_mandatory,25925,29932,8.0,8.0,SHARED2FREE,0
39,28.0,17100760_2,shopping,non_mandatory,16146,29932,15.0,15.0,SHARED3FREE,0
40,29.0,17100760_2,shopping,non_mandatory,13894,29932,11.0,11.0,DRIVEALONEFREE,0
42,30.0,17100760_2,school,mandatory,5582,29932,8.0,8.0,SHARED2FREE,0
43,31.0,17100760_2,school,mandatory,35047,29932,6.0,6.0,WALK_LOC,0
44,32.0,17100818_2,work,mandatory,15372,4369,9.0,9.0,DRIVEALONEFREE,0
45,35.0,17100836_2,work,mandatory,61076,34606,6.0,6.0,DRIVEALONEFREE,0
46,36.0,17100836_2,work,mandatory,24982,34606,8.0,8.0,SHARED2FREE,0
47,37.0,17100836_2,school,mandatory,6387,34606,8.0,8.0,SHARED2FREE,0
50,39.0,17100868_2,eatout,non_mandatory,24463,3189,7.0,7.0,WALK_LOC,0
51,41.0,17100889_2,work,mandatory,16608,13571,9.0,9.0,DRIVEALONEFREE,0
52,41.0,17100889_2,othdiscr,non_mandatory,14070,13571,17.0,17.0,DRIVEALONEFREE,0
53,42.0,17100892_2,work,mandatory,18760,35782,8.0,8.0,SHARED2FREE,0
54,43.0,17100892_2,school,mandatory,1110,35782,8.0,8.0,SHARED2FREE,0
55,45.0,17100908_2,work,mandatory,15689,8672,7.0,7.0,DRIVEALONEFREE,0
56,46.0,17100942_2,work,mandatory,32318,21671,10.0,10.0,WALK_LOC,0
57,49.0,17100964_2,work,mandatory,9683,35782,8.0,8.0,SHARED2FREE,0
58,49.0,17100964_2,othdiscr,non_mandatory,1759,35782,19.0,19.0,DRIVEALONEFREE,0
59,50.0,17100964_2,eatout,non_mandatory,3532,35782,7.0,7.0,WALK_LOC,0
62,53.0,17101079_2,work,mandatory,43628,48990,7.0,7.0,WALK_LOC,0
63,53.0,17101079_2,othdiscr,non_mandatory,43636,48990,19.0,19.0,BIKE,0
67,57.0,17101130_2,work,mandatory,3189,31711,8.0,8.0,DRIVEALONEFREE,0
69,58.0,17101223_2,work,mandatory,29987,9778,8.0,8.0,SHARED3FREE,0
70,58.0,17101223_2,othmaint,non_mandatory,7622,9778,15.0,15.0,SHARED2FREE,0
73,60.0,17101223_2,school,mandatory,25914,9778,7.0,7.0,WALK_LOC,0
74,60.0,17101223_2,othdiscr,non_mandatory,9130,9778,18.0,18.0,SHARED2FREE,0
82,63.0,17101240_2,eatout,non_mandatory,54826,49061,19.0,19.0,DRIVEALONEFREE,0
78,63.0,17101240_2,escort,non_mandatory,50480,49061,8.0,8.0,SHARED2FREE,0
80,63.0,17101240_2,escort,non_mandatory,50436,49061,13.0,13.0,SHARED2FREE,0
79,63.0,17101240_2,othdiscr,non_mandatory,41823,49061,12.0,12.0,WALK,0
81,63.0,17101240_2,othmaint,non_mandatory,41151,49061,17.0,17.0,SHARED2FREE,0
85,65.0,17101319_2,work,mandatory,3190,3894,9.0,9.0,WALK_LR,0
87,66.0,17101325_2,escort,non_mandatory,1633,12055,18.0,18.0,SHARED2FREE,0
88,67.0,17101325_2,work,mandatory,1633,12055,10.0,10.0,SHARED2FREE,0
89,68.0,17101335_2,work,mandatory,11479,31885,9.0,9.0,SHARED3FREE,0
96,71.0,17101375_2,othdiscr,non_mandatory,8741,20955,12.0,12.0,SHARED3FREE,0
93,70.0,17101375_2,othdiscr,joint,28316,20955,17.0,17.0,SHARED3FREE,0
102,74.0,17101504_2,school,mandatory,21021,13934,8.0,8.0,WALK,0
103,75.0,17101504_2,school,mandatory,11613,13934,7.0,7.0,SHARED2FREE,0
106,76.0,17101545_2,othdiscr,non_mandatory,16592,12265,17.0,17.0,WALK,0
105,76.0,17101545_2,shopping,non_mandatory,1057,12265,14.0,14.0,SHARED2FREE,0
104,76.0,17101545_2,social,non_mandatory,32660,12265,8.0,8.0,SHARED2FREE,0
107,77.0,17101545_2,school,mandatory,6499,12265,7.0,7.0,WALK_LOC,0
108,77.0,17101545_2,othdiscr,non_mandatory,35782,12265,16.0,16.0,WALK,0
109,78.0,17101617_2,work,mandatory,2836,16343,10.0,10.0,DRIVEALONEFREE,0
114,82.0,17101635_2,work,mandatory,23258,4369,5.0,5.0,WALK_LOC,0
115,84.0,17101667_2,work,mandatory,30746,13418,8.0,8.0,DRIVEALONEFREE,0
116,84.0,17101667_2,othdiscr,non_mandatory,18486,13418,18.0,18.0,SHARED3FREE,0
117,85.0,17101667_2,work,mandatory,5156,13418,7.0,7.0,DRIVEALONEFREE,0
118,85.0,17101667_2,social,non_mandatory,4366,13418,18.0,18.0,DRIVEALONEFREE,0
123,89.0,17101720_2,eatout,joint,16316,3056,12.0,12.0,SHARED3FREE,0
124,89.0,17101720_2,othmaint,joint,32639,3056,16.0,16.0,SHARED2FREE,0
131,92.0,17101852_2,work,mandatory,4146,24288,9.0,9.0,SHARED2FREE,0
130,91.0,17101852_2,eatout,joint,7400,24288,16.0,16.0,SHARED2FREE,0
129,91.0,17101852_2,shopping,joint,12413,24288,16.0,16.0,SHARED2FREE,0
134,93.0,17101853_2,work,mandatory,33284,31541,8.0,8.0,DRIVEALONEFREE,0
136,96.0,17101882_2,shopping,non_mandatory,2904,25634,10.0,10.0,WALK_LOC,0
137,97.0,17101886_2,work,mandatory,16322,18086,6.0,6.0,DRIVEALONEFREE,0
138,98.0,17101947_2,work,mandatory,8127,34184,6.0,6.0,DRIVEALONEFREE,0
139,98.0,17101947_2,social,non_mandatory,4251,34184,17.0,17.0,DRIVEALONEFREE,0
140,99.0,17101949_2,work,mandatory,24469,28834,7.0,7.0,DRIVEALONEFREE,0
141,99.0,17101949_2,othdiscr,non_mandatory,15140,28834,18.0,18.0,WALK,0
144,102.0,17102061_2,work,mandatory,17735,9012,7.0,7.0,WALK_LOC,0
145,102.0,17102061_2,othmaint,non_mandatory,4377,9012,18.0,18.0,DRIVEALONEFREE,0
147,104.0,17102166_2,escort,non_mandatory,14402,13106,9.0,9.0,WALK,0
149,104.0,17102166_2,escort,non_mandatory,14402,13106,15.0,15.0,WALK,0
153,106.0,17102166_2,school,mandatory,14402,13106,15.0,15.0,WALK,0
148,104.0,17102166_2,shopping,joint,19918,13106,13.0,13.0,SHARED2FREE,0
154,108.0,17102252_2,work,mandatory,25921,9822,9.0,9.0,WALK,0
155,108.0,17102252_2,eatout,non_mandatory,19115,9822,17.0,17.0,WALK,0
157,109.0,17102269_2,work,mandatory,321,22971,16.0,16.0,DRIVEALONEFREE,0
156,109.0,17102269_2,othmaint,non_mandatory,17784,22971,10.0,10.0,DRIVEALONEFREE,0
158,110.0,17102273_2,work,mandatory,10518,14944,6.0,6.0,DRIVEALONEFREE,0
159,111.0,17102313_2,othdiscr,non_mandatory,16943,13653,16.0,16.0,WALK,0
162,115.0,17102449_2,social,non_mandatory,38442,15739,7.0,7.0,WALK_FRY,0
163,115.0,17102449_2,othdiscr,joint,19392,15739,18.0,18.0,BIKE,0
165,117.0,17102461_2,work,mandatory,28831,26150,10.0,10.0,DRIVEALONEFREE,0
167,119.0,17102549_2,work,mandatory,2878,8239,7.0,7.0,WALK_LOC,0
168,119.0,17102549_2,shopping,non_mandatory,30722,8239,18.0,18.0,DRIVEALONEFREE,0
169,120.0,17102549_2,work,mandatory,21002,8239,8.0,8.0,WALK_LOC,0
170,122.0,17102577_2,shopping,non_mandatory,35576,1629,9.0,9.0,DRIVEALONEFREE,0
172,123.0,17102577_2,school,mandatory,5056,1629,7.0,7.0,SHARED2FREE,0
173,123.0,17102577_2,othdiscr,non_mandatory,8662,1629,17.0,17.0,DRIVEALONEFREE,0
171,122.0,17102577_2,othdiscr,joint,13893,1629,17.0,17.0,SHARED2FREE,0
175,125.0,17102578_2,school,mandatory,12926,10824,10.0,10.0,WALK,0
178,127.0,17102618_2,work,mandatory,20072,19437,6.0,6.0,WALK,0
179,128.0,17102630_2,work,mandatory,11084,19367,7.0,7.0,WALK_LOC,0
181,130.0,17102684_2,work,mandatory,14450,16542,8.0,8.0,WALK_LOC,0
182,131.0,17102684_2,school,mandatory,33008,16542,8.0,8.0,SHARED3FREE,0
184,136.0,17102819_2,work,mandatory,7004,12055,8.0,8.0,SHARED2FREE,0
186,137.0,17102819_2,othdiscr,non_mandatory,18493,12055,16.0,16.0,SHARED2FREE,0
187,138.0,17102908_2,eatout,non_mandatory,21190,22442,10.0,10.0,WALK,0
189,138.0,17102908_2,othmaint,non_mandatory,32545,22442,17.0,17.0,WALK,0
188,138.0,17102908_2,social,non_mandatory,3153,22442,12.0,12.0,DRIVEALONEFREE,0
190,139.0,17102910_2,work,mandatory,30989,23527,9.0,9.0,WALK,0
191,140.0,17102944_2,school,mandatory,15990,35782,7.0,7.0,SHARED3FREE,0
192,140.0,17102944_2,work,mandatory,14270,35782,16.0,16.0,SHARED3FREE,0
193,141.0,17102944_2,work,mandatory,18756,35782,9.0,9.0,DRIVEALONEFREE,0
196,144.0,17102986_2,work,mandatory,3190,22144,8.0,8.0,DRIVEALONEFREE,0
200,148.0,17103059_2,school,mandatory,15990,27200,13.0,13.0,WALK_LOC,0
199,148.0,17103059_2,shopping,non_mandatory,15141,27200,7.0,7.0,WALK_LOC,0
201,149.0,17103114_2,othdiscr,non_mandatory,1988,17158,12.0,12.0,DRIVEALONEFREE,0
203,150.0,17103114_2,work,mandatory,31221,17158,7.0,7.0,DRIVEALONEFREE,0
202,149.0,17103114_2,social,joint,33009,17158,18.0,18.0,SHARED3FREE,0
206,152.0,17103147_2,work,mandatory,4587,17763,6.0,6.0,DRIVEALONEFREE,0
207,152.0,17103147_2,shopping,non_mandatory,866,17763,17.0,17.0,DRIVEALONEFREE,0
208,153.0,17103211_2,work,mandatory,10172,11499,12.0,12.0,DRIVEALONEFREE,0
209,154.0,17103242_2,work,mandatory,33099,13173,7.0,7.0,WALK,0
210,155.0,17103302_2,work,mandatory,66016,24474,7.0,7.0,SHARED2FREE,0
211,156.0,17103415_2,work,mandatory,15447,19243,7.0,7.0,DRIVEALONEFREE,0
212,157.0,17103415_2,othdiscr,non_mandatory,22583,19243,7.0,7.0,DRIVEALONEFREE,0
213,157.0,17103415_2,othdiscr,non_mandatory,1855,19243,9.0,9.0,DRIVEALONEFREE,0
214,158.0,17103454_2,work,mandatory,15778,1189,5.0,5.0,DRIVEALONEFREE,0
215,158.0,17103454_2,othdiscr,non_mandatory,26825,1189,19.0,19.0,SHARED2FREE,0
217,159.0,17103454_2,shopping,non_mandatory,15618,1189,15.0,15.0,DRIVEALONEFREE,0
216,159.0,17103454_2,social,non_mandatory,10264,1189,8.0,8.0,DRIVEALONEFREE,0
221,163.0,17103538_2,work,mandatory,9417,31883,8.0,8.0,DRIVEALONEFREE,0
222,164.0,17103587_2,othmaint,non_mandatory,1759,16857,9.0,9.0,DRIVEALONEFREE,0
223,164.0,17103587_2,othmaint,non_mandatory,1759,16857,14.0,14.0,SHARED2FREE,0
224,164.0,17103587_2,othmaint,non_mandatory,11748,16857,19.0,19.0,SHARED2FREE,0
225,165.0,17103614_2,othdiscr,non_mandatory,39,18807,16.0,16.0,DRIVEALONEFREE,0
226,168.0,17103640_2,work,mandatory,30601,29845,5.0,5.0,DRIVEALONEFREE,0
227,169.0,17103660_2,work,mandatory,14536,1648,8.0,8.0,WALK,0
228,169.0,17103660_2,shopping,non_mandatory,14536,1648,14.0,14.0,DRIVEALONEFREE,0
229,170.0,17103670_2,shopping,non_mandatory,2808,8063,17.0,17.0,DRIVEALONEFREE,0
230,171.0,17103672_2,work,mandatory,2878,34339,7.0,7.0,WALK_LR,0
232,173.0,17103751_2,eatout,non_mandatory,29673,11815,8.0,8.0,DRIVEALONEFREE,0
233,173.0,17103751_2,othdiscr,non_mandatory,22178,11815,14.0,14.0,DRIVEALONEFREE,0
234,174.0,17103751_2,work,mandatory,15707,11815,6.0,6.0,DRIVEALONEFREE,0
236,176.0,17103809_2,work,mandatory,3411,12628,6.0,6.0,WALK_LOC,0
237,177.0,17103838_2,work,mandatory,8776,24500,5.0,5.0,WALK_LOC,0
239,177.0,17103838_2,eatout,non_mandatory,33327,24500,16.0,16.0,WALK,0
240,177.0,17103838_2,escort,non_mandatory,15982,24500,19.0,19.0,WALK,0
238,177.0,17103838_2,shopping,non_mandatory,30446,24500,15.0,15.0,WALK,0
242,178.0,17103861_2,work,mandatory,1648,34887,16.0,16.0,WALK,0
241,178.0,17103861_2,othdiscr,non_mandatory,17675,34887,10.0,10.0,WALK,0
246,183.0,17104158_2,work,mandatory,10960,20745,9.0,9.0,DRIVEALONEFREE,0
245,183.0,17104158_2,othdiscr,non_mandatory,16941,20745,7.0,7.0,DRIVEALONEFREE,0
247,184.0,17104170_2,work,mandatory,6165,3875,11.0,11.0,DRIVEALONEFREE,0
249,185.0,17104171_2,escort,non_mandatory,25063,28044,17.0,17.0,WALK,0
248,185.0,17104171_2,othmaint,non_mandatory,10953,28044,7.0,7.0,DRIVEALONEFREE,0
250,186.0,17104190_2,shopping,non_mandatory,55254,62266,12.0,12.0,DRIVEALONEFREE,0
252,188.0,17104222_2,school,mandatory,15990,10241,8.0,8.0,WALK_LOC,0
253,189.0,17104255_2,work,mandatory,34886,9232,10.0,10.0,DRIVEALONEFREE,0
254,190.0,17104255_2,othmaint,joint,17961,9232,10.0,10.0,SHARED3FREE,0
257,193.0,17104395_2,escort,non_mandatory,5156,24575,7.0,7.0,SHARED2FREE,0
258,193.0,17104395_2,escort,non_mandatory,5156,24575,17.0,17.0,SHARED2FREE,0
259,194.0,17104395_2,shopping,non_mandatory,2688,24575,10.0,10.0,DRIVEALONEFREE,0
260,195.0,17104395_2,school,mandatory,5156,24575,7.0,7.0,SHARED2FREE,0
261,197.0,17104449_2,work,mandatory,7303,35782,6.0,6.0,SHARED2FREE,0
262,197.0,17104449_2,social,non_mandatory,27101,35782,17.0,17.0,SHARED3FREE,0
263,198.0,17104449_2,work,mandatory,12926,35782,8.0,8.0,WALK_LOC,0
264,198.0,17104449_2,eatout,non_mandatory,17675,35782,17.0,17.0,SHARED3FREE,0
265,199.0,17104449_2,school,mandatory,14019,35782,6.0,6.0,SHARED2FREE,0
268,201.0,17104578_2,shopping,non_mandatory,52725,44834,12.0,12.0,DRIVEALONEFREE,0
269,202.0,17104601_2,othmaint,non_mandatory,60839,63849,13.0,13.0,WALK,0
270,202.0,17104601_2,shopping,non_mandatory,61968,63849,14.0,14.0,WALK,0
271,203.0,17104602_2,work,mandatory,24072,3865,7.0,7.0,WALK_LOC,0
272,204.0,17104614_2,work,mandatory,7723,19304,5.0,5.0,DRIVEALONEFREE,0
273,204.0,17104614_2,shopping,non_mandatory,645,19304,19.0,19.0,DRIVEALONEFREE,0
274,207.0,17104647_2,work,mandatory,3190,5046,9.0,9.0,DRIVEALONEFREE,0
275,208.0,17104647_2,escort,non_mandatory,20924,5046,9.0,9.0,SHARED3FREE,0
276,208.0,17104647_2,escort,non_mandatory,20924,5046,12.0,12.0,SHARED2FREE,0
278,210.0,17104647_2,school,mandatory,19030,5046,9.0,9.0,SHARED3FREE,0
