MAZ,TAZ,AGE0004,AGE0519,AGE2044,AGE4564,AGE65P,AGREMPN,CIACRE,COLLFTE,COLLPTE,COUNTY,DISTRICT,EMPRES,FPSEMPN,HEREMPN,HHINCQ1,HHINCQ2,HHINCQ3,HHINCQ4,HHPOP,HSENROLL,MFDU,MWTEMPN,OPRKCST,OTHEMPN,PRKCST,RESACRE,RETEMPN,SD,SFDU,SHPOP62P,TERMINAL,TOPOLOGY,TOTACRE,TOTEMP,TOTHH,TOTPOP,ZERO,area_type,gqpop,hhlds,sftaz,GSENROLL,transit_score,transit_score_scaled,sfunits,mfunits,percent_mf,mixed_use2_1,density_index,buff_density_index,density,mixed_use3_1,hh_1,emptot_1,hh_2,emptot_2,access_dist_transit
113,345,1,7,9,11,0,0,0.0,0.0,0.0,1,-1,15,0,0,1,1,0,8,28,7,-1,0,-1.0,0,0.0,1.410784690723822,0,-1,-1,0.0357142857142857,2.0,1,1.410784690723822,0,10,28,0,4,-1,-1,-1,0,144.1460379251972,42.53914848117064,10.0,0.0,0.0,0.2705588619910655,0.0,35.427432749181506,19.847110749149277,0.0413492404046556,764.8224038953522,37.14817808037773,2583.1447211270965,587.0047084061499,0.2222600532300544
161,351,0,0,0,0,0,1,7.714802608017094,0.0,0.0,1,-1,-1,10,1,0,0,0,0,0,0,-1,18,-1.0,0,0.0,0.0,3,-1,-1,0.0,3.0,1,7.714802608017094,61,0,0,0,4,-1,-1,-1,0,579.3096987062993,62.33659891885028,0.0,0.0,0.0,0.998933342535784,0.0,313.1154320711742,19.76719402276405,0.6471670015597036,603.044325322895,651.2717044644786,2647.335163626926,3280.541208447414,0.1308091539325135
177,348,4,8,19,27,9,0,0.0,0.0,0.0,1,-1,34,0,0,0,1,2,25,67,8,-1,0,-1.0,0,0.0,5.411845937401357,0,-1,-1,0.2686567164179104,2.0,1,5.411845937401357,0,28,67,0,4,-1,-1,-1,0,153.3496339567618,43.41743399187168,28.0,0.0,0.0,0.9866489149579468,0.0,235.5360724093397,12.380248952942637,0.562970293787541,545.1188017876009,414.7361250654854,2173.2642642773512,941.0989797356676,0.2143509492846178
201,331,0,0,0,0,0,0,,0.0,0.0,1,-1,-1,0,0,0,0,0,0,0,0,-1,0,-1.0,0,0.0,,0,-1,-1,0.0,2.0,1,1.9368801316610715,0,0,0,0,5,-1,-1,-1,0,6.786983049447242,0.7493357116675854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117.12103841851744,0.3799231819743837,218.5949470627024,1.5264384876598012
409,332,8,63,197,121,61,0,31.23421784071675,0.0,0.0,1,-1,275,8,1,19,50,24,119,450,63,-1,1,-1.0,0,0.0,826.7881193130904,0,-1,-1,0.1866666666666666,2.0,1,858.0223371538073,17,212,450,0,5,-1,-1,-1,0,250.88617761582,50.41396156210481,126.0,149.0,0.5418181818181819,0.7817400170458888,0.00489539335584,89.42817459918352,0.5739943806517889,0.4122034001291937,385.2176226758518,116.4656448813186,1475.6824242519417,1008.8811488950848,0.2474360130484891
514,332,0,0,0,0,0,0,,0.0,0.0,1,-1,-1,0,0,0,0,0,0,0,0,-1,0,-1.0,0,0.0,,0,-1,-1,0.0,2.0,1,0.4352725460728558,0,0,0,0,5,-1,-1,-1,0,180.02981145369174,45.69516745525181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.07738434369504,0.0,441.232640585785,121.84790582964553,0.856414794921875
659,335,0,0,0,0,0,2,0.8695642763808631,0.0,0.0,1,-1,-1,4,0,0,0,0,0,0,0,-1,16,-1.0,0,0.0,0.0,0,-1,-1,0.0,3.0,1,0.8695642763808631,23,0,0,0,2,-1,-1,-1,0,269.56939016966464,51.43612272814988,0.0,0.0,0.0,0.3172497804704627,0.0,92.7942903679406,66.12507155804018,0.9845750624316464,98.45056049727336,1615.136775433343,1613.0949847476436,2709.0168042883897,0.3254888361150568
698,350,4,7,27,26,18,0,0.0,0.0,0.0,1,-1,38,0,0,8,4,8,16,82,7,-1,0,-1.0,0,0.0,5.6436205749231485,0,-1,-1,0.2439024390243902,3.0,1,5.6436205749231485,0,36,82,0,4,-1,-1,-1,0,279.2386686913952,51.93773754680433,33.0,0.0,0.0,0.6532324667016958,0.0,165.90997448267075,14.52967982368599,0.1707557102570366,987.245274713564,199.4238385831208,3743.412139457052,2244.9599946136345,0.2582579979049095
700,343,4,9,89,64,31,0,0.0,0.0,0.0,1,-1,137,0,0,9,27,35,40,197,9,-1,0,-1.0,0,0.0,2.97590651989421,0,-1,-1,0.1878172588832487,3.0,1,2.97590651989421,0,111,197,0,2,-1,-1,-1,0,272.5007442236031,51.59006204240572,6.0,441.0,0.9865771812080536,0.7316119212047297,0.0,299.14088482356897,66.19831593601371,0.1885810396963523,1459.9672464983828,376.2284423837888,3844.3086906330473,3046.5762042313368,0.2266012076175573
720,348,0,10,8,12,10,0,0.0,0.0,0.0,1,-1,20,0,0,2,1,0,12,40,10,-1,0,-1.0,0,0.0,1.7080084941713387,0,-1,-1,0.35,2.0,1,1.7080084941713387,0,15,40,0,4,-1,-1,-1,0,180.219487955214,45.71012767496522,15.0,0.0,0.0,0.994070030724046,0.0,333.65227782066546,23.419087280011738,0.7354999426680187,611.865943814336,733.7902153202965,2234.876717237556,1046.366871505174,0.1586395447904413
721,349,4,7,17,10,6,0,0.0,0.0,0.0,1,-1,24,0,0,0,1,3,14,44,7,-1,0,-1.0,0,0.0,2.635580779216616,0,-1,-1,0.1590909090909091,2.0,1,2.635580779216616,0,18,44,0,4,-1,-1,-1,0,193.14125351914805,46.69408578632303,18.0,0.0,0.0,0.9992341959723964,0.0,276.067786136092,16.6946125677386,0.6607238265045393,570.7298233406221,534.7146863785616,3130.038641822511,1149.2607296013998,0.2709999948407284
738,354,0,1,6,4,2,0,0.0,0.0,0.0,1,-1,10,0,0,0,2,2,4,13,1,-1,0,-1.0,0,0.0,1.3719506620156643,0,-1,-1,0.2307692307692307,2.0,1,1.3719506620156643,0,8,13,0,4,-1,-1,-1,0,847.9253809590589,67.77101845630234,5.0,0.0,0.0,0.995945851011102,0.0,507.6379608031047,9.4755594059778,0.3682477368106295,944.50145015637,1097.5162764065192,4064.13527981608,4940.449176817087,0.1343192063368759
778,337,0,0,0,0,0,22,28.37975739688365,0.0,0.0,1,-1,-1,137,20,0,0,0,0,0,0,-1,8,-1.0,0,0.0,0.0,8,-1,-1,0.0,2.0,1,28.37975739688365,260,0,0,0,4,-1,-1,-1,0,997.632232463602,70.09123678854161,0.0,0.0,0.0,0.8761593496393231,0.0,551.5799138980402,22.90364892517988,0.6462365607633115,783.3279120898416,1864.3869447659888,4148.57636898337,7049.048593666061,0.061354718326537
780,344,7,16,20,15,7,0,0.0,0.0,0.0,1,-1,29,0,0,2,4,4,14,65,16,-1,0,-1.0,0,0.0,3.253705645964932,0,-1,-1,0.1384615384615384,2.0,1,3.253705645964932,0,24,65,0,4,-1,-1,-1,0,151.18851709923103,43.21599994932585,24.0,0.0,0.0,0.4545301724415208,0.0,72.64086138605961,19.977221996282747,0.1082537921753236,760.7262916786572,80.3095236053205,3471.6967504389268,1192.780784501832,0.155301083940448
781,344,0,4,13,12,4,0,0.0,0.0,0.0,1,-1,18,0,0,1,0,1,9,33,4,-1,0,-1.0,0,0.0,1.4308615524249957,0,-1,-1,0.1818181818181818,2.0,1,1.4308615524249957,0,11,33,0,4,-1,-1,-1,0,218.91019268005203,48.47456068456039,11.0,0.0,0.0,0.5455506206930129,0.0,161.8564330715556,23.06302796666264,0.1140033477325974,1287.55188372281,185.12871769479963,3619.975551538068,2193.877508064968,0.0552002419453349
782,344,0,8,14,23,21,0,0.0,0.0,0.0,1,-1,34,0,0,2,4,7,13,66,8,-1,0,-1.0,0,0.0,3.140330750576611,0,-1,-1,0.4545454545454545,2.0,1,3.140330750576611,0,26,66,0,4,-1,-1,-1,0,250.76651395260524,50.40717322973271,24.0,0.0,0.0,0.4885123444442702,0.0,115.26047465262684,21.016894474533117,0.085378997596656,1084.7639808130834,128.9633410504613,3986.128485752955,2255.248783103919,0.0300235532860453
783,349,6,11,17,19,5,0,0.0,0.0,0.0,1,-1,27,0,0,0,2,7,12,58,11,-1,0,-1.0,0,0.0,2.6390753880020017,0,-1,-1,0.1034482758620689,2.0,1,2.6390753880020017,0,21,58,0,4,-1,-1,-1,0,203.0300678062696,47.40381963129147,21.0,0.0,0.0,0.9772981986535926,0.0,249.6523008006941,21.9773941523932,0.5436544313034455,606.6404649365533,424.24148205814527,3215.5680383581653,1134.1052980850804,0.1988463232527563
784,349,3,13,18,19,6,0,0.0,0.0,0.0,1,-1,30,0,0,0,3,6,14,59,13,-1,0,-1.0,0,0.0,3.357684619717909,0,-1,-1,0.1525423728813559,2.0,1,3.357684619717909,0,23,59,0,4,-1,-1,-1,0,236.6007760179711,49.57988362217226,23.0,0.0,0.0,0.9982137011718444,0.0,377.4237188880276,17.571632443834705,0.6426716343131561,794.3693174197657,719.0717997909023,2603.4047726994872,1172.5779988626716,0.1216019423321039
785,348,0,4,2,10,4,0,0.0,0.0,0.0,1,-1,10,0,0,2,0,0,5,20,4,-1,0,-1.0,0,0.0,1.2776000058793278,0,-1,-1,0.25,2.0,1,1.2776000058793278,0,7,20,0,4,-1,-1,-1,0,166.23297036066452,44.56268389090401,7.0,0.0,0.0,0.9947868306353452,0.0,291.969992720614,15.654351837791902,0.7404267603814417,538.2131533104359,638.1581932175777,1925.9572402379151,967.7984429226912,0.1252605849243574
797,340,11,19,27,10,3,0,0.0,0.0,0.0,1,-1,38,0,0,5,12,0,10,70,19,-1,0,-1.0,0,0.0,1.7485865226024,0,-1,-1,0.0428571428571428,2.0,1,1.7485865226024,0,27,70,0,3,-1,-1,-1,0,835.7315295068001,67.56433236799602,20.0,0.0,0.0,0.9745776287259086,0.0,497.1237626681074,40.03233417115663,0.3871653177922213,837.4885715940627,1223.2036302934916,3882.865169692668,4632.006810633882,0.2202672958374022
823,348,0,0,0,0,0,19,0.5894517063109342,0.0,0.0,1,-1,-1,50,1,0,0,0,0,0,0,-1,9,-1.0,0,0.0,0.0,95,-1,-1,0.0,2.0,1,0.5894517063109342,246,0,0,0,0,-1,-1,-1,0,196.70852901646143,46.954198149317065,0.0,0.0,0.0,0.9781838435095412,0.0,380.34581614271696,1043.342471343342,0.786356170318653,648.2427909012557,920.3404912884783,2304.694602004163,1172.6547026623364,0.0654140780670474
