MAZ,TAZ,AGE0004,AGE0519,AGE2044,AGE4564,AGE65P,AGREMPN,CIACRE,COLLFTE,COLLPTE,COUNTY,DISTRICT,EMPRES,FPSEMPN,HEREMPN,HHINCQ1,HHINCQ2,HHINCQ3,HHINCQ4,HHPOP,HSENROLL,MFDU,MWTEMPN,OPRKCST,OTHEMPN,PRKCST,RESACRE,RETEMPN,SD,SFDU,SHPOP62P,TERMINAL,TOPOLOGY,TOTACRE,TOTEMP,TOTHH,TOTPOP,ZERO,area_type,gqpop,hhlds,sftaz,GSENROLL,transit_score,transit_score_scaled,sfunits,mfunits,percent_mf,mixed_use2_1,density_index,buff_density_index,density,mixed_use3_1,hh_1,emptot_1,hh_2,emptot_2,access_dist_transit
11591,355,4,5,13,11,4,0,0.0,0.0,0.0,1,-1,19,0,0,0,3,4,10,37,5,-1,0,-1.0,0,0.0,1.498468159797325,0,-1,-1,0.1351351351351351,2.0,1,1.498468159797325,0,17,37,0,4,-1,-1,-1,0,873.9919490103762,68.20306693120408,17.0,0.0,0.0,0.9979385600610412,0.0,601.394479474514,24.691882679045,0.6680757820584334,1270.7020225592305,1141.7668743163922,5464.377006188342,4574.07094968295,0.1020097395953009
11634,347,0,0,0,0,0,0,,0.0,0.0,1,-1,-1,0,0,0,0,0,0,0,0,-1,0,-1.0,0,0.0,,0,-1,-1,0.0,2.0,1,20.916754272993387,0,0,0,0,5,-1,-1,-1,0,75.56192061905935,33.401426189798315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126.74742626335906,0.0,799.9836388956226,309.6020033774951,0.443543516216856
11934,353,1,14,9,4,2,0,0.0,0.0,0.0,1,-1,12,0,0,1,0,0,10,30,14,-1,0,-1.0,0,0.0,0.8760823896984314,0,-1,-1,0.0666666666666666,2.0,1,0.8760823896984314,0,11,30,0,3,-1,-1,-1,0,796.5149597570153,66.87857989712958,11.0,0.0,0.0,0.97117638453372,0.0,451.6015950619236,34.24335468074723,0.4380223979169678,1127.913410482971,753.1548076662392,4398.176363392376,4102.51806872776,0.0874439060852218
12347,344,5,20,58,104,76,0,0.0,0.0,0.0,1,-1,144,0,0,8,3,27,69,263,20,-1,0,-1.0,0,0.0,10.30873478100429,0,-1,-1,0.376425855513308,2.0,1,10.30873478100429,0,107,263,0,4,-1,-1,-1,0,154.10596293352629,43.4872645025522,83.0,0.0,0.0,0.5036252562926403,0.0,81.01358492081596,25.51234517010032,0.104500153985463,728.3203163167595,91.15282899691022,3411.6254042883083,1308.5935957135755,0.2247445531902892
12361,352,0,10,19,17,12,0,0.0,0.0,0.0,1,-1,41,0,0,0,4,2,19,58,10,-1,0,-1.0,0,0.0,3.184051344129774,0,-1,-1,0.2241379310344827,2.0,1,3.184051344129774,0,25,58,0,4,-1,-1,-1,0,656.037396182162,64.1105848067472,25.0,0.0,0.0,0.9897462541350402,0.0,481.7399799516781,18.215786660265632,0.3781722962475686,1093.72513612584,860.9540931413754,3946.060456210109,3888.64417955361,0.1642477742975408
12634,356,0,8,20,27,6,1,0.7284711356322955,0.0,0.0,1,-1,34,13,5,0,2,3,17,61,8,-1,6,-1.0,0,0.0,1.1109184818392506,1,-1,-1,0.1475409836065573,2.0,1,1.839389617471546,40,22,61,0,2,-1,-1,-1,0,1103.8272288101823,71.53491782441935,16.0,16.0,0.5,0.9225726395210192,7.716444766393455,655.2044938415277,87.52903597515851,0.6520715353059253,989.2433802285452,1940.363037487112,5400.560192615427,8687.536432956422,0.0693463625139786
12635,357,3,13,20,20,5,0,0.0,0.0,0.0,1,-1,36,0,0,0,4,3,18,61,13,-1,0,-1.0,0,0.0,2.245696721633057,0,-1,-1,0.0983606557377049,2.0,1,2.245696721633057,0,25,61,0,4,-1,-1,-1,0,1048.3964521728035,70.79957814902798,21.0,0.0,0.0,0.987292967142497,0.0,562.2206499129484,27.163062319314957,0.6245790961068807,1296.229112704468,992.8588171983816,5347.498382280497,4858.049940359768,0.1588747066571363
12674,332,0,1,42,7,13,1,1.421487463197673,0.0,0.0,1,-1,47,0,4,9,17,8,12,63,1,-1,7,-1.0,0,0.0,5.597106886340838,0,-1,-1,0.2857142857142857,2.0,1,7.018594349538511,16,46,63,0,4,-1,-1,-1,0,316.97609117019715,53.74251707077519,0.0,0.0,0.0,0.9958345765906348,1.6913597154558488,108.94671915035616,14.67530318328947,0.5051507414603964,235.8035581310316,202.51193572834995,1840.8281775149103,2492.791400341406,0.434731540432224
12841,358,0,0,0,0,0,2,1.1092396080220264,0.0,0.0,1,-1,-1,2,6,0,0,0,0,0,0,-1,1,-1.0,0,0.0,0.0,25,-1,-1,0.0,2.0,1,1.1092396080220264,55,0,0,0,1,-1,-1,-1,0,1133.7947929351417,71.9172444913325,0.0,0.0,0.0,0.905619480761738,0.0,252.88609130330684,123.95879033312488,0.2575115085084599,787.4577448109828,372.5171543330006,4953.935336542541,6748.868787062367,0.0367103229869495
12843,351,0,0,0,0,0,0,,0.0,0.0,1,-1,-1,0,0,0,0,0,0,0,0,-1,0,-1.0,0,0.0,,0,-1,-1,0.0,3.0,1,20.85166662547214,0,0,0,0,5,-1,-1,-1,0,380.0310271152627,56.32686868298621,0.0,0.0,0.0,0.9992426451802356,0.0,261.9634109156901,0.0,0.4383578589600477,541.4702315722991,507.48453450534464,2794.099441738901,2172.939923252036,0.3211597789417613
12850,335,0,0,0,0,0,0,,0.0,0.0,1,-1,-1,0,0,0,0,0,0,0,0,-1,0,-1.0,0,0.0,,0,-1,-1,0.0,3.0,1,10.449589397055608,0,0,0,0,5,-1,-1,-1,0,337.73944726007653,54.64616028155576,0.0,0.0,0.0,0.828607735246269,0.0,413.8149466973353,0.0,0.7330065406413538,560.1459635818961,1584.0576864523,2505.699244909034,2956.4702460748103,0.1378097487940932
13187,345,3,23,18,41,8,0,0.0,0.0,0.0,1,-1,35,0,0,2,2,4,26,93,23,-1,0,-1.0,0,0.0,4.974968539431513,0,-1,-1,0.1720430107526881,2.0,1,4.974968539431513,0,34,93,0,4,-1,-1,-1,0,114.584260855337,39.285711359976325,34.0,0.0,0.0,0.0853950796305731,0.0,6.64184773997608,18.693585549915262,0.0095816053027424,620.7663004381556,6.713680315942087,1906.693178621716,582.6913139761599,0.0855041058032543
13634,346,3,16,10,13,7,0,0.0,0.0,0.0,1,-1,16,0,0,2,3,1,9,49,16,-1,0,-1.0,0,0.0,2.5756753001988097,0,-1,-1,0.1836734693877551,2.0,1,2.5756753001988097,0,15,49,0,4,-1,-1,-1,0,109.15992096855705,38.59904481422865,15.0,0.0,0.0,0.0,0.0,0.0,19.02413708599753,0.0,521.1909057495891,0.0,1635.359693318142,133.3448218597383,0.1901211108583392
13635,346,3,16,12,29,5,0,0.0,0.0,0.0,1,-1,28,0,0,0,3,2,16,65,16,-1,0,-1.0,0,0.0,3.220913251416195,0,-1,-1,0.1846153846153846,2.0,1,3.220913251416195,0,21,65,0,4,-1,-1,-1,0,114.73984764248873,39.30492828239292,21.0,0.0,0.0,0.0,0.0,0.0,20.18061180984006,0.0,634.4689345984085,0.0,1805.3514274397576,243.3822416502964,0.101074178896597
13636,346,2,12,6,20,4,0,0.0,0.0,0.0,1,-1,19,0,0,1,3,3,10,44,12,-1,0,-1.0,0,0.0,2.858592683005705,0,-1,-1,0.1590909090909091,2.0,1,2.858592683005705,0,17,44,0,4,-1,-1,-1,0,96.52653365201353,36.85892115715821,17.0,0.0,0.0,0.0,0.0,0.0,15.392189402001692,0.0,520.9357509682354,0.0,1582.187347796213,486.04218876185126,0.14362211881452
13637,345,0,13,7,38,6,0,0.0,0.0,0.0,1,-1,25,0,0,5,0,3,22,64,13,-1,0,-1.0,0,0.0,4.753003609257077,0,-1,-1,0.171875,2.0,1,4.753003609257077,0,30,64,0,4,-1,-1,-1,0,124.15961358605506,40.42271187765967,30.0,0.0,0.0,0.2433816936201016,0.0,27.2660301269514,13.465169661422491,0.028000524170938,677.6213291915805,28.409153585702438,2177.2651931005207,704.4844606602825,0.1874899264537926
13638,348,0,10,14,12,13,0,0.0,0.0,0.0,1,-1,24,0,0,0,0,1,17,49,10,-1,0,-1.0,0,0.0,3.272260317351426,0,-1,-1,0.3673469387755102,2.0,1,3.272260317351426,0,18,49,0,4,-1,-1,-1,0,117.91157486667156,39.69114497931585,18.0,0.0,0.0,0.0313366794834528,0.0,1.7717290545626363,14.974358775850906,0.0,549.3767689555253,1.7774613316858512,1745.83933687003,673.3670158022139,0.177648925139045
13639,347,3,10,6,21,6,0,0.0,0.0,0.0,1,-1,21,0,0,0,1,1,12,46,10,-1,0,-1.0,0,0.0,2.446050048772078,0,-1,-1,0.217391304347826,2.0,1,2.446050048772078,0,14,46,0,4,-1,-1,-1,0,138.33042824492014,41.954975624606334,14.0,0.0,0.0,0.9665936217653848,0.0,183.71312650868697,18.80582943226861,0.5526126132773151,467.680812859506,302.5664836822239,1604.6857420842423,810.0462890795832,0.025699797890403
13640,348,0,6,6,15,12,0,0.0,0.0,0.0,1,-1,8,0,0,2,3,1,10,39,6,-1,0,-1.0,0,0.0,2.0949667504120573,0,-1,-1,0.4358974358974359,2.0,1,2.0949667504120573,0,16,39,0,4,-1,-1,-1,0,151.10606138975984,43.20825785453461,16.0,0.0,0.0,0.9570818344656916,0.0,195.58997966337915,18.61604724386634,0.525807490124479,516.5477497018884,314.7814861974975,1764.0337915848356,826.2045428348139,0.1906152096661654
13641,333,15,32,98,117,34,0,0.0,0.0,0.0,1,-1,184,0,0,25,33,12,94,296,32,-1,0,-1.0,0,0.0,29.2363741908939,0,-1,-1,0.1587837837837837,2.0,1,29.2363741908939,0,164,296,0,4,-1,-1,-1,0,189.1126967167417,46.39452909909357,43.0,441.0,0.9111570247933884,0.7708048531233994,0.0,149.84488114331742,10.124374454483265,0.4448259647460524,663.3082088706676,193.57436909766997,2235.5296880818364,871.5928232837421,0.0905989320779388
13642,345,9,22,23,16,11,2,0.4707217793950692,0.0,0.0,1,-1,41,5,0,4,5,2,15,81,22,-1,0,-1.0,0,0.0,2.7234617236429006,0,-1,-1,0.1604938271604938,2.0,1,3.19418350303797,14,26,81,0,3,-1,-1,-1,0,171.73789972289097,45.02536307392955,22.0,0.0,0.0,0.6341523539736295,2.848928369752408,128.72351621839363,36.31600998805267,0.3244785772707306,804.8524736255671,153.23029624327063,3090.3928370725766,830.6052016271086,0.0962378937788683
13661,357,2,6,21,12,11,0,0.0,0.0,0.0,1,-1,20,0,0,0,2,2,10,52,6,-1,0,-1.0,0,0.0,1.5781785711002962,0,-1,-1,0.25,2.0,1,1.5781785711002962,0,14,52,0,3,-1,-1,-1,0,1129.8528782100093,71.8675340928082,14.0,0.0,0.0,0.9892979539691372,0.0,373.2977444592146,32.94937654852703,0.3902122425846733,850.0006605223289,665.6207014261643,5026.021077763435,7196.906431014687,0.1716575762926241
13862,332,0,3,3,8,2,0,0.0,0.0,0.0,1,-1,8,0,0,0,0,2,4,16,3,-1,0,-1.0,0,0.0,10.642862564893614,0,-1,-1,0.1875,2.0,1,10.642862564893614,0,6,16,0,5,-1,-1,-1,0,224.44743045627868,48.82981439146607,6.0,0.0,0.0,0.974504063062556,0.0,228.57291609614356,1.5033549388091658,0.473925750610704,562.603937167418,384.98227533810046,1928.794265545316,1984.018034370324,0.0954145555372361
13884,346,2,4,4,19,9,0,0.0,0.0,0.0,1,-1,18,0,0,1,0,6,12,38,4,-1,0,-1.0,0,0.0,2.631071153400796,0,-1,-1,0.3684210526315789,2.0,1,2.631071153400796,0,19,38,0,4,-1,-1,-1,0,95.863242236382,36.76143014063382,19.0,0.0,0.0,0.0,0.0,0.0,14.442786904825066,0.0,311.21319698285527,0.0,1309.196331359457,113.99839600502708,0.1117623808281272
13885,332,1,2,2,4,0,0,0.0,0.0,0.0,1,-1,5,0,0,0,0,0,3,9,2,-1,0,-1.0,0,0.0,0.5864411044930843,0,-1,-1,0.0,2.0,1,0.5864411044930843,0,3,9,0,4,-1,-1,-1,0,325.4270075305573,54.11723376180972,3.0,0.0,0.0,0.7438373122232532,0.0,56.80794887532527,15.346809647286811,0.2410794155424778,268.9321033091504,72.02141225499108,1648.9196674848165,1824.754218337999,0.496086952903054
13911,336,0,0,0,0,0,1,2.8031036811317183,0.0,0.0,1,-1,-1,1,0,0,0,0,0,0,0,-1,28,-1.0,0,0.0,0.0,1,-1,-1,0.0,2.0,1,2.8031036811317183,33,0,0,0,4,-1,-1,-1,0,582.9344887062564,62.42555428090117,0.0,0.0,0.0,0.7597927663048232,0.0,276.1804112338637,29.431661966457,0.525318522022881,353.98435735296067,1256.537107185359,2209.533877967651,3273.4104072468613,0.1347398110592003
13923,339,8,25,104,12,5,0,0.0,0.0,0.0,1,-1,104,0,0,12,15,20,34,154,25,-1,0,-1.0,0,0.0,3.5366565897007183,0,-1,-1,0.0454545454545454,2.0,1,3.5366565897007183,0,81,154,0,3,-1,-1,-1,0,778.0017174537167,66.5430464365512,27.0,25.0,0.4807692307692308,0.9858910725399964,0.0,513.4257773815367,43.54395064775908,0.2954275569399084,901.0429704660954,1193.4937247863606,3279.0357144635573,4003.892268064483,0.1867363911124592
13968,332,2,3,14,6,2,2,9.473539124737965,0.0,0.0,1,-1,17,7,9,3,2,1,8,27,3,-1,36,-1.0,0,0.0,4.125573489805242,0,-1,-1,0.074074074074074,2.0,1,13.599112614543204,62,14,27,0,4,-1,-1,-1,0,266.1155043570619,51.25258807776913,0.0,0.0,0.0,0.9308287020265682,0.8398380802704002,155.95621036042184,13.383226182373477,0.6893551351958452,238.61783350546847,450.1960114263365,1928.141739775196,2796.9647157666736,0.374377897188261
14110,332,0,2,3,2,0,0,0.0,0.0,0.0,1,-1,5,0,0,0,0,0,3,7,2,-1,0,-1.0,0,0.0,6.860246028147016,0,-1,-1,0.0,2.0,1,6.860246028147016,0,3,7,0,5,-1,-1,-1,0,244.79639450011507,50.06433612278862,1.0,0.0,0.0,0.992192919470997,0.0,254.60019127157955,1.0203715684947137,0.4907545209173503,568.265491552592,461.25759754970966,1981.8774091705257,2072.760688536652,0.0608369307084516
14111,333,5,13,16,15,10,0,0.0,0.0,0.0,1,-1,28,0,0,4,7,2,13,59,13,-1,0,-1.0,0,0.0,3.19500922351063,0,-1,-1,0.1694915254237288,2.0,1,3.19500922351063,0,26,59,0,4,-1,-1,-1,0,197.27695105276965,46.99521137222832,23.0,0.0,0.0,0.7536573167841965,0.0,189.34675355050976,18.466300368038265,0.388922401047289,874.7280202412563,241.6566062157628,2955.375993690386,1574.6010510274748,0.0955394939942792
14112,344,8,11,14,18,11,0,0.0,0.0,0.0,1,-1,31,0,0,1,4,4,15,62,11,-1,0,-1.0,0,0.0,3.1951843633029964,0,-1,-1,0.2580645161290322,2.0,1,3.1951843633029964,0,24,62,0,4,-1,-1,-1,0,181.23811363835927,45.79020212386482,24.0,0.0,0.0,0.6585179289277695,0.0,158.26818522495486,19.404201119683748,0.3009588236545201,929.045181625661,190.76632485726225,3284.2771695446786,1437.5400364563172,0.1578961220654574
14113,345,4,11,16,10,13,0,0.0,0.0,0.0,1,-1,30,0,0,1,5,6,11,54,11,-1,0,-1.0,0,0.0,3.1959939919884213,0,-1,-1,0.2777777777777778,2.0,1,3.1959939919884213,0,23,54,0,4,-1,-1,-1,0,159.27962174456604,43.95599893998055,24.0,0.0,0.0,0.5512532997190789,0.0,103.39133632077858,16.89615191247695,0.2410511013997618,809.2839347832452,118.53495512267588,3064.442103571573,765.6203889829318,0.1542511188622676
14433,354,3,17,31,17,6,1,0.809393115469086,0.0,0.0,1,-1,45,10,0,2,4,4,18,74,17,-1,1,-1.0,0,0.0,2.495628772696348,0,-1,-1,0.1216216216216216,2.0,1,3.3050218881654345,24,28,74,0,3,-1,-1,-1,0,839.1461179762282,67.62251180973597,27.0,0.0,0.0,0.9912743016567792,3.910133536286599,533.9187071422341,40.544360834590805,0.6135974292503389,1199.645541806201,962.126150485458,5088.241869876566,4691.692253351265,0.0575530125336212
14436,338,8,35,213,45,10,0,0.0,0.0,0.0,1,-1,196,0,0,25,27,47,53,311,35,-1,0,-1.0,0,0.0,3.967403441990484,0,-1,-1,0.0353697749196141,2.0,1,3.967403441990484,0,152,311,0,2,-1,-1,-1,0,1022.0974844882344,70.43700077380619,37.0,873.0,0.9593406593406594,0.993101735622413,0.0,560.7684142195062,78.3888012770308,0.4586118918303377,1021.7034202127384,1242.9930452358735,4479.039849739057,7399.66940922007,0.1499800435736409
14588,340,2,8,5,5,0,0,0.0,0.0,0.0,1,-1,10,0,0,1,3,0,3,20,8,-1,0,-1.0,0,0.0,5.562568904547945,0,-1,-1,0.0,2.0,1,5.562568904547945,0,7,20,0,5,-1,-1,-1,0,778.6294226532954,66.55455296608328,2.0,0.0,0.0,0.9569011067051322,0.0,516.7679605457859,3.5954610797985875,0.3597936197523071,831.3456043181068,1365.681194952013,3420.546148789816,4204.361130755938,0.1422172754461114
14602,348,0,10,0,20,12,0,0.0,0.0,0.0,1,-1,11,0,0,2,2,1,12,42,10,-1,0,-1.0,0,0.0,2.401851478205349,0,-1,-1,0.4285714285714285,2.0,1,2.401851478205349,0,17,42,0,4,-1,-1,-1,0,146.5752443301782,42.776259667990274,17.0,0.0,0.0,0.999334003727694,0.0,262.70879455570537,17.48651004490177,0.6599816016217622,541.8815596740918,509.924566866607,1958.573162577472,911.4827503438856,0.2072507245612866
14603,349,8,11,21,31,5,0,12.295820573151897,0.0,0.0,1,-1,38,3,45,0,3,10,15,76,11,-1,0,-1.0,5,0.0,16.11176488895766,0,-1,-1,0.0789473684210526,2.0,1,28.407585462109555,58,28,76,0,4,-1,-1,-1,759,157.47856351952058,43.79456197481651,28.0,0.0,0.0,0.9938354851024996,0.6647422025859938,221.5681800720008,7.779612255141253,0.5965247551110449,488.2387718187457,405.66218945958747,2665.158061093539,1036.5105296101062,0.1942697695019835
14604,348,0,2,11,7,4,0,0.0,0.0,0.0,1,-1,9,0,0,1,1,1,7,24,2,-1,0,-1.0,0,0.0,1.2543466391094895,0,-1,-1,0.2916666666666667,2.0,1,1.2543466391094895,0,10,24,0,4,-1,-1,-1,0,192.10076050300816,46.61731611165987,10.0,0.0,0.0,0.9846298964584608,0.0,362.4248095098292,19.133466979302103,0.7676406066678232,632.6635462880824,848.4829672491386,2324.1754112151884,1133.4585033790954,0.0995274940469704
14605,344,5,14,13,26,9,0,0.0,0.0,0.0,1,-1,39,0,0,1,2,4,19,67,14,-1,0,-1.0,0,0.0,3.143017913005678,0,-1,-1,0.1791044776119403,2.0,1,3.143017913005678,0,26,67,0,4,-1,-1,-1,0,141.2210342636474,42.24832038155471,26.0,0.0,0.0,0.5247400875742587,0.0,86.87517578466299,21.31709136074496,0.1499337233303018,733.7517518073395,98.54246510594383,3366.11890806833,1071.2113703506232,0.0936702943904138
14606,344,1,4,5,16,9,0,0.0,0.0,0.0,1,-1,16,0,0,0,0,1,11,35,4,-1,0,-1.0,0,0.0,1.377458983282084,0,-1,-1,0.3714285714285714,2.0,1,1.377458983282084,0,12,35,0,4,-1,-1,-1,0,222.7853225422264,48.72410301151331,12.0,0.0,0.0,0.5784164781304374,0.0,177.3592028109837,25.409105043988447,0.1408774875350334,1287.1885401703107,205.70255774210597,3485.6527448278425,2094.7791817636,0.0644587584216184
14607,344,0,4,10,21,21,0,0.0,0.0,0.0,1,-1,25,0,0,2,0,6,14,56,4,-1,0,-1.0,0,0.0,3.141378262242229,0,-1,-1,0.4285714285714285,2.0,1,3.141378262242229,0,22,56,0,4,-1,-1,-1,0,234.28079579754456,49.43970966546464,22.0,0.0,0.0,0.4575459454229199,0.0,88.54311077564505,17.826570162877726,0.0800521049227849,918.299056247641,97.99153052920104,3792.966663020034,1739.1393048343846,0.0998579214427095
14608,349,1,18,15,32,7,0,0.0,0.0,0.0,1,-1,42,0,0,0,1,10,19,73,18,-1,0,-1.0,0,0.0,4.405654751696206,0,-1,-1,0.1232876712328767,2.0,1,4.405654751696206,0,30,73,0,4,-1,-1,-1,0,162.67175813876418,44.25518496333375,30.0,0.0,0.0,0.7853406746477145,0.0,144.07406477715438,16.56961430577249,0.2657119828463835,615.0533710864686,188.14677851073688,3405.8673472943456,1173.9882996617794,0.2360433408949109
14609,348,2,10,10,12,8,0,0.0,0.0,0.0,1,-1,17,0,0,0,2,1,12,42,10,-1,0,-1.0,0,0.0,1.813911713319048,0,-1,-1,0.2619047619047619,2.0,1,1.813911713319048,0,15,42,0,4,-1,-1,-1,0,165.09078777507972,44.46477933087329,15.0,0.0,0.0,0.9928005857922452,0.0,231.19823322505255,23.154379395427963,0.6242790817803043,513.6707231866815,420.4294856335502,1751.591316194219,864.8043780068116,0.0629225611686706
14621,334,6,14,43,29,8,0,0.0,0.0,0.0,1,-1,56,0,0,9,8,5,27,100,14,-1,0,-1.0,0,0.0,2.9048307981044466,0,-1,-1,0.09,3.0,1,2.9048307981044466,0,49,100,0,3,-1,-1,-1,0,293.5718712253613,52.65032883179107,21.0,0.0,0.0,0.9986921472194888,0.0,355.1583518314804,34.42541302758674,0.4527223766760977,741.9022361931089,681.3107746005176,2490.854360052101,2403.0314738183906,0.0838063142516395
14697,358,1,1,33,29,17,0,0.0,0.0,0.0,1,-1,63,0,0,2,8,21,22,81,1,-1,0,-1.0,0,0.0,16.21378387626122,0,-1,-1,0.2839506172839506,2.0,1,16.21378387626122,0,53,81,0,5,-1,-1,-1,0,1013.9222921031248,70.32239041486784,10.0,224.0,0.9572649572649572,0.998362459759482,0.0,377.7710481038748,4.99574933391045,0.3648732163097987,793.3338930687046,721.1871318915827,3418.7450445268846,4285.576884724339,0.0698615042216469
15123,334,4,6,30,21,3,0,0.0,0.0,0.0,1,-1,44,0,0,6,8,6,17,64,6,-1,0,-1.0,0,0.0,1.9902647083236933,0,-1,-1,0.046875,3.0,1,1.9902647083236933,0,37,64,0,3,-1,-1,-1,0,305.28425857610426,53.20733743344063,8.0,100.0,0.925925925925926,0.9987629711698216,0.0,399.43912960822166,32.156526582790185,0.479234702810685,767.1156337901072,833.384775977959,2581.3744163533024,2528.1856599919715,0.0979731161486018
15124,334,3,7,14,12,2,0,0.0,0.0,0.0,1,-1,18,0,0,0,3,4,7,38,7,-1,0,-1.0,0,0.0,1.931171176934921,0,-1,-1,0.0789473684210526,3.0,1,1.931171176934921,0,14,38,0,4,-1,-1,-1,0,347.2124331380537,55.04018190833734,14.0,0.0,0.0,0.9939289544845236,0.0,515.6988288110402,19.677178519364663,0.49121610312361,944.7838823704258,1135.4950203376038,3061.795668966401,2972.8262815366315,0.1358993486924603
15129,350,11,0,17,6,6,0,0.0,0.0,0.0,1,-1,17,0,0,3,5,3,4,40,0,-1,0,-1.0,0,0.0,56.44318868533746,0,-1,-1,0.15,3.0,1,56.44318868533746,0,15,40,0,5,-1,-1,-1,0,274.2151864158433,51.679332681910815,15.0,0.0,0.0,0.6215764710074266,0.0,137.7212580408283,0.708677183760722,0.1104119808398562,890.0163718624191,162.93363090870062,3432.761226755716,1856.70780071363,0.1817294217685963
15130,343,4,17,42,18,4,0,0.0,0.0,0.0,1,-1,41,0,0,7,4,12,10,85,17,-1,0,-1.0,0,0.0,3.863554605811533,0,-1,-1,0.0705882352941176,3.0,1,3.863554605811533,0,33,85,0,4,-1,-1,-1,0,408.5069516017306,57.35648398539198,39.0,0.0,0.0,0.8002820845664042,0.0,355.2285988807045,22.00046554852456,0.2505501703453849,1460.7880653420373,469.3675134219983,4137.14272430511,3059.278343705977,0.1025749959728934
15131,350,2,4,11,16,2,0,0.0,0.0,0.0,1,-1,23,0,0,0,1,5,8,35,4,-1,0,-1.0,0,0.0,2.1166646826037363,0,-1,-1,0.0571428571428571,3.0,1,2.1166646826037363,0,14,35,0,4,-1,-1,-1,0,244.0727814861723,50.022217624563936,14.0,0.0,0.0,0.8737282593055576,0.0,251.53986261389863,16.53544857041128,0.3817944937956988,855.8175876693616,356.2471848604892,3014.4235295591884,1245.809768869727,0.0726633243643359
15132,350,2,4,8,5,6,0,0.0,0.0,0.0,1,-1,15,0,0,2,4,3,5,25,4,-1,0,-1.0,0,0.0,2.112831648168923,0,-1,-1,0.24,3.0,1,2.112831648168923,0,14,25,0,4,-1,-1,-1,0,236.89583564022405,49.59761303558313,14.0,0.0,0.0,0.5998129918797341,0.0,125.25346256031276,11.832461910378022,0.1087855289459193,857.7300859682631,146.67179781087003,3211.5158363006926,1322.8045623768976,0.0945955367315382
15133,350,0,0,0,0,0,0,,0.0,0.0,1,-1,-1,0,0,0,0,0,0,0,0,-1,0,-1.0,0,0.0,,0,-1,-1,0.0,3.0,1,4.624626021652292,0,0,0,0,5,-1,-1,-1,0,272.88405517816807,51.610069436401815,0.0,0.0,0.0,0.6106583917929758,0.0,134.09380182020496,0.0,0.0959290385787124,892.0131998030553,157.81815527316047,3430.719192700798,2006.5343851249893,0.1949967817826704
15134,350,16,4,105,34,26,0,0.0,0.0,0.0,1,-1,113,0,0,13,14,18,39,185,4,-1,0,-1.0,0,0.0,3.303365760291794,0,-1,-1,0.1837837837837838,3.0,1,3.303365760291794,0,84,185,0,2,-1,-1,-1,0,253.71638535817937,50.57358159867828,39.0,16.0,0.2909090909090909,0.7824677641276917,0.0,180.460945401234,56.00348657233116,0.2046950001304123,775.9362817965432,235.1502848661484,3232.6313423512843,1876.7177806609575,0.0825787261511011
15135,343,4,8,34,18,1,2,0.4788704941590881,0.0,0.0,1,-1,41,4,0,6,3,10,11,65,8,-1,3,-1.0,0,0.0,2.829689283667338,0,-1,-1,0.0307692307692307,3.0,1,3.308559777826426,11,30,65,0,4,-1,-1,-1,0,320.3276073877882,53.89230266358658,21.0,0.0,0.0,0.8281457020977204,2.432714240723969,320.07003272757737,27.957784114986826,0.270655518627043,1226.6534955147365,433.0710194599856,3719.261718256603,3023.1706424534914,0.0745954554249541
15203,347,0,0,0,0,0,0,,0.0,0.0,1,-1,-1,0,0,0,0,0,0,0,0,-1,0,-1.0,0,0.0,,0,-1,-1,0.0,2.0,1,4818.481947172531,0,0,0,0,5,-1,-1,-1,0,84.7011302768767,35.01237163254931,0.0,0.0,0.0,0.3299550616743214,0.0,6.812024786144302,0.0,0.1781010896996498,112.34730916578516,7.251723053504031,881.7947342825595,481.1993309587057,0.4868436177571614
15212,355,14,4,47,6,5,2,1.4844595662352045,0.0,0.0,1,-1,51,10,2,0,3,4,28,76,4,-1,2,-1.0,0,0.0,1.819660113449605,0,-1,-1,0.0657894736842105,2.0,1,3.30411967968481,62,35,76,0,2,-1,-1,-1,0,932.5895457710142,69.12909833070547,29.0,0.0,0.0,0.9993456491127408,6.770679088341197,651.2152337111894,69.9127218121941,0.6907914089207157,1342.8726965729136,1264.3529548931278,5715.805946573423,4712.390099997482,0.0895761919627557
15372,336,0,0,2,0,0,4,1.6701346885957116,0.0,0.0,1,-1,2,3,1,0,1,1,0,2,0,-1,59,-1.0,0,0.0,0.0445369250292189,1,-1,-1,0.0,2.0,1,1.7146716136249305,75,2,2,0,1,-1,-1,-1,0,630.6391358032063,63.54740347740249,0.0,0.0,0.0,0.9998080016103482,1.136107889448077,266.97253966880504,110.51678845921076,0.2369147307602812,525.3740009824278,542.8004571073436,1960.3839186033329,3637.527997888575,0.1044672339853614
15385,336,2,6,31,1,1,9,2.434126618576156,0.0,0.0,1,-1,26,14,8,3,8,8,4,41,6,-1,88,-1.0,0,0.0,0.6743188605515025,8,-1,-1,0.024390243902439,2.0,1,3.108445479127658,148,23,41,0,1,-1,-1,-1,0,654.0562164806232,64.06744369486181,2.0,0.0,0.0,0.8163420556069959,6.403983239276397,312.81903948840704,132.22043068142904,0.4524816272670688,418.8905350766061,1235.3642616879176,2320.389937971505,3318.8318922491508,0.0949280045249245
