BLDGSZ,HHID,HHT,NOC,PERSONS,PUMA5,SERIALNO,TAZ,TENURE,UNITTYPE,VEHICL,bucketBin,h0511,h1215,h1617,h1824,h2534,h3549,h5064,h6579,h80up,hNOCcat,hadkids,hadnwst,hadwpst,hinccat1,hinccat2,hmultiunit,hownrent,hsizecat,htypdwel,hunittype,hwrkrcat,income,workers,MAZ,is_mf,hhagecat,hfamily,h0004,hwork_f,hwork_p,huniv,hnwork,hretire,hpresch,hschpred,hschdriv,originalPUMA
2,269357,1,2,2,11506,2014000203787,343,1,1,3,1,0,0,0,0,1,0,1,0,0,0,0,0,1,3,7,0,1,2,1,1,2,68200,2,19446,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2,269370,1,2,2,11506,2014000203787,343,1,1,3,1,0,0,0,0,0,1,1,0,0,0,0,0,0,3,7,0,1,2,1,1,2,74000,1,19446,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2,269382,1,2,2,11506,2014000203787,343,1,1,3,1,0,0,0,0,0,1,1,0,0,0,0,0,0,3,7,0,1,2,1,1,2,74000,1,19446,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2,269386,1,0,2,11506,2014000210648,343,1,1,3,1,0,0,0,2,0,0,0,0,0,0,0,0,1,3,7,0,1,2,1,1,2,61000,2,19446,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2,269422,1,1,2,11506,2014000381816,343,1,1,3,1,0,0,0,0,2,0,0,0,0,0,0,0,0,3,8,0,1,2,1,1,3,87000,2,19446,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2,269432,1,3,2,11506,2014000385115,343,1,1,3,1,0,0,0,0,1,1,0,0,0,0,0,0,0,4,9,0,1,2,1,1,1,171100,2,19446,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2,269434,1,0,2,11506,2014000403604,343,1,1,4,1,0,0,0,0,2,0,0,0,0,0,0,0,0,4,9,0,1,2,1,1,3,108010,2,19446,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2,269459,1,2,2,11506,2014000505336,343,1,1,3,1,0,0,0,0,0,0,0,2,0,0,0,0,0,3,7,0,1,2,1,1,2,75000,0,19446,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2,269463,1,0,2,11506,2014000531316,343,2,1,4,1,0,0,0,0,0,2,0,0,0,0,0,0,0,4,9,0,1,2,1,1,0,119000,2,19446,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2,269472,1,0,2,11506,2014000605029,343,1,1,3,1,0,0,0,2,0,0,0,0,0,0,0,0,1,2,3,0,1,2,1,1,2,26500,2,19446,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2,269474,1,2,2,11506,2014000617481,343,1,1,3,1,0,0,0,0,2,0,0,0,0,0,0,0,0,2,5,0,1,2,1,1,2,40054,1,19446,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2,269487,1,1,3,11506,2014000682802,343,1,1,3,1,0,0,0,0,1,0,0,2,0,0,0,0,0,4,9,0,1,3,1,1,2,183000,3,19446,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2,269498,1,0,3,11506,2014000700889,343,2,1,3,1,0,1,0,0,0,2,0,0,0,0,0,1,0,4,9,0,1,3,1,1,2,788000,2,19446,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2,269521,1,0,3,11506,2014000857343,343,1,1,5,1,0,1,0,0,0,2,0,0,0,0,0,1,0,4,9,0,1,3,1,1,3,240004,2,19446,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2,269537,6,0,3,11506,2014000908034,343,1,1,1,1,0,0,0,3,0,0,0,0,0,0,0,0,0,3,7,0,1,3,1,1,0,65400,3,19446,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2,269538,6,0,3,11506,2014000908034,343,1,1,1,1,0,0,0,0,3,0,0,0,0,0,0,0,0,4,9,0,1,3,1,1,0,148000,3,19446,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2,269553,1,0,3,11506,2014001006163,343,1,1,3,1,0,0,0,1,0,2,0,0,0,0,0,1,1,3,6,0,1,3,1,1,2,60000,1,19446,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1,269608,1,0,4,11506,2014001377698,343,2,1,1,1,1,0,0,0,1,1,0,0,0,0,0,1,0,3,6,1,1,4,3,1,0,54000,1,19446,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2,269624,1,0,5,11506,2014001415853,343,1,1,3,1,2,0,0,0,0,2,0,0,0,0,0,1,0,4,9,0,1,4,1,1,2,120000,1,19446,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2,268832,6,0,1,11506,2016001269423,343,2,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,4,9,0,1,1,1,1,0,473000,1,700,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2,268868,1,0,1,11506,2017000133319,343,1,1,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3,8,0,1,1,1,1,2,96000,1,700,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2,268877,1,0,1,11506,2017000243666,343,1,1,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3,8,0,1,1,1,1,1,84800,1,700,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2,268990,4,0,1,11506,2013000280058,343,2,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,4,9,0,1,1,1,1,0,442500,1,700,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2,269016,1,2,1,11506,2013000405120,343,1,1,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,5,0,1,1,1,1,1,48800,1,700,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2,269049,1,0,1,11506,2013000474242,343,1,1,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,3,8,0,1,1,1,1,2,75200,1,700,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2,269069,3,0,1,11506,2013000575490,343,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,4,9,0,1,1,1,1,1,200000,1,700,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2,269094,4,0,1,11506,2013000740260,343,3,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,3,6,0,1,1,1,1,0,53900,0,700,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2,269098,3,1,1,11506,2013000758268,343,2,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,1,1,1,1,1,15960,0,700,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1,269130,1,3,1,11506,2013000869886,343,1,1,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,1,1,1,3,1,2,16100,0,700,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
3,269236,1,2,2,11506,2013001137491,343,3,1,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,3,8,0,1,2,1,1,1,80000,0,700,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
6,269306,4,0,2,11506,2013001434490,343,3,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,2,5,1,1,2,2,1,0,41000,2,700,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2,269313,1,3,2,11506,2013001453616,343,1,1,3,1,0,0,0,1,1,0,0,0,0,0,0,0,0,3,6,0,1,2,1,1,3,51500,2,700,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
3,269342,6,0,2,11506,2014000150537,343,1,1,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,2,5,0,1,2,1,1,0,41000,1,700,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2,269343,1,0,2,11506,2014000182216,343,1,1,4,1,0,0,0,0,0,0,2,0,0,0,0,0,0,2,5,0,1,2,1,1,3,41000,1,700,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2,269347,1,0,2,11506,2014000182771,343,1,1,3,1,0,0,0,0,0,0,2,0,0,0,0,0,0,4,9,0,1,2,1,1,0,129900,2,700,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2,269358,1,2,2,11506,2014000203787,343,1,1,3,1,0,0,0,0,1,0,1,0,0,0,0,0,1,3,7,0,1,2,1,1,2,68200,2,700,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2,269364,1,2,2,11506,2014000203787,343,1,1,3,1,0,0,0,0,0,1,1,0,0,0,0,0,0,3,7,0,1,2,1,1,2,74000,1,700,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2,269365,1,2,2,11506,2014000203787,343,1,1,3,1,0,0,0,0,0,1,1,0,0,0,0,0,0,3,7,0,1,2,1,1,2,74000,1,700,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2,269388,1,2,2,11506,2014000218339,343,1,1,3,1,0,0,0,0,0,2,0,0,0,0,0,0,0,4,9,0,1,2,1,1,3,190000,2,700,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2,269414,1,0,2,11506,2014000341917,343,1,1,3,1,0,0,0,1,1,0,0,0,0,0,0,0,0,3,8,0,1,2,1,1,0,75010,2,700,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2,269430,1,3,2,11506,2014000385115,343,1,1,3,1,0,0,0,0,0,0,2,0,0,0,0,0,0,4,9,0,1,2,1,1,1,435200,2,700,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2,269435,1,1,2,11506,2014000418906,343,1,1,3,1,0,0,0,0,2,0,0,0,0,0,0,0,0,4,9,0,1,2,1,1,2,108010,2,700,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2,269448,1,2,2,11506,2014000485487,343,1,1,4,1,0,0,0,0,0,1,1,0,0,0,0,0,0,4,9,0,1,2,1,1,2,164440,1,700,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2,269460,1,0,2,11506,2014000519314,343,1,1,4,1,0,0,0,0,0,0,2,0,0,0,0,0,0,3,6,0,1,2,1,1,2,50420,0,700,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2,269471,1,0,2,11506,2014000605029,343,1,1,3,1,0,0,0,2,0,0,0,0,0,0,0,0,1,2,4,0,1,2,1,1,2,33000,2,700,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2,269551,6,0,3,11506,2014001001404,343,1,1,1,1,1,0,0,0,0,2,0,0,0,0,0,1,0,3,8,0,1,3,1,1,0,96000,1,700,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2,268834,6,0,1,11506,2016001299824,343,2,1,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,4,9,0,1,1,1,1,0,473000,1,25823,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2,268866,3,0,1,11506,2017000093952,343,1,1,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,3,8,0,1,1,1,1,1,75020,1,25823,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2,268876,1,0,1,11506,2017000243666,343,1,1,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3,8,0,1,1,1,1,1,81320,1,25823,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2,269007,1,0,1,11506,2013000390658,343,1,1,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3,8,0,1,1,1,1,2,95150,1,25823,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
9,269047,6,0,1,11506,2013000465444,343,3,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,3,7,1,1,1,2,1,0,63000,1,25823,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1,269125,1,3,1,11506,2013000869886,343,1,1,3,1,0,0,0,0,1,0,0,0,0,0,0,0,1,2,3,1,1,1,3,1,2,21000,1,25823,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2,269275,3,3,2,11506,2013001269195,343,1,1,3,1,0,0,0,0,0,0,2,0,0,0,0,0,0,4,9,0,1,2,1,1,2,107700,2,25823,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2,269278,3,3,2,11506,2013001269195,343,1,1,3,1,0,0,0,0,2,0,0,0,0,0,0,0,0,4,9,0,1,2,1,1,2,167500,2,25823,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2,269303,1,0,2,11506,2013001431786,343,1,1,3,1,0,0,0,1,1,0,0,0,0,0,0,0,0,3,6,0,1,2,1,1,2,51500,2,25823,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2,269307,1,0,2,11506,2013001450654,343,1,1,3,1,0,0,0,1,1,0,0,0,0,0,0,0,0,3,6,0,1,2,1,1,2,51500,2,25823,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2,269373,1,2,2,11506,2014000203787,343,1,1,3,1,0,0,0,0,0,1,1,0,0,0,0,0,0,3,7,0,1,2,1,1,2,74000,1,25823,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2,269451,1,2,2,11506,2014000485487,343,1,1,4,1,0,0,0,0,1,1,0,0,0,0,0,1,0,3,7,0,1,2,1,1,2,75000,1,25823,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2,269455,1,2,2,11506,2014000505336,343,1,1,3,1,0,0,0,0,0,0,0,2,0,0,0,0,0,2,3,0,1,2,1,1,2,21904,0,25823,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2,269477,1,1,2,11506,2014000629368,343,1,1,3,1,0,0,0,0,2,0,0,0,0,0,0,0,0,2,5,0,1,2,1,1,2,49000,2,25823,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2,269514,1,0,3,11506,2014000837919,343,1,1,3,1,0,1,0,0,0,2,0,0,0,0,0,1,0,4,9,0,1,3,1,1,1,240004,2,25823,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
8,269559,6,0,3,11506,2014001008323,343,2,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,4,9,1,1,3,2,1,0,136000,1,25823,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2,269569,1,1,4,11506,2014001046356,343,1,1,5,1,2,0,0,0,0,1,1,0,0,0,0,1,0,3,8,0,1,4,1,1,3,96000,2,25823,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2,269595,6,0,4,11506,2014001351955,343,3,1,0,1,2,0,0,0,0,2,0,0,0,0,0,1,0,4,9,0,1,4,1,1,0,290000,2,25823,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2,268835,1,0,1,11506,2016001318775,343,1,1,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,4,9,0,1,1,1,1,1,473000,1,25823,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2,268859,1,0,1,11506,2016001520296,343,1,1,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,4,9,0,1,1,1,1,3,110000,1,25823,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2,268898,1,1,1,11506,2017000786666,343,1,1,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,5,0,1,1,1,1,2,42000,1,25823,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2,268911,6,0,1,11506,2017000942910,343,2,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,3,7,0,1,1,1,1,0,74000,1,25823,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
4,268926,3,1,1,11506,2017001170746,343,4,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,3,7,1,1,1,2,1,0,71000,1,25823,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2,268944,5,0,1,11506,2017001347153,343,1,1,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,3,6,0,1,1,1,1,0,54030,1,25823,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2,268952,1,3,1,11506,2017001382469,343,1,1,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,0,1,1,1,1,1,19500,1,25823,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2,268956,1,0,1,11506,2013000044514,343,2,1,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,3,0,1,1,1,1,2,25000,1,25823,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2,268961,1,1,1,11506,2013000076381,343,1,1,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3,8,0,1,1,1,1,2,81800,0,25823,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2,268967,1,0,1,11506,2013000124690,343,1,1,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,4,0,1,1,1,1,0,34600,0,25823,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2,268985,1,0,1,11506,2013000257465,343,1,1,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,3,8,0,1,1,1,1,0,90000,1,25823,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2,268997,1,0,1,11506,2013000355357,343,1,1,5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,4,9,0,1,1,1,1,3,150000,1,25823,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2,269000,1,0,1,11506,2013000356263,343,1,1,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,3,7,0,1,1,1,1,1,72000,1,25823,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2,269005,1,0,1,11506,2013000386116,343,1,1,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,3,8,0,1,1,1,1,2,92000,1,25823,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2,269022,1,2,1,11506,2013000405120,343,1,1,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,4,9,0,1,1,1,1,1,100030,1,25823,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2,269027,1,2,1,11506,2013000405120,343,1,1,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,4,9,0,1,1,1,1,1,145000,1,25823,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2,269050,1,0,1,11506,2013000474242,343,1,1,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,3,8,0,1,1,1,1,2,85500,1,25823,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2,269062,1,0,1,11506,2013000550965,343,1,1,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,4,0,1,1,1,1,2,33300,1,25823,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2,269067,1,0,1,11506,2013000550965,343,1,1,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,3,0,1,1,1,1,2,25200,1,25823,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2,269093,1,0,1,11506,2013000728422,343,1,1,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,3,6,0,1,1,1,1,2,53900,0,25823,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2,269254,1,1,2,11506,2013001163799,343,1,1,3,1,0,0,0,0,1,1,0,0,0,0,0,0,0,3,8,0,1,2,1,1,3,98800,2,25823,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2,269379,1,2,2,11506,2014000203787,343,1,1,3,1,0,0,0,0,0,1,1,0,0,0,0,0,0,3,7,0,1,2,1,1,2,74000,1,25823,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2,269424,1,1,2,11506,2014000381816,343,1,1,3,1,0,0,0,0,2,0,0,0,0,0,0,0,0,3,8,0,1,2,1,1,3,99500,2,25823,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2,269450,1,2,2,11506,2014000485487,343,1,1,4,1,0,0,0,0,2,0,0,0,0,0,0,1,0,4,9,0,1,2,1,1,2,210000,1,25823,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
7,269467,4,0,2,11506,2014000568448,343,3,1,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,3,8,1,1,2,2,1,0,82500,2,25823,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
8,269560,6,0,3,11506,2014001008323,343,2,1,1,1,1,0,0,0,0,2,0,0,0,0,0,1,0,4,9,1,1,3,2,1,0,289000,1,25823,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2,268838,1,0,1,11506,2016001328546,343,1,1,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,4,9,0,1,1,1,1,1,473000,1,19446,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
7,268853,6,0,1,11506,2016001447089,343,3,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,4,1,1,1,2,1,0,38000,1,19446,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2,268865,1,0,1,11506,2017000081253,343,2,1,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3,8,0,1,1,1,1,1,96000,1,19446,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2,268867,1,3,1,11506,2017000114158,343,1,1,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3,8,0,1,1,1,1,3,96000,1,19446,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2,268908,1,0,1,11506,2017000895607,343,1,1,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,4,9,0,1,1,1,1,3,130000,1,19446,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2,268918,1,0,1,11506,2017001075897,343,1,1,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,3,8,0,1,1,1,1,0,80030,1,19446,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2,268935,4,0,1,11506,2017001238717,343,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,4,0,1,1,1,1,0,35000,1,19446,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
3,268937,1,0,1,11506,2017001262127,343,1,1,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,5,0,1,1,1,1,3,49540,1,19446,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2,268941,1,2,1,11506,2017001316542,343,1,1,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,5,0,1,1,1,1,2,42000,1,19446,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2,268953,1,0,1,11506,2013000026672,343,1,1,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,3,0,1,1,1,1,1,30000,1,19446,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2,268963,3,1,1,11506,2013000088921,343,3,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3,8,0,1,1,1,1,1,81800,0,19446,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2,269029,1,1,1,11506,2013000419986,343,1,1,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,4,9,0,1,1,1,1,2,252000,1,19446,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2,269055,1,0,1,11506,2013000531730,343,2,1,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,3,8,0,1,1,1,1,2,90000,1,19446,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2,269056,1,0,1,11506,2013000531730,343,2,1,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,3,8,0,1,1,1,1,2,90000,1,19446,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2,269070,1,2,1,11506,2013000586461,343,1,1,3,1,0,0,0,0,0,1,0,0,0,0,0,0,1,4,9,0,1,1,1,1,2,200000,1,19446,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2,269076,3,4,1,11506,2013000662416,343,1,1,3,1,0,0,0,0,1,0,0,0,0,0,0,0,1,3,6,0,1,1,1,1,1,55000,1,19446,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2,269078,3,4,1,11506,2013000662416,343,1,1,3,1,0,0,0,0,1,0,0,0,0,0,0,0,1,3,6,0,1,1,1,1,1,55000,1,19446,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2,269087,1,0,1,11506,2013000687634,343,1,1,4,1,0,0,0,1,0,0,0,0,0,0,0,0,1,2,3,0,1,1,1,1,2,26000,1,19446,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2,269088,1,2,1,11506,2013000705297,343,1,1,4,1,0,0,0,1,0,0,0,0,0,0,0,0,1,2,3,0,1,1,1,1,2,26000,1,19446,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2,269099,3,0,1,11506,2013000768818,343,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,1,1,1,1,2,17900,0,19446,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1,269106,3,0,1,11506,2013000812705,343,2,1,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,4,1,1,1,3,1,1,32800,1,19446,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
8,269115,6,0,1,11506,2013000845190,343,3,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,5,1,1,1,2,1,0,41000,1,19446,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1,269127,1,3,1,11506,2013000869886,343,1,1,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,4,1,1,1,3,1,2,39900,0,19446,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1,269134,1,3,1,11506,2013000869886,343,1,1,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,3,1,1,1,3,1,2,27700,0,19446,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2,269273,3,3,2,11506,2013001269195,343,1,1,3,1,0,0,0,0,0,0,2,0,0,0,0,0,0,4,9,0,1,2,1,1,2,107700,2,19446,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2,269295,1,0,2,11506,2013001358276,343,1,1,4,1,0,0,0,0,2,0,0,0,0,0,0,0,0,2,5,0,1,2,1,1,3,41000,2,19446,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
